input_company,input_product_name,timestamp,records_found
Medisol,ACIMED,2026-01-08T12:21:42,1
Klonal,AGUA DESTILADA,2026-01-08T12:21:43,1
Lepetit,ACIMED,2026-01-08T12:21:43,4
Veinfar,AGUA DESTILADA,2026-01-08T12:22:53,1
Austral,AMOXITRAL,2026-01-08T12:22:54,2
Lepetit,AMOXITRAL,2026-01-08T12:22:55,1
Medisol,AMOXOL 1000,2026-01-08T12:23:02,1
Sanitas,AMOXOL 1000,2026-01-08T12:23:03,1
Cassará,AMOXOL 500,2026-01-08T12:23:04,2
Medisol,AMOXOL 500,2026-01-08T12:23:12,1
Fabop,ATIBAX,2026-01-08T12:23:12,1
Savant Generic,ATIBAX,2026-01-08T12:23:14,1
Laboratorio ENA,BCAA 2:1:1,2026-01-08T12:23:22,1
Pharmamerican S.R.L.,BCAA 2:1:1,2026-01-08T12:23:23,1
Cassará,BETACORT CASSARA,2026-01-08T12:23:24,1
Medisol,BETACORT CASSARA,2026-01-08T12:23:32,1
Laboratorio Millet,BLUEKING,2026-01-08T12:23:33,3
Sidus,BLUEKING,2026-01-08T12:23:34,1
Klonal,CEFTAZIDIMA,2026-01-08T12:23:43,1
Veinfar,CEFTAZIDIMA,2026-01-08T12:23:43,1
Lafarmen,CITRATO DE MAGNESIO,2026-01-08T12:23:45,3
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,2026-01-08T12:23:53,3
Cassará,CLAMOXOL DUO,2026-01-08T12:23:53,3
Medisol,CLAMOXOL DUO,2026-01-08T12:23:54,1
Laboratorio ENA,COLAGENO SPORT,2026-01-08T12:24:02,1
Pharmamerican S.R.L.,COLAGENO SPORT,2026-01-08T12:24:03,1
PGN,CREATINA,2026-01-08T12:24:05,1
Teingro,CREATINA,2026-01-08T12:24:12,1
Laboratorio ENA,CREATINA MICRONIZADA,2026-01-08T12:24:13,5
Lafarmen,CREATINA MICRONIZADA,2026-01-08T12:24:13,2
Cassará,DELTACORT,2026-01-08T12:24:22,1
Medisol,DELTACORT,2026-01-08T12:24:22,1
Laboratorio Millet,DUOMAX,2026-01-08T12:24:24,3
Sidus,DUOMAX,2026-01-08T12:24:32,1
Lab Internacional Argentino,ENOXANORTH,2026-01-08T12:24:32,3
Northia,ENOXANORTH,2026-01-08T12:24:34,4
Cassará,EPOGEN,2026-01-08T12:24:42,2
Varifarma,EPOGEN,2026-01-08T12:24:43,2
Cassará,ERISOL,2026-01-08T12:24:46,1
Medisol,ERISOL,2026-01-08T12:24:52,1
Laboratorio Millet,ESOMEPRA 20 MG,2026-01-08T12:24:54,4
Sidus,ESOMEPRA 20 MG,2026-01-08T12:24:55,1
Savant Consumer,FABOGESIC PLEN,2026-01-08T12:25:02,1
Savant Generic,FABOGESIC PLEN,2026-01-08T12:25:03,2
Cassará,FLUCODERM,2026-01-08T12:25:05,1
Medisol,FLUCODERM,2026-01-08T12:25:12,1
Laboratorio WPN,GLUTAMINA,2026-01-08T12:25:14,1
Teingro,GLUTAMINA,2026-01-08T12:25:14,2
Natufarma,LEVADURA DE CERVEZA,2026-01-08T12:25:22,1
Provefarma,LEVADURA DE CERVEZA,2026-01-08T12:25:23,1
Laboratorio WPN,MAGNESIO,2026-01-08T12:25:27,1
Laboratorio ENA,MAGNESIO CITRATO,2026-01-08T12:25:33,1
Veinfar,MAGNESIO,2026-01-08T12:25:34,1
Laboratorio WPN,MAGNESIO CITRATO,2026-01-08T12:25:36,1
Lepetit,METRAL,2026-01-08T12:25:43,2
Cassará,METRAL,2026-01-08T12:25:43,1
Laboratorio ENA,OMEGA 3,2026-01-08T12:25:47,1
Medisol,PANTOMETYL 40,2026-01-08T12:25:53,1
Natufarma,OMEGA 3,2026-01-08T12:25:54,2
Sanitas,PANTOMETYL 40,2026-01-08T12:25:56,1
Megalabs Argentina,RESVERATROL,2026-01-08T12:26:03,1
Provefarma,RESVERATROL,2026-01-08T12:26:03,1
Cassará,SALBUTRAL,2026-01-08T12:26:06,1
Lafedar,SALES PARA REHIDRATACION ORAL,2026-01-08T12:26:12,2
Medisol,SALBUTRAL,2026-01-08T12:26:13,1
Vent 3,SALES PARA REHIDRATACION ORAL,2026-01-08T12:26:16,2
Cassará,SINALER,2026-01-08T12:26:23,1
Medisol,SINALER,2026-01-08T12:26:23,2
Laboratorios Tecsolpar,SOLUC. MOLAR BICARBONATO SODIO,2026-01-08T12:26:26,2
Rigecin,SOLUC. MOLAR BICARBONATO SODIO,2026-01-08T12:26:33,1
Fada Pharma,SOLUC.GLUCOSADA HIPERTONICA,2026-01-08T12:26:33,2
Veinfar,SOLUC.GLUCOSADA HIPERTONICA,2026-01-08T12:26:36,2
Medisol,SUAVICORT,2026-01-08T12:26:43,2
Cassará,SUAVICORT,2026-01-08T12:26:43,2
Elea,SUPOSITORIOS DE GLICERINA,2026-01-08T12:26:45,2
Laboratorio WPN,VITAMINA D,2026-01-08T13:32:43,1
Provefarma,VITAMINA D,2026-01-08T13:32:44,1
Laboratorio WPN,VITAMINA C,2026-01-08T13:32:45,1
ISA,+50,2026-01-08T13:43:18,1
Laboratorio Millet,102 FOCUS,2026-01-08T13:43:20,1
Laboratorio ENA,100% WHEY PROTEIN,2026-01-08T13:43:21,3
Laboratorio Millet,102 MAGNESIO,2026-01-08T14:01:27,1
Laboratorio Millet,102 MAGNESIO GUMMIES,2026-01-08T14:01:28,1
Laboratorio Millet,102 MAGNESIO CITRATO,2026-01-08T14:01:28,1
Laboratorio Millet,102 MUJER,2026-01-08T14:01:36,1
Laboratorio Millet,102 PLUS EFERVESCENTE,2026-01-08T14:01:38,1
Laboratorio Millet,102 PLUS,2026-01-08T14:01:38,3
Laboratorio Millet,102 SPORT BCAA,2026-01-08T14:01:46,1
GlaxoSmithKline Biopharma,3 TC,2026-01-08T14:01:47,2
Laboratorio Millet,102 VITAMINA C,2026-01-08T14:01:48,2
Elea,3 TC + AZT ELEA,2026-01-08T14:02:57,1
ISA,4 x 4,2026-01-08T14:02:59,1
GlaxoSmithKline Biopharma,3 TC COMPLEX,2026-01-08T14:02:59,1
IQUISA,420 CBD BEAUTY,2026-01-08T14:03:07,1
IQUISA,420 CBD RELAX,2026-01-08T14:03:08,1
IQUISA,420 CBD TETITA FELIZ PACK,2026-01-08T14:03:09,1
Cassará,5 FU,2026-01-08T14:03:17,1
Domínguez,5-ASA 2000,2026-01-08T14:03:19,1
Domínguez,5-ASA 1000,2026-01-08T14:03:19,2
Domínguez,5-ASA 400,2026-01-08T14:03:29,4
Domínguez,5-ASA 500,2026-01-08T14:03:30,2
Domínguez,5-ASA 4000,2026-01-08T14:03:30,1
Domínguez,5-ASA 800,2026-01-08T14:03:39,2
Ariston,5XR 500,2026-01-08T14:03:40,2
Ariston,5XR 1000,2026-01-08T14:03:41,2
Elea,8 HORAS,2026-01-08T14:03:49,2
Domínguez,A ACIDO EMOLIENTE,2026-01-08T14:03:51,1
Domínguez,A ACIDO,2026-01-08T14:03:51,3
Domínguez,A ACIDO VITAL,2026-01-08T14:04:00,1
Medipharma,A-VITEL,2026-01-08T14:04:01,3
Medipharma,A-VITEL E,2026-01-08T14:04:01,1
Sempre Giovane,A.H.A,2026-01-08T14:04:10,1
Elea,ABACAVIR ELEA,2026-01-08T14:04:11,1
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,2026-01-08T14:04:11,1
Elea,ABARAX,2026-01-08T14:04:21,2
Teva Argentina,ABELCET,2026-01-08T14:04:21,1
Roemmers,ABAXON,2026-01-08T14:04:21,5
Biotechno Pharma,ABERIC,2026-01-08T14:04:30,1
Celnova Argentina,ABIRANOVA,2026-01-08T14:04:31,1
B-Life,ABINTRA,2026-01-08T14:04:32,1
Lafedar,ABIRATERON-A,2026-01-08T14:04:41,1
Glenmark,ABIRATERONA GLENMARK,2026-01-08T14:04:42,1
Duncan,ABLOOM,2026-01-08T14:04:42,1
Duncan,ABLOOM 5,2026-01-08T14:04:51,1
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,2026-01-08T14:04:52,4
Valuge,ABRALUX,2026-01-08T14:04:52,1
Bristol,ABRAXANE,2026-01-08T14:05:01,1
Eczane,ABRIKAT,2026-01-08T14:05:02,1
Pfizer,ABRILADA,2026-01-08T14:05:02,1
Pfizer,ABRYSVO,2026-01-08T14:05:11,1
F & F Farma,AC QUAXA,2026-01-08T14:05:12,1
Jayor,ACALASTATERA,2026-01-08T14:05:12,1
Roemmers,ACALIX AP,2026-01-08T14:05:22,1
Roemmers,ACALIX,2026-01-08T14:05:23,4
Roemmers,ACALIX CRONOS,2026-01-08T14:05:23,3
Olbia Pharma,ACCELON,2026-01-08T14:05:33,3
Coloplast,ACCESORIOS PARA FISTULAS,2026-01-08T14:05:33,1
Siegfried,ACANTEX,2026-01-08T14:05:34,5
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,2026-01-08T14:05:43,2
Roche Diabetes,ACCU-CHEK ACTIVE KIT,2026-01-08T14:05:43,1
Roche Diabetes,ACCU-CHEK FASTCLIX,2026-01-08T14:05:43,2
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,2026-01-08T14:05:52,1
Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,2026-01-08T14:05:53,1
Roche Diabetes,ACCU-CHEK GUIDE,2026-01-08T14:05:54,2
Roche Diabetes,ACCU-CHEK GUIDE CONTROL,2026-01-08T14:06:03,1
Roche Diabetes,ACCU-CHEK GUIDE KIT,2026-01-08T14:06:03,1
Roche Diabetes,ACCU-CHEK PERFORMA 25,2026-01-08T14:06:03,1
Roche Diabetes,ACCU-CHEK PERFORMA 50,2026-01-08T14:06:12,1
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,2026-01-08T14:06:13,1
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,2026-01-08T14:06:13,2
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,2026-01-08T14:06:22,1
Sanitas,ACEITE DE ALMENDRAS EWE,2026-01-08T14:06:23,2
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,2026-01-08T14:06:24,1
Sanitas,ACEITE DE ARGAN EWE,2026-01-08T14:06:32,1
Sidus,ACEITE DE CHIA CORMILLOT,2026-01-08T14:06:33,1
San Ceferino,ACEITE DE COCO NEUTRO,2026-01-08T14:06:34,2
Sanitas,ACEITE DE JOJOBA EWE,2026-01-08T14:06:42,1
Innovapharma,ACEITE DE KRILL,2026-01-08T14:06:43,1
Sanitas,ACEITE DE LAVANDA EWE,2026-01-08T14:06:44,1
AMN,ACEITE DE LORENZO,2026-01-08T14:07:53,1
Provefarma,ACEITE DE PESCADO 1000,2026-01-08T14:07:55,2
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,2026-01-08T14:07:56,3
Provefarma,ACEITE DE PESCADO OMEGANAT,2026-01-08T14:08:03,1
Sanitas,ACEITE DE RICINO EWE,2026-01-08T14:08:04,2
Sanitas,ACEITE DE TEA TREE OIL EWE,2026-01-08T14:08:06,1
Laboratorio Dicofar,ACEITE ESMERALDA MOONE,2026-01-08T14:08:13,1
Siegfried,ACEMUK BIOTIC,2026-01-08T14:08:16,1
Siegfried,ACEMUK,2026-01-08T14:08:17,8
Siegfried,ACEMUK BIOTIC DUO,2026-01-08T14:08:25,1
Siegfried,ACEMUK DIA Y NOCHE,2026-01-08T14:08:28,1
Siegfried,ACEMUK GRIP,2026-01-08T14:08:28,1
Siegfried,ACEMUK JARABE,2026-01-08T14:08:35,1
Siegfried,ACEMUK L,2026-01-08T14:08:37,1
Rospaw,ACENOCOUMAROL ROSPAW,2026-01-08T14:08:38,1
Siegfried,ACERPES,2026-01-08T14:08:45,3
Teva Argentina,ACETILCISTEINA TEVA,2026-01-08T14:08:48,1
IBC,ACICLOVIR PHARMAVIAL 500,2026-01-08T14:47:09,2
Siegfried,ACI-TIP,2026-01-08T14:47:10,3
Novoplos,ACETA,2026-01-08T14:47:11,1
Drawer,ACIDO AMINOCAPROICO DRAWER,2026-01-08T14:47:19,1
A.M. Farma Activ,ACIDO FOLICO,2026-01-08T14:47:20,1
Richmond,ACIDO FOLICO RICHMOND,2026-01-08T14:47:20,2
Vannier,ACIDO FOLICO VANNIER,2026-01-08T14:47:30,3
Provefarma,ACIDO HIALURONICO,2026-01-08T14:47:30,1
Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,2026-01-08T14:47:31,1
IMA,ACIDO ZOLEDRONICO IMA,2026-01-08T14:47:39,1
Microsules Arg.,ACIDO ZOLEDRONICO MICROSULES,2026-01-08T14:47:40,1
Richet,ACIDO ZOLEDRONICO RICHET,2026-01-08T14:47:41,2
Domínguez,ACIFOL 10,2026-01-08T14:47:50,2
Domínguez,ACIFOL,2026-01-08T14:47:50,2
Domínguez,ACIFOL 5,2026-01-08T14:47:51,2
Domínguez,ACIFOL B12,2026-01-08T14:48:01,2
Domínguez,ACIFOL FE,2026-01-08T14:48:01,2
Domínguez,ACIFOL GOTAS,2026-01-08T14:48:01,1
Andrómaco,ACIFUSIN B,2026-01-08T14:48:11,1
Novoplos,ACILAC OMEGA 3-6,2026-01-08T14:48:11,1
Andrómaco,ACIFUSIN,2026-01-08T14:48:11,2
Medipharma,ACIPOUN ORAL,2026-01-08T14:48:21,1
Lepetit,ACIMED L,2026-01-08T14:48:21,1
Sanitas,ACIMED F,2026-01-08T14:48:22,2
Biosidus S.A.U.,ACLASTA,2026-01-08T14:48:31,1
Géminis Farmacéutica,ACIVAL,2026-01-08T14:48:32,2
Pharmatrix,ACLER,2026-01-08T14:48:32,1
Eurofarma,ACLOSAN,2026-01-08T14:48:41,1
Eczane,ACLOXIGENAC,2026-01-08T14:48:42,6
Eczane,ACLOXIGENAC LP,2026-01-08T14:48:43,3
Eczane,ACLOXIGENAC PLUS,2026-01-08T14:48:51,3
Siegfried,ACNECLIN,2026-01-08T14:48:53,1
Casasco,ACLUSIN,2026-01-08T14:48:53,3
Siegfried,ACNECLIN 100 AP,2026-01-08T14:49:02,1
Siegfried,ACNECLIN PBA,2026-01-08T14:49:03,1
Cepage,ACNEIQUE,2026-01-08T14:49:03,1
Cepage,ACNEIQUE EXFOLIANT,2026-01-08T14:49:11,1
Cepage,ACNEIQUE GEL,2026-01-08T14:49:13,2
Cepage,ACNEIQUE H2O,2026-01-08T14:49:14,2
Cepage,ACNEIQUE MAT,2026-01-08T14:49:21,1
Cepage,ACNEIQUE SERUM,2026-01-08T14:49:23,1
Fortbenton,ACNESAN,2026-01-08T14:49:25,2
Fortbenton,ACNESAN DRY STICK,2026-01-08T14:49:32,1
Lagos,ACNETROL,2026-01-08T14:49:33,2
Andrómaco,ACNOXIN,2026-01-08T14:49:35,4
Gray,ACPAN,2026-01-08T14:49:41,2
Novarum Pharma,ACROSS BAP,2026-01-08T14:49:44,1
Novarum Pharma,ACROSS BID,2026-01-08T14:49:45,1
Novarum Pharma,ACROSS BIDC,2026-01-08T14:49:51,1
Novarum Pharma,ACROSS ENERGY,2026-01-08T14:49:54,1
Novarum Pharma,ACROSS GEL DEPORTIVO,2026-01-08T14:49:55,2
Novarum Pharma,ACROSS GEL DEPORTIVO C/CAFEINA,2026-01-08T14:50:02,2
Novarum Pharma,ACROSS LEUCINE,2026-01-08T14:50:04,1
Novarum Pharma,ACROSS SABA,2026-01-08T14:50:05,1
Novarum Pharma,ACROSS SM,2026-01-08T14:50:12,1
Novarum Pharma,ACROSS SMC,2026-01-08T14:50:14,1
Novarum Pharma,ACROSS SP,2026-01-08T14:50:15,1
Novarum Pharma,ACROSS SPBAC,2026-01-08T14:50:22,1
Novarum Pharma,ACROSS SPC,2026-01-08T14:50:24,1
Novarum Pharma,ACROSS SR,2026-01-08T14:50:25,1
Novarum Pharma,ACROSS SRC,2026-01-08T14:50:32,1
Poen,ACRYLARM,2026-01-08T14:50:35,1
Poen,ACRYLARM PLUS,2026-01-08T14:50:35,1
Lazar,ACTEMIN,2026-01-08T14:50:42,2
Roche,ACTEMRA,2026-01-08T14:50:45,3
Roche,ACTEMRA SC,2026-01-08T14:50:46,1
Siegfried,ACTIFEDRIN NASAL,2026-01-08T14:50:52,1
Bioprofarma Bagó,ACTILUZOL,2026-01-08T14:50:55,1
Boehringer Ingelheim,ACTILYSE,2026-01-08T14:50:56,1
Siegfried,ACTIMAX,2026-01-08T14:51:02,2
Filaxis Farmacéutica,ACTIMIB,2026-01-08T14:51:05,1
Bagó,ACTINERVAL,2026-01-08T14:51:07,2
Northia,ACTIRELAX,2026-01-08T14:51:12,1
Northia,ACTIRELAX NORTHIA,2026-01-08T14:51:15,1
Eurofarma,ACTISON,2026-01-08T14:51:18,2
Monserrat,ACTIUM,2026-01-08T14:51:22,1
Framingham Pharma,ACTIVAMENT 5HTP,2026-01-08T14:51:25,1
Casasco,ACTIVIL,2026-01-08T14:51:28,1
Casasco,ACTIVIL MASTICABLE,2026-01-08T14:51:32,1
Savant Generic,ACTOBIAN,2026-01-08T14:51:35,1
Bayer Consumer,ACTRON,2026-01-08T14:51:38,2
Bayer Consumer,ACTRON 600 RAPIDA ACCION,2026-01-08T14:51:46,2
Bayer Consumer,ACTRON 600 RAPIDA ACCION NUEVA FORMULA,2026-01-08T14:51:49,2
Bayer Consumer,ACTRON 400 RAPIDA ACCION NF,2026-01-08T14:52:04,0
Bayer Consumer,ACTRON MIGRA,2026-01-08T14:52:24,1
Bayer Consumer,ACTRON MUJER RAPIDA ACCION,2026-01-08T14:52:36,1
Bayer Consumer,ACTRON FLEX,2026-01-08T14:53:33,1
Bayer Consumer,ACTRON PEDIATRICO,2026-01-08T14:53:33,1
Bayer Consumer,ACTRON GEL,2026-01-08T14:53:34,1
Bayer Consumer,ACTRON PLUS,2026-01-08T14:53:42,1
Bayer Consumer,ACTRON PEDIATRICO 4%,2026-01-08T14:53:43,2
Bayer Consumer,ACTRON RAPIDA ACCION NF,2026-01-08T14:53:44,2
Abbvie,ACULAR LS,2026-01-08T14:53:52,1
Abbvie,ACULAR,2026-01-08T14:53:53,1
Roemmers,ACUS,2026-01-08T14:53:54,2
Sanofi Health Argentina S.A.,ADACEL,2026-01-08T14:54:02,1
Oxapharma,ADAPNE,2026-01-08T14:54:03,2
Oxapharma,ADAPNE DUO,2026-01-08T14:54:04,1
Oxapharma,ADAPNE DUO FORTE,2026-01-08T14:54:12,1
Takeda Argentina S.A.,ADCETRIS,2026-01-08T14:54:13,1
Richmond,ADDENTA,2026-01-08T14:54:14,1
Drawer,ADEENE DRAWER,2026-01-08T14:54:23,1
Lafedar,ADECONCE,2026-01-08T14:54:23,1
Pharmamerican S.R.L.,ADELGAFRUTA BATIDO SACIANTE,2026-01-08T14:54:24,2
San Ceferino,ADELGAZA-T,2026-01-08T14:54:33,1
A.M. Farma Activ,ADELGAR SILUETA A.M.,2026-01-08T14:54:33,1
Bayer (PH),ADEMPAS,2026-01-08T14:54:34,5
Biol,ADENOSINA BIOL,2026-01-08T14:54:43,1
Austral,ADENIL,2026-01-08T14:54:43,1
Gemepe,ADENOSINA GEMEPE,2026-01-08T14:54:44,1
Gobbi,ADENOSINA GOBBI,2026-01-08T14:54:53,1
Elea,ADERMICINA,2026-01-08T14:54:53,1
Elea,ADERMICINA A,2026-01-08T14:54:54,2
Elea,ADERMICINA A 2X1,2026-01-08T14:55:03,1
Elea,ADERMICINA AE,2026-01-08T14:55:03,2
Elea,ADERMICINA ANTI ACNE,2026-01-08T14:55:04,1
Elea,ADERMICINA JABON,2026-01-08T14:55:13,3
Elea,ADERMICINA CUIDADO FACIAL,2026-01-08T14:55:13,7
Laboratorio Merlino,ADERMITRIN,2026-01-08T14:55:14,1
Savant Generic,ADESIAL,2026-01-08T14:55:23,2
Laboratorio Millet,ADEROGYL,2026-01-08T14:55:23,1
Química Luar,ADEVIT,2026-01-08T14:55:24,1
Biol,ADHESOL BIOL,2026-01-08T14:55:33,2
Rossmore Pharma,ADIKAN,2026-01-08T14:55:34,6
Rivero,ADITIVOS PARENTERALES,2026-01-08T14:55:34,13
Lazar,ADIUVAN,2026-01-08T14:55:44,2
Biol,ADRENALINA BIOL,2026-01-08T14:55:44,2
Lazar,ADIUVAN MET,2026-01-08T14:55:44,2
Veinfar,ADRENALINA LARJAN,2026-01-08T14:55:54,1
Drawer,ADRENALINA DRAWER,2026-01-08T14:55:54,1
Duncan,ADRENALINA BIOQUIM,2026-01-08T14:55:55,1
Fabra,ADRENOL,2026-01-08T14:56:05,2
Ariston,ADROMUX,2026-01-08T14:56:05,2
Fabra,ADRENOL FORTE,2026-01-08T14:56:05,1
Takeda Argentina S.A.,ADVATE,2026-01-08T14:56:14,3
Takeda Argentina S.A.,ADYNOVATE 1000 BAXJECT III,2026-01-08T14:56:15,1
Microsules Arg.,ADYARD,2026-01-08T14:56:16,1
Takeda Argentina S.A.,ADYNOVATE 1500 BAXJECT III,2026-01-08T14:56:25,1
Takeda Argentina S.A.,ADYNOVATE 500 BAXJECT III,2026-01-08T14:56:25,1
Takeda Argentina S.A.,ADYNOVATE 3000 BAXJECT III,2026-01-08T14:56:26,1
Patejim,AEROCAMARA AEROSPACER ADULTO,2026-01-08T14:56:36,2
Silfab,AEROCAMARA AEROCHAMBER,2026-01-08T14:56:36,5
Organon Arg.,AERIUS,2026-01-08T14:56:36,2
Patejim,AEROCAMARA AEROSPACER JUVENIL,2026-01-08T14:56:45,1
Patejim,AEROCAMARA AEROSPACER INFANTIL,2026-01-08T14:56:45,1
Patejim,AEROCAMARA AEROSPACER LACTANTE,2026-01-08T14:56:46,1
Patejim,AEROCAMARA AEROSPACER TRAQUEOTOMIA,2026-01-08T14:57:57,1
Biofactor,AEROCAMARA MAXAIR ADULTO,2026-01-08T14:57:57,1
Biofactor,AEROCAMARA MAXAIR PEDIATRICA,2026-01-08T14:57:57,1
Megalabs Argentina,AEROGAL,2026-01-08T14:58:06,1
Austral,AEROLEP,2026-01-08T14:58:07,1
Cassará,AEROMED CASSARA,2026-01-08T14:58:07,1
Patejim,AEROPAFF AEROCAMARA VALVULADA,2026-01-08T14:58:16,1
Biosintex Retail,AEROPIEL,2026-01-08T14:58:17,1
Patejim,AEROSPACER PACK,2026-01-08T14:58:17,1
Adium,AEROTINA JARABE PEDIATRICO C/DOSIFICADOR,2026-01-08T14:58:27,1
Adium,AEROTINA,2026-01-08T14:58:27,2
Adium,AEROTINA RAPIDA ACCION,2026-01-08T14:58:27,1
Medisol,AEROVENT,2026-01-08T14:58:37,1
Medisol,AEROTROP NEBU,2026-01-08T14:58:37,1
Cassará,AEROTROP,2026-01-08T14:58:38,3
Medisol,AEROVENT E,2026-01-08T14:58:47,1
Lab Internacional Argentino,AEROVIA ATLAS,2026-01-08T14:58:47,1
Lab Internacional Argentino,AEROVIAL HFA,2026-01-08T14:58:49,1
Elea,AEROXINA,2026-01-08T14:58:58,2
Elea,AEROXINA U.D.,2026-01-08T14:58:59,3
Austral,AESIM 200,2026-01-08T14:58:59,1
Cetus,AFEME,2026-01-08T14:59:10,1
Craveri,AET,2026-01-08T14:59:10,6
Eczane,AFATIXANE,2026-01-08T14:59:11,4
Temis-Lostaló,AFENEXIL,2026-01-08T14:59:20,1
Eurofarma,AFIANCEN,2026-01-08T14:59:21,1
Novartis,AFINITOR,2026-01-08T14:59:22,3
Biotechno Pharma,AFLIMET,2026-01-08T14:59:32,2
Seqirus,AFLURIA QUAD,2026-01-08T14:59:32,1
Seqirus,AFLURIA QUAD JUNIOR,2026-01-08T14:59:38,1
Megalabs Argentina,AFONISAN,2026-01-08T14:59:42,2
Domínguez,AFLUSAN,2026-01-08T14:59:43,3
CSL Behring,AFSTYLA,2026-01-08T14:59:48,2
Grimberg,AFTALESS FILM BIOADHESIVO,2026-01-08T14:59:52,1
Isdin,AFTER SUN EFECTO INMEDIATO,2026-01-08T14:59:53,1
Cassará,AG-B 10,2026-01-08T14:59:59,1
Cassará,AG-B 20,2026-01-08T15:00:03,1
Tuteur,AGACEL,2026-01-08T15:00:04,2
Biosidus S.A.U.,AGALZYME,2026-01-08T15:00:10,2
Elea,AGAROL,2026-01-08T15:00:12,5
Elea,AGAROL CHICLE,2026-01-08T15:00:14,1
Elea,AGAROL GELCAPS,2026-01-08T15:00:20,2
Elea,AGAROL PUR PURIFICADOR,2026-01-08T15:00:23,2
Provefarma,AGAROMBA ENERGIA,2026-01-08T15:00:24,2
Natufarma,AGIAL,2026-01-08T15:00:30,1
Natufarma,AGIAL FORMULA CON CURCUMA,2026-01-08T15:00:33,1
Beta,AGILINE,2026-01-08T15:00:34,1
Elea,AGIOLAX,2026-01-08T15:00:41,2
Montpellier,AGIRAX,2026-01-08T15:00:46,2
Roemmers,AGLIPTIN,2026-01-08T15:00:49,2
Roemmers,AGLIPTIN MET,2026-01-08T15:00:52,5
Beta,AGLUCIDE MR 60,2026-01-08T15:00:57,2
Aspen Pharma,AGRASTAT,2026-01-08T15:01:00,1
Ariston,AGRELID,2026-01-08T15:01:11,2
Hemoderivados,AGUA BIDESTILADA UNC,2026-01-08T15:01:12,1
Seqirus,AGRIPPAL S1,2026-01-08T15:01:12,2
Lagos,AGUA DE LAGOS,2026-01-08T15:01:20,1
Jayor,AGUA DESTILADA BOLSA SIMPLE,2026-01-08T15:01:21,2
Drawer,AGUA DESTILADA DRAWER,2026-01-08T15:01:22,2
Rigecin,AGUA DESTILADA ESTERILIZADA RIGECIN,2026-01-08T15:01:31,5
Jayor,AGUA DESTILADA INYECTABLE JAYOR,2026-01-08T15:02:23,1
B. Braun,AGUA DESTILADA INYECTABLE SIST.CERRADO EP,2026-01-08T15:02:33,1
Northia,AGUA DESTILADA NORTHIA,2026-01-08T15:02:43,1
Bina Pharma S.A.,AGUA DESTILADA INYECTABLE BINA PHARMA,2026-01-08T15:02:52,1
Gemepe,AGUA DESTILADA GEMEPE,2026-01-08T15:02:53,3
Laboratorios Tecsolpar,AGUA ESTERIL PARA INYECTABLES,2026-01-08T15:02:54,6
B. Braun,AGUA INYECTABLE BP,2026-01-08T15:03:02,2
Celtyc,AGUA PARA INYECTABLE CELTYC,2026-01-08T15:03:03,1
LKM,AGUCORT,2026-01-08T15:03:04,1
Roche Diabetes,AGUJAS ACCU-FINE,2026-01-08T15:03:12,2
Celnova Argentina,AGUJAS BD ULTRAFINE 4MM 32G (EF),2026-01-08T15:03:13,1
Celnova Argentina,AGUJAS BD ULTRAFINE 5MM 31G,2026-01-08T15:03:14,1
Celnova Argentina,AGUJAS BD ULTRAFINE 8MM 31G,2026-01-08T15:03:21,1
Novo Nordisk,AGUJAS NOVOFINE 30 G,2026-01-08T15:03:23,1
Novo Nordisk,AGUJAS NOVOFINE 32 G,2026-01-08T15:03:25,1
Novo Nordisk,AGUJAS NOVOFINE 32 G TIP,2026-01-08T15:03:31,1
Biofactor,AIMAFIX,2026-01-08T15:03:33,2
Novartis,AIMOVIG,2026-01-08T15:03:35,2
Biofactor,AIRBUDE ADULTOS HFA,2026-01-08T15:03:42,1
Biofactor,AIRBUDE INFANTIL HFA,2026-01-08T15:03:43,1
Biofactor,AIRBUDE INFANTIL HFA + MAXAIR PED,2026-01-08T15:03:45,1
