prefix,product_key,url,title,raw_kv
aba,0999864e764466deaddf2eee2989ada1,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+41%2C67MG%2FML+POMP+120ML+AHZ&id=0999864e764466deaddf2eee2989ada1,"CEFUROXIM INFVLST 41,67MG/ML POMP 120ML AHZ",U bevindt zich hier:
aba,61ebbc996cf5ce42404a8ff98e599398,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+12%2C5MG%2FML+POMP+120ML%285ML%2FU%29+AHZ&id=61ebbc996cf5ce42404a8ff98e599398,"CEFAZOLINE INFVLST 12,5MG/ML POMP 120ML(5ML/U) AHZ",U bevindt zich hier:
aba,643b3f23d9288620d80fadf884cf536f,https://www.medicijnkosten.nl/medicijn?artikel=MEROPENEM+INFVLST+12%2C5MG%2FML+CASSETTE+100ML+AHZ&id=643b3f23d9288620d80fadf884cf536f,"MEROPENEM INFVLST 12,5MG/ML CASSETTE 100ML AHZ",U bevindt zich hier:
aba,7435456a9abe2da41048fa8838d5ed13,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+8%2C7MG%2FML+POMP+115ML+AHZ&id=7435456a9abe2da41048fa8838d5ed13,"CEFTAZIDIM INFVLST 8,7MG/ML POMP 115ML AHZ",U bevindt zich hier:
aba,aba07ae09ace889aa5d3b77d11e15fc8,https://www.medicijnkosten.nl/medicijn?artikel=CEFTAZIDIM+INFVLST+17%2C39MG%2FML+POMP+115ML+AHZ&id=aba07ae09ace889aa5d3b77d11e15fc8,"CEFTAZIDIM INFVLST 17,39MG/ML POMP 115ML AHZ",U bevindt zich hier:
aba,b9b9674bb1ae51d5db278c8684824b88,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+10MG%2FML+POMP+100ML+AHZ&id=b9b9674bb1ae51d5db278c8684824b88,CEFTRIAXON INFVLST 10MG/ML POMP 100ML AHZ,U bevindt zich hier:
aba,c1d098c2b12918e3e43832a965e1b5b3,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+INFVLST+25MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=c1d098c2b12918e3e43832a965e1b5b3,CEFAZOLINE INFVLST 25MG/ML POMP 120ML (5ML/U) AHZ,U bevindt zich hier:
aba,d50a8bdc635e3eb80ffc15ea0b68522f,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+35MG%2FML+POMP+100ML+AHZ&id=d50a8bdc635e3eb80ffc15ea0b68522f,CEFTRIAXON INFVLST 35MG/ML POMP 100ML AHZ,U bevindt zich hier:
aba,e325167e1a00889b4946e7cd2bd1d568,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+12%2C5MG%2FML+POMP+120ML+%285ML%2FU%29+AHZ&id=e325167e1a00889b4946e7cd2bd1d568,"CEFUROXIM INFVLST 12,5MG/ML POMP 120ML (5ML/U) AHZ",U bevindt zich hier:
aba,eb0a975fa9ccf7c90079de52863a30a7,https://www.medicijnkosten.nl/medicijn?artikel=CEFUROXIM+INFVLST+22%2C5MG%2FML+CASSETTE+100ML+AHZ&id=eb0a975fa9ccf7c90079de52863a30a7,"CEFUROXIM INFVLST 22,5MG/ML CASSETTE 100ML AHZ",U bevindt zich hier:
aba,f8ad2906059e84e214046cf675f87639,https://www.medicijnkosten.nl/medicijn?artikel=CEFTRIAXON+INFVLST+30MG%2FML+POMP+100ML+AHZ&id=f8ad2906059e84e214046cf675f87639,CEFTRIAXON INFVLST 30MG/ML POMP 100ML AHZ,U bevindt zich hier:
aba,037576a1a0cd64413ac1893d2299d763,https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILL%2FTAZOBAC+INF+50%2F6%2C25MG%2FML+POMP+120ML+AHZ&id=037576a1a0cd64413ac1893d2299d763,"PIPERACILL/TAZOBAC INF 50/6,25MG/ML POMP 120ML AHZ",U bevindt zich hier:
aba,53f5850fe5ceec9c3b2f5dd36d9901e9,https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILLIN%2FTAZOBAC+INF+60%2F7%2C5MG%2FML+CAS+100ML+AHZ&id=53f5850fe5ceec9c3b2f5dd36d9901e9,"PIPERACILLIN/TAZOBAC INF 60/7,5MG/ML CAS 100ML AHZ",U bevindt zich hier:
aba,90db2b1b427e644a794909fd42b65f24,https://www.medicijnkosten.nl/medicijn?artikel=PIPERACILL%2FTAZOBAC+INF+50%2F6%2C25MG%2FML+POMP+240ML+AHZ&id=90db2b1b427e644a794909fd42b65f24,"PIPERACILL/TAZOBAC INF 50/6,25MG/ML POMP 240ML AHZ",U bevindt zich hier:
aba,c0d66047576f0673b54316cb5e5cde80,https://www.medicijnkosten.nl/medicijn?artikel=IMPORTAL+POEDER+10G+IN+SACHET&id=c0d66047576f0673b54316cb5e5cde80,IMPORTAL POEDER 10G IN SACHET,U bevindt zich hier:
aba,366d93e54e04d2efeaba9b4dbd791ccf,https://www.medicijnkosten.nl/medicijn?artikel=AMLODIPINE+ARX+TABLET+10MG&id=366d93e54e04d2efeaba9b4dbd791ccf,AMLODIPINE ARX TABLET 10MG,U bevindt zich hier:
aba,de174ded44ba293721e9dcfaac2d604f,https://www.medicijnkosten.nl/medicijn?artikel=AMLODIPINE+ARX+TABLET+10MG&id=de174ded44ba293721e9dcfaac2d604f,AMLODIPINE ARX TABLET 10MG,U bevindt zich hier:
aba,0570f0e8d7841a3c40c4470f1d471d04,https://www.medicijnkosten.nl/medicijn?artikel=IMPORTAL+MULTIDOSE+DRANK+667MG%2FML&id=0570f0e8d7841a3c40c4470f1d471d04,IMPORTAL MULTIDOSE DRANK 667MG/ML,U bevindt zich hier:
aba,5e2c711551c82c435843d809372eb6a9,https://www.medicijnkosten.nl/medicijn?artikel=BECLOMETASON+ALL+AER+CFKVR++50MCG%2FDO+SPB+200DO%2BINH&id=5e2c711551c82c435843d809372eb6a9,BECLOMETASON ALL AER CFKVR 50MCG/DO SPB 200DO+INH,U bevindt zich hier:
aba,aa1d6c668e180ab2113f72e6357dc2a0,https://www.medicijnkosten.nl/medicijn?artikel=CITALOPRAM+AMAROX+TABLET+OMHULD+20MG&id=aa1d6c668e180ab2113f72e6357dc2a0,CITALOPRAM AMAROX TABLET OMHULD 20MG,U bevindt zich hier:
aba,f1274eaaef0399e56213d4aa7100fd0d,https://www.medicijnkosten.nl/medicijn?artikel=PROMOCARD+DURETTE+TABLET+MGA++30MG&id=f1274eaaef0399e56213d4aa7100fd0d,PROMOCARD DURETTE TABLET MGA 30MG,U bevindt zich hier:
aba,3f07ba173a26460ae439d8959393ab3b,https://www.medicijnkosten.nl/medicijn?artikel=CEFAZOLINE+OOGDRUPPELS+5%25+FLACON+2ML+AAA&id=3f07ba173a26460ae439d8959393ab3b,CEFAZOLINE OOGDRUPPELS 5% FLACON 2ML AAA,U bevindt zich hier:
aba,7ca4aebd0e4e91a28d6129e7009ce510,https://www.medicijnkosten.nl/medicijn?artikel=BUTO-ASMA+SALBUTAMOL+AER+100MCG%2FDO+SPBS+200DO%2BINH&id=7ca4aebd0e4e91a28d6129e7009ce510,BUTO-ASMA SALBUTAMOL AER 100MCG/DO SPBS 200DO+INH,U bevindt zich hier:
aba,f5888e85c7f10ded0b7b0e2bc223d573,https://www.medicijnkosten.nl/medicijn?artikel=BECLOMETASON+ALL+AER+CFKVR+100MCG%2FDO+SPB+200DO%2BINH&id=f5888e85c7f10ded0b7b0e2bc223d573,BECLOMETASON ALL AER CFKVR 100MCG/DO SPB 200DO+INH,U bevindt zich hier:
aba,11ba01420d4c40bfc17e4b7301ab6542,https://www.medicijnkosten.nl/medicijn?artikel=SERTRALINE+AMAROX+TABLET+FILMOMHULD+50MG&id=11ba01420d4c40bfc17e4b7301ab6542,SERTRALINE AMAROX TABLET FILMOMHULD 50MG,U bevindt zich hier:
aba,89367b4ad6b908c006ed19207aed0576,https://www.medicijnkosten.nl/medicijn?artikel=HYDROCOBAMINE+INJVLST+500MCG%2FML+AMPUL+2ML&id=89367b4ad6b908c006ed19207aed0576,HYDROCOBAMINE INJVLST 500MCG/ML AMPUL 2ML,U bevindt zich hier:
aba,cba073fd691161e9dc2a713f51298775,https://www.medicijnkosten.nl/medicijn?artikel=ALLOPURINOL+AMAROX+TABLET+100MG&id=cba073fd691161e9dc2a713f51298775,ALLOPURINOL AMAROX TABLET 100MG,U bevindt zich hier:
