input_company,input_product_name,timestamp,records_found
Laboratorio Millet,102 MAGNESIO,2026-01-02T15:46:34,1
Laboratorio Millet,102 FOCUS,2026-01-02T15:46:34,1
Laboratorio Millet,102 MAGNESIO CITRATO,2026-01-02T15:46:35,1
ISA,+50,2026-01-02T15:46:35,1
Laboratorio ENA,100% WHEY PROTEIN,2026-01-02T15:46:35,1
Laboratorio Millet,102 MAGNESIO GUMMIES,2026-01-02T15:46:50,1
Laboratorio Millet,102 MUJER,2026-01-02T15:47:00,1
Laboratorio Millet,102 PLUS,2026-01-02T15:47:11,3
Laboratorio Millet,102 PLUS EFERVESCENTE,2026-01-02T15:47:20,1
Laboratorio Millet,102 SPORT BCAA,2026-01-02T15:47:30,1
Laboratorio Millet,102 VITAMINA C,2026-01-02T15:47:40,2
GlaxoSmithKline Biopharma,3 TC,2026-01-02T15:47:50,2
Lepetit,ACIMED,2026-01-02T15:47:53,4
Elea,3 TC + AZT ELEA,2026-01-02T15:48:01,1
GlaxoSmithKline Biopharma,3 TC COMPLEX,2026-01-02T15:48:11,1
ISA,4 x 4,2026-01-02T15:48:20,1
IQUISA,420 CBD BEAUTY,2026-01-02T15:48:30,1
IQUISA,420 CBD RELAX,2026-01-02T15:48:40,1
IQUISA,420 CBD TETITA FELIZ PACK,2026-01-02T15:48:50,1
Medisol,ACIMED,2026-01-02T15:48:52,1
Cassará,5 FU,2026-01-02T15:49:00,1
Domínguez,5-ASA 1000,2026-01-02T15:49:11,1
Domínguez,5-ASA 2000,2026-01-02T15:49:20,1
Domínguez,5-ASA 400,2026-01-02T15:49:30,1
Domínguez,5-ASA 4000,2026-01-02T15:49:40,1
Domínguez,5-ASA 500,2026-01-02T15:49:50,1
Klonal,AGUA DESTILADA,2026-01-02T15:49:51,1
Domínguez,5-ASA 800,2026-01-02T15:50:01,1
Ariston,5XR 1000,2026-01-02T15:50:10,2
Ariston,5XR 500,2026-01-02T15:50:20,2
Elea,8 HORAS,2026-01-02T15:50:30,2
Domínguez,A ACIDO,2026-01-02T15:50:40,3
Domínguez,A ACIDO EMOLIENTE,2026-01-02T15:50:50,1
Veinfar,AGUA DESTILADA,2026-01-02T15:50:52,1
Domínguez,A ACIDO VITAL,2026-01-02T15:51:00,1
Medipharma,A-VITEL,2026-01-02T15:51:10,1
Medipharma,A-VITEL E,2026-01-02T15:51:20,1
Sempre Giovane,A.H.A,2026-01-02T15:51:39,1
Elea,ABACAVIR ELEA,2026-01-02T15:51:41,1
Austral,AMOXITRAL,2026-01-02T15:51:51,2
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,2026-01-02T15:51:53,1
Elea,ABARAX,2026-01-02T15:52:00,2
Roemmers,ABAXON,2026-01-02T15:52:10,5
Teva Argentina,ABELCET,2026-01-02T15:52:20,1
Biotechno Pharma,ABERIC,2026-01-02T15:52:31,1
B-Life,ABINTRA,2026-01-02T15:52:50,1
Lepetit,AMOXITRAL,2026-01-02T15:52:52,1
Celnova Argentina,ABIRANOVA,2026-01-02T15:53:00,1
Lafedar,ABIRATERON-A,2026-01-02T15:53:10,1
Glenmark,ABIRATERONA GLENMARK,2026-01-02T15:53:20,1
Duncan,ABLOOM,2026-01-02T15:53:30,1
Duncan,ABLOOM 5,2026-01-02T15:53:40,1
Medisol,AMOXOL 1000,2026-01-02T15:53:52,1
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,2026-01-02T15:53:53,4
Valuge,ABRALUX,2026-01-02T15:53:59,1
Bristol,ABRAXANE,2026-01-02T15:54:12,1
Eczane,ABRIKAT,2026-01-02T15:54:29,1
Pfizer,ABRILADA,2026-01-02T15:54:29,1
Pfizer,ABRYSVO,2026-01-02T15:54:50,1
Sanitas,AMOXOL 1000,2026-01-02T15:54:51,1
F & F Farma,AC QUAXA,2026-01-02T15:54:59,1
Jayor,ACALASTATERA,2026-01-02T15:55:10,1
Roemmers,ACALIX,2026-01-02T15:55:20,4
Roemmers,ACALIX AP,2026-01-02T15:55:30,1
Roemmers,ACALIX CRONOS,2026-01-02T15:55:40,3
Siegfried,ACANTEX,2026-01-02T15:55:50,5
Olbia Pharma,ACCELON,2026-01-02T15:56:03,3
Coloplast,ACCESORIOS PARA FISTULAS,2026-01-02T15:56:10,1
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,2026-01-02T15:56:20,1
Roche Diabetes,ACCU-CHEK ACTIVE KIT,2026-01-02T15:56:33,1
Roche Diabetes,ACCU-CHEK FASTCLIX,2026-01-02T15:56:42,1
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,2026-01-02T15:56:50,1
Cassará,AMOXOL 500,2026-01-02T15:56:54,2
Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,2026-01-02T15:57:00,1
Roche Diabetes,ACCU-CHEK GUIDE,2026-01-02T15:57:09,1
Roche Diabetes,ACCU-CHEK GUIDE CONTROL,2026-01-02T15:57:19,1
Roche Diabetes,ACCU-CHEK GUIDE KIT,2026-01-02T15:57:29,1
Roche Diabetes,ACCU-CHEK PERFORMA 25,2026-01-02T15:57:39,1
Roche Diabetes,ACCU-CHEK PERFORMA 50,2026-01-02T15:57:49,1
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,2026-01-02T15:58:00,1
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,2026-01-02T15:58:10,1
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,2026-01-02T15:58:20,1
Sanitas,ACEITE DE ALMENDRAS EWE,2026-01-02T15:58:29,2
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,2026-01-02T15:58:40,1
Medisol,AMOXOL 500,2026-01-02T15:58:40,1
Sanitas,ACEITE DE ARGAN EWE,2026-01-02T15:58:50,1
Sidus,ACEITE DE CHIA CORMILLOT,2026-01-02T15:58:59,1
San Ceferino,ACEITE DE COCO NEUTRO,2026-01-02T15:59:09,2
Sanitas,ACEITE DE JOJOBA EWE,2026-01-02T15:59:20,1
Innovapharma,ACEITE DE KRILL,2026-01-02T15:59:29,1
Fabop,ATIBAX,2026-01-02T15:59:32,1
Sanitas,ACEITE DE LAVANDA EWE,2026-01-02T15:59:40,1
AMN,ACEITE DE LORENZO,2026-01-02T15:59:50,1
Provefarma,ACEITE DE OREGANO,2026-01-02T16:00:00,1
Provefarma,ACEITE DE PESCADO 1000,2026-01-02T16:00:10,2
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,2026-01-02T16:00:20,3
Provefarma,ACEITE DE PESCADO OMEGANAT,2026-01-02T16:00:30,1
Savant Generic,ATIBAX,2026-01-02T16:00:32,1
Sanitas,ACEITE DE RICINO EWE,2026-01-02T16:00:40,2
Sanitas,ACEITE DE TEA TREE OIL EWE,2026-01-02T16:00:50,1
Laboratorio Dicofar,ACEITE ESMERALDA MOONE,2026-01-02T16:01:00,1
Siegfried,ACEMUK,2026-01-02T16:01:10,8
Siegfried,ACEMUK BIOTIC,2026-01-02T16:01:20,1
Siegfried,ACEMUK BIOTIC DUO,2026-01-02T16:01:30,1
Laboratorio ENA,BCAA 2:1:1,2026-01-02T16:01:32,1
Siegfried,ACEMUK DIA Y NOCHE,2026-01-02T16:01:40,1
Siegfried,ACEMUK GRIP,2026-01-02T16:01:50,1
Siegfried,ACEMUK JARABE,2026-01-02T16:02:02,1
Siegfried,ACEMUK L,2026-01-02T16:02:11,1
Rospaw,ACENOCOUMAROL ROSPAW,2026-01-02T16:02:20,1
Siegfried,ACERPES,2026-01-02T16:02:31,3
Pharmamerican S.R.L.,BCAA 2:1:1,2026-01-02T16:02:35,1
Novoplos,ACETA,2026-01-02T16:02:39,1
Teva Argentina,ACETILCISTEINA TEVA,2026-01-02T16:02:59,1
Siegfried,ACI-TIP,2026-01-02T16:03:00,1
Gemepe,ACICLOVIR GEMEPE,2026-01-02T16:03:11,1
IBC,ACICLOVIR PHARMAVIAL 500,2026-01-02T16:03:29,2
Drawer,ACIDO AMINOCAPROICO DRAWER,2026-01-02T16:03:30,1
Cassará,BETACORT CASSARA,2026-01-02T16:03:36,1
A.M. Farma Activ,ACIDO FOLICO,2026-01-02T16:03:40,1
Richmond,ACIDO FOLICO RICHMOND,2026-01-02T16:03:50,2
Vannier,ACIDO FOLICO VANNIER,2026-01-02T16:04:00,3
Provefarma,ACIDO HIALURONICO,2026-01-02T16:04:11,1
Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,2026-01-02T16:04:21,1
IMA,ACIDO ZOLEDRONICO IMA,2026-01-02T16:04:29,1
Medisol,BETACORT CASSARA,2026-01-02T16:04:36,1
Laboratorio Millet,BLUEKING,2026-01-02T16:05:36,3
Sidus,BLUEKING,2026-01-02T16:06:35,1
Klonal,CEFTAZIDIMA,2026-01-02T16:07:32,1
Veinfar,CEFTAZIDIMA,2026-01-02T16:08:32,1
Lafarmen,CITRATO DE MAGNESIO,2026-01-02T16:09:32,3
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,2026-01-02T16:10:40,3
Cassará,CLAMOXOL DUO,2026-01-02T16:11:36,3
Medisol,CLAMOXOL DUO,2026-01-02T16:12:36,1
