input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Laboratorio Millet,102 MAGNESIO,Laboratorio Millet,102 MAGNESIO,vit.+minerales+asoc.,Suplemento dietario,comp. rec. x 30 (VL),15195.58,2025-12-03,2026-01-02T15:46:34,,,,,,,{}
Laboratorio Millet,102 FOCUS,Laboratorio Millet,102 FOCUS,magnesio+asoc.,Suplemento dietario,comp. rec. x 30 (VL),22272.4,2025-12-03,2026-01-02T15:46:34,,,,,,,{}
Laboratorio Millet,102 MAGNESIO CITRATO,Laboratorio Millet,102 MAGNESIO CITRATO,magnesio citrato,Suplemento dietario,comp. x 30 (VL),16120.24,2025-12-03,2026-01-02T15:46:35,,,,,,,{}
ISA,+50,,,,,,,,2026-01-02T15:46:35,,,,,,,{}
Laboratorio ENA,100% WHEY PROTEIN,,,,,,,,2026-01-02T15:46:35,,,,,,,{}
Laboratorio Millet,102 MAGNESIO GUMMIES,Laboratorio Millet,102 MAGNESIO GUMMIES,magnesio+asoc.,Suplemento dietario,gomitas x 90 (VL),18873.81,2025-12-03,2026-01-02T15:46:50,,,,,,,{}
Laboratorio Millet,102 MUJER,Laboratorio Millet,102 MUJER,vit.+minerales,Suplemento dietario,cáps.bl.x 30 (VL),20642.22,2025-12-03,2026-01-02T15:47:00,,,,,,,{}
Laboratorio Millet,102 PLUS,Laboratorio Millet,102 PLUS,vit.+minerales,Suplemento dietario,comp.x 30 (VL),17166.38,2025-12-03,2026-01-02T15:47:11,,,,,,,{}
Laboratorio Millet,102 PLUS,Laboratorio Millet,102 PLUS,vit.+minerales,Suplemento dietario,comp.x 60 (VL),29872.91,2025-12-03,2026-01-02T15:47:11,,,,,,,{}
Laboratorio Millet,102 PLUS,Laboratorio Millet,102 PLUS,vit.+minerales,Suplemento dietario,comp.x 90 (VL),41610.3,2025-12-03,2026-01-02T15:47:11,,,,,,,{}
