PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,DENILYTE M INFUSION 1000 ML,Non-Scheduled,Not Applicable,INFUSION,75.00/1000 ML INFUSION
,2,DENILYTE M INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,80.00/500 ML INFUSION
,3,DEXTROSE 5% (CORE) 5 % INFUSION 250 ML,Non-Scheduled,Not Applicable,INFUSION,17.68/250 ML INFUSION
,4,DEXTROSE 5% WITH NORMAL SALINE (CORE) 5 % INFUSION 250 ML,Non-Scheduled,Not Applicable,INFUSION,24.55/250 ML INFUSION
,5,DEXTROSE (CORE) 10 % INFUSION 250 ML,Non-Scheduled,Not Applicable,INFUSION,30.37/250 ML INFUSION
,6,DEXTROSE (CORE) 10 % INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,75.00/500 ML INFUSION
,7,DEXTROSE (CORE) 5 % INFUSION 1000 ML,Non-Scheduled,Not Applicable,INFUSION,52.38/1000 ML INFUSION
,8,DEXTROSE (CORE) NS 5 % INFUSION 1000 ML,Non-Scheduled,Not Applicable,INFUSION,40.83/1000 ML INFUSION
,9,EQUASOL SOLUTION 500 ML,Non-Scheduled,Not Applicable,ORAL SOLUTION,209.06/500 ML ORAL SOLUTION
,10,IMPROLYTE(M) INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,34.50/500 ML INFUSION
,11,IRIGAN P SOLUTION 500 ML,Non-Scheduled,Not Applicable,ORAL SOLUTION,289.10/500 ML ORAL SOLUTION
,12,KABILYTE 50 MG INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,353.00/1 ML INJECTION
,13,KABILYTE FREEFLEX BAG INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,343.00/500 ML INFUSION
,14,KIDROLYTE P (CLARIS) INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,157.85/500 ML INFUSION
,15,LECLYTE M SOLUTION 500 ML,Non-Scheduled,Not Applicable,ORAL SOLUTION,94.88/500 ML ORAL SOLUTION
,16,MOLAR LACTATE 1/6 INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,45.37/500 ML INFUSION
