input_company,input_product_name,timestamp,records_found
Medisol,ACIMED,2026-01-07T19:03:19,1
Klonal,AGUA DESTILADA,2026-01-07T19:03:33,1
Veinfar,AGUA DESTILADA,2026-01-07T19:03:50,1
Austral,AMOXITRAL,2026-01-07T19:04:05,2
Lepetit,AMOXITRAL,2026-01-07T19:04:20,1
Medisol,AMOXOL 1000,2026-01-07T19:04:35,1
Sanitas,AMOXOL 1000,2026-01-07T19:04:51,1
Cassará,AMOXOL 500,2026-01-07T19:05:06,2
Medisol,AMOXOL 500,2026-01-07T19:05:23,1
Fabop,ATIBAX,2026-01-07T19:05:38,1
Savant Generic,ATIBAX,2026-01-07T19:05:54,1
ISA,+50,2026-01-07T19:06:10,1
Laboratorio ENA,100% WHEY PROTEIN,2026-01-07T19:06:25,3
Laboratorio Millet,102 FOCUS,2026-01-07T19:06:40,1
Laboratorio Millet,102 MAGNESIO,2026-01-07T19:06:55,1
Laboratorio Millet,102 MAGNESIO CITRATO,2026-01-07T19:07:11,1
Laboratorio Millet,102 MAGNESIO GUMMIES,2026-01-07T19:07:25,1
Laboratorio Millet,102 MUJER,2026-01-07T19:07:39,1
Laboratorio Millet,102 PLUS,2026-01-07T19:08:16,3
Laboratorio Millet,102 PLUS EFERVESCENTE,2026-01-07T19:08:30,1
Laboratorio Millet,102 SPORT BCAA,2026-01-07T19:08:43,1
Laboratorio Millet,102 VITAMINA C,2026-01-07T19:08:57,2
GlaxoSmithKline Biopharma,3 TC,2026-01-07T19:09:11,2
Elea,3 TC + AZT ELEA,2026-01-07T19:09:25,1
GlaxoSmithKline Biopharma,3 TC COMPLEX,2026-01-07T19:09:39,1
ISA,4 x 4,2026-01-07T19:09:52,1
IQUISA,420 CBD BEAUTY,2026-01-07T19:10:06,1
IQUISA,420 CBD RELAX,2026-01-07T19:10:20,1
IQUISA,420 CBD TETITA FELIZ PACK,2026-01-07T19:10:35,1
Cassará,5 FU,2026-01-07T19:10:50,1
Domínguez,5-ASA 1000,2026-01-07T19:11:05,2
Domínguez,5-ASA 2000,2026-01-07T19:11:19,1
Domínguez,5-ASA 400,2026-01-07T19:11:34,4
Domínguez,5-ASA 4000,2026-01-07T19:11:47,1
Domínguez,5-ASA 500,2026-01-07T19:12:02,2
Domínguez,5-ASA 800,2026-01-07T19:12:16,2
Ariston,5XR 1000,2026-01-07T19:12:30,2
Ariston,5XR 500,2026-01-07T19:12:44,2
Elea,8 HORAS,2026-01-07T19:12:58,2
Lepetit,ACIMED,2026-01-07T21:53:43,4
Domínguez,A ACIDO,2026-01-07T21:53:58,3
Domínguez,A ACIDO EMOLIENTE,2026-01-07T21:54:12,1
Domínguez,A ACIDO VITAL,2026-01-07T21:54:27,1
Medipharma,A-VITEL,2026-01-07T21:54:42,3
Medipharma,A-VITEL E,2026-01-07T21:54:56,1
Sempre Giovane,A.H.A,2026-01-07T21:55:10,1
Elea,ABACAVIR ELEA,2026-01-07T21:55:24,1
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,2026-01-07T21:55:40,1
Elea,ABARAX,2026-01-07T21:55:58,2
Roemmers,ABAXON,2026-01-07T21:56:13,5
Teva Argentina,ABELCET,2026-01-07T21:56:28,1
Biotechno Pharma,ABERIC,2026-01-07T21:56:42,1
B-Life,ABINTRA,2026-01-07T21:56:56,1
Celnova Argentina,ABIRANOVA,2026-01-07T21:57:10,1
Lafedar,ABIRATERON-A,2026-01-07T21:57:25,1
Glenmark,ABIRATERONA GLENMARK,2026-01-07T21:57:39,1
Duncan,ABLOOM,2026-01-07T21:57:54,1
Duncan,ABLOOM 5,2026-01-07T21:58:09,1
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,2026-01-07T21:58:30,4
Valuge,ABRALUX,2026-01-07T21:58:44,1
Bristol,ABRAXANE,2026-01-07T21:58:59,1
Eczane,ABRIKAT,2026-01-07T21:59:13,1
Pfizer,ABRILADA,2026-01-07T21:59:27,1
Pfizer,ABRYSVO,2026-01-07T21:59:42,1
F & F Farma,AC QUAXA,2026-01-07T21:59:56,1
Jayor,ACALASTATERA,2026-01-07T22:00:11,1
Roemmers,ACALIX,2026-01-07T22:00:28,4
Roemmers,ACALIX AP,2026-01-07T22:00:43,1
Roemmers,ACALIX CRONOS,2026-01-07T22:00:58,3
Siegfried,ACANTEX,2026-01-07T22:01:14,5
Olbia Pharma,ACCELON,2026-01-07T22:01:28,3
Coloplast,ACCESORIOS PARA FISTULAS,2026-01-07T22:01:43,1
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,2026-01-07T22:01:57,2
Roche Diabetes,ACCU-CHEK ACTIVE KIT,2026-01-07T22:02:17,1
Roche Diabetes,ACCU-CHEK FASTCLIX,2026-01-07T22:02:35,2
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,2026-01-07T22:17:26,1
Roche Diabetes,ACCU-CHEK FASTCLIX KIT NP,2026-01-07T22:17:40,1
Roche Diabetes,ACCU-CHEK GUIDE,2026-01-07T22:17:55,2
Roche Diabetes,ACCU-CHEK GUIDE CONTROL,2026-01-07T22:18:10,1
Roche Diabetes,ACCU-CHEK GUIDE KIT,2026-01-07T22:18:25,1
Roche Diabetes,ACCU-CHEK PERFORMA 25,2026-01-08T11:25:11,1
Roche Diabetes,ACCU-CHEK PERFORMA 50,2026-01-08T11:25:24,1
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,2026-01-08T11:25:37,1
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,2026-01-08T11:25:51,2
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,2026-01-08T11:26:04,1
Sanitas,ACEITE DE ALMENDRAS EWE,2026-01-08T11:26:18,2
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,2026-01-08T11:26:31,1
Sanitas,ACEITE DE ARGAN EWE,2026-01-08T11:26:44,1
Sidus,ACEITE DE CHIA CORMILLOT,2026-01-08T11:26:57,1
San Ceferino,ACEITE DE COCO NEUTRO,2026-01-08T11:27:11,2
Sanitas,ACEITE DE JOJOBA EWE,2026-01-08T11:27:24,1
Innovapharma,ACEITE DE KRILL,2026-01-08T11:27:37,1
Sanitas,ACEITE DE LAVANDA EWE,2026-01-08T11:27:51,1
AMN,ACEITE DE LORENZO,2026-01-08T11:28:04,1
Provefarma,ACEITE DE OREGANO,2026-01-08T11:28:17,1
Provefarma,ACEITE DE PESCADO 1000,2026-01-08T11:28:31,2
Garden House Argentina,ACEITE DE PESCADO GARDEN HOUSE,2026-01-08T11:28:44,3
Provefarma,ACEITE DE PESCADO OMEGANAT,2026-01-08T11:28:58,1
Sanitas,ACEITE DE RICINO EWE,2026-01-08T11:29:11,2
Sanitas,ACEITE DE TEA TREE OIL EWE,2026-01-08T11:29:24,1
Laboratorio Dicofar,ACEITE ESMERALDA MOONE,2026-01-08T11:37:34,1
Siegfried,ACEMUK BIOTIC,2026-01-08T11:37:34,1
Siegfried,ACEMUK,2026-01-08T11:37:37,8
Siegfried,ACEMUK BIOTIC DUO,2026-01-08T11:37:44,1
Siegfried,ACEMUK DIA Y NOCHE,2026-01-08T11:37:45,1
Siegfried,ACEMUK GRIP,2026-01-08T11:37:46,1
Siegfried,ACEMUK JARABE,2026-01-08T11:37:54,1
Siegfried,ACEMUK L,2026-01-08T11:37:54,1
Rospaw,ACENOCOUMAROL ROSPAW,2026-01-08T11:37:56,1
Siegfried,ACERPES,2026-01-08T11:38:04,3
Teva Argentina,ACETILCISTEINA TEVA,2026-01-08T11:38:06,1
Novoplos,ACETA,2026-01-08T11:38:06,1
Siegfried,ACI-TIP,2026-01-08T11:38:15,3
IBC,ACICLOVIR PHARMAVIAL 500,2026-01-08T11:38:15,2
Gemepe,ACICLOVIR GEMEPE,2026-01-08T11:38:16,1
Drawer,ACIDO AMINOCAPROICO DRAWER,2026-01-08T11:38:24,1
A.M. Farma Activ,ACIDO FOLICO,2026-01-08T11:38:25,1
Richmond,ACIDO FOLICO RICHMOND,2026-01-08T11:38:26,2
Vannier,ACIDO FOLICO VANNIER,2026-01-08T11:38:35,3
Provefarma,ACIDO HIALURONICO,2026-01-08T11:38:35,1
Pharmamerican S.R.L.,ACIDO HIALURONICO VITAMIN WAY,2026-01-08T11:38:36,1
IMA,ACIDO ZOLEDRONICO IMA,2026-01-08T11:38:44,1
Microsules Arg.,ACIDO ZOLEDRONICO MICROSULES,2026-01-08T11:38:45,1
Richet,ACIDO ZOLEDRONICO RICHET,2026-01-08T11:38:46,2
Domínguez,ACIFOL,2026-01-08T11:38:55,2
Domínguez,ACIFOL 10,2026-01-08T11:38:55,2
Domínguez,ACIFOL 5,2026-01-08T11:38:56,2
Domínguez,ACIFOL B12,2026-01-08T11:39:05,2
Domínguez,ACIFOL FE,2026-01-08T11:39:05,2
Domínguez,ACIFOL GOTAS,2026-01-08T11:39:06,1
Andrómaco,ACIFUSIN,2026-01-08T11:39:15,2
Andrómaco,ACIFUSIN B,2026-01-08T11:39:15,1
Novoplos,ACILAC OMEGA 3-6,2026-01-08T11:39:16,1
Sanitas,ACIMED F,2026-01-08T11:39:24,2
Lepetit,ACIMED L,2026-01-08T11:39:25,1
Medipharma,ACIPOUN ORAL,2026-01-08T11:39:25,1
Biosidus S.A.U.,ACLASTA,2026-01-08T11:39:35,1
Géminis Farmacéutica,ACIVAL,2026-01-08T11:39:35,2
Pharmatrix,ACLER,2026-01-08T11:39:37,1
Eczane,ACLOXIGENAC,2026-01-08T11:39:45,6
Eurofarma,ACLOSAN,2026-01-08T11:39:45,1
Eczane,ACLOXIGENAC LP,2026-01-08T11:39:47,3
Eczane,ACLOXIGENAC PLUS,2026-01-08T11:39:54,3
Casasco,ACLUSIN,2026-01-08T11:39:56,3
Siegfried,ACNECLIN,2026-01-08T11:39:56,1
Siegfried,ACNECLIN 100 AP,2026-01-08T11:40:05,1
Siegfried,ACNECLIN PBA,2026-01-08T11:40:05,1
Cepage,ACNEIQUE,2026-01-08T11:40:07,1
Cepage,ACNEIQUE EXFOLIANT,2026-01-08T11:40:14,1
Cepage,ACNEIQUE GEL,2026-01-08T11:40:15,2
Cepage,ACNEIQUE H2O,2026-01-08T11:40:17,2
Cepage,ACNEIQUE MAT,2026-01-08T11:40:24,1
Cepage,ACNEIQUE SERUM,2026-01-08T11:40:25,1
Fortbenton,ACNESAN,2026-01-08T11:40:27,2
Fortbenton,ACNESAN DRY STICK,2026-01-08T11:40:34,1
Lagos,ACNETROL,2026-01-08T11:40:35,2
Andrómaco,ACNOXIN,2026-01-08T11:40:37,4
Novarum Pharma,ACROSS BAP,2026-01-08T11:40:45,1
Gray,ACPAN,2026-01-08T11:40:46,2
Novarum Pharma,ACROSS BID,2026-01-08T11:40:47,1
Novarum Pharma,ACROSS ENERGY,2026-01-08T11:40:55,1
Novarum Pharma,ACROSS BIDC,2026-01-08T11:40:55,1
Novarum Pharma,ACROSS GEL DEPORTIVO,2026-01-08T11:40:56,2
Novarum Pharma,ACROSS GEL DEPORTIVO C/CAFEINA,2026-01-08T11:41:05,2
Novarum Pharma,ACROSS LEUCINE,2026-01-08T11:41:05,1
Novarum Pharma,ACROSS SABA,2026-01-08T11:41:07,1
Novarum Pharma,ACROSS SM,2026-01-08T11:41:15,1
Novarum Pharma,ACROSS SMC,2026-01-08T11:41:15,1
Novarum Pharma,ACROSS SP,2026-01-08T11:41:17,1
Novarum Pharma,ACROSS SPBAC,2026-01-08T11:41:24,1
Novarum Pharma,ACROSS SPC,2026-01-08T11:41:25,1
Novarum Pharma,ACROSS SR,2026-01-08T11:41:27,1
Novarum Pharma,ACROSS SRC,2026-01-08T11:41:34,1
Poen,ACRYLARM,2026-01-08T11:41:35,1
Poen,ACRYLARM PLUS,2026-01-08T11:41:36,1
