PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ABETOROX 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,189.75/10 TABLET
,2,ABETOROX 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,178.47/10 TABLET
,3,ACECOXIB 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,128.44/10 TABLET
,4,ACECOXIB 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,144.38/10 TABLET
,5,ACMOXIA 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,34.69/10 TABLET
,6,ACMOXIA 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,55.31/10 TABLET
,7,ADETOR 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,157.97/10 TABLET
,8,ALCOXIB 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,35.00/10 TABLET
,9,ALOCK-E 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,128.57/10 TABLET
,10,ALOCK-E 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,126.56/10 TABLET
,11,ALZACOX 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,110.60/10 TABLET
,12,ALZACOX 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,150.87/10 TABLET
,13,ARIXIB 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,147.19/10 TABLET
,14,ATNOX 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,178.13/10 TABLET
,15,ATNOX 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,168.75/10 TABLET
,16,AXCEB 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,118.59/10 TABLET
,17,BRUTAFLAM 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,178.09/10 TABLET
,18,BRUTAFLAM 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,136.12/10 TABLET
,19,CHRONICLE 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,159.38/10 TABLET
,20,CINETOR 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,121.88/10 TABLET
,21,CINETOR 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,90.94/10 TABLET
,22,CINETOR 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,116.25/10 TABLET
,23,CLATOXIA 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,79.46/10 TABLET
,24,CLATOXIA 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,164.73/10 TABLET
,25,CLATOXIA T TABLET 10,Non-Scheduled,Not Applicable,TABLET,278.81/10 TABLET
,26,COXET 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,104.53/10 TABLET
,27,COXET 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,140.16/10 TABLET
,28,COXETRIBE 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,190.00/10 TABLET
,29,COXETRIBE 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,240.00/10 TABLET
,30,COXITAS 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,186.33/10 TABLET
,31,COXITAS 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,128.63/10 TABLET
,32,COXITAS 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,162.47/10 TABLET
,33,COXRELLA 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,110.63/10 TABLET
,34,COXRELLA 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,143.34/10 TABLET
,35,COXTFAST 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,137.81/10 TABLET
,36,COXTOR 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,104.50/10 TABLET
,37,COZEE 120 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,99.00/10 TABLET
,38,COZEE 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,74.00/10 TABLET
,39,DFO E 60 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,125.00/10 TABLET
,40,DFO E 90 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,140.63/10 TABLET
