PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AMIDRONE 100 MG TABLET 10,Scheduled,6.25,TABLET,40.63/10 TABLET
,2,AMIDRONE 200 MG TABLET 10,Scheduled,11.71,TABLET,61.25/10 TABLET
,3,AMIDRONE 200 MG TABLET 15,Scheduled,11.71,TABLET,156.49/15 TABLET
,4,AMIODAR 100 MG TABLET 10,Scheduled,6.25,TABLET,65.60/10 TABLET
,5,AMIODAR 200 MG TABLET 10,Scheduled,11.71,TABLET,120.85/10 TABLET
,6,AMIODON 150 MG INJECTION 3 ML,Non-Scheduled,Not Applicable,INJECTION,67.68/3 ML INJECTION
,7,AMIODON (NEON) 100 MG TABLET 10,Scheduled,6.25,TABLET,61.00/10 TABLET
,8,AMIODON (NEON) 200 MG TABLET 10,Scheduled,11.71,TABLET,125.00/10 TABLET
,9,AMIPACE 100 MG TABLET 10,Scheduled,6.25,TABLET,62.40/10 TABLET
,10,AMIPACE 200 MG TABLET 10,Scheduled,11.71,TABLET,123.71/10 TABLET
,11,CORDARONE 100 MG TABLET 10,Scheduled,6.25,TABLET,98.38/10 TABLET
,12,CORDARONE 100 MG TABLET 15,Scheduled,6.25,TABLET,98.38/15 TABLET
,13,CORDARONE 150 MG INJECTION 3 ML,Non-Scheduled,Not Applicable,INJECTION,66.55/3 ML INJECTION
,14,CORDARONE X 200 MG TABLET 10,Scheduled,11.71,TABLET,118.54/10 TABLET
,15,CORDARONE X 200 MG TABLET 15,Scheduled,11.71,TABLET,184.43/15 TABLET
,16,DURON 100 MG TABLET 10,Scheduled,6.25,TABLET,65.57/10 TABLET
,17,DURON 150 MG INJECTION 3 ML,Non-Scheduled,Not Applicable,INJECTION,67.68/3 ML INJECTION
,18,DURON 200 MG TABLET 10,Scheduled,11.71,TABLET,122.93/10 TABLET
,19,EURYTHMIC 100 MG TABLET 10,Scheduled,6.25,TABLET,58.00/10 TABLET
,20,EURYTHMIC 150 MG INJECTION 3 ML,Non-Scheduled,Not Applicable,INJECTION,67.64/3 ML INJECTION
,21,EURYTHMIC 150 MG PREFILLED SYRINGE 3 ML,Non-Scheduled,Not Applicable,PREFILLED SYRINGE,434.50/3 ML PREFILLED SYRINGE
,22,EURYTHMIC 200 MG TABLET 10,Scheduled,11.71,TABLET,115.05/10 TABLET
,23,PACEBEAT 100 MG TABLET 10,Scheduled,6.25,TABLET,56.70/10 TABLET
,24,RITEBEAT 200 MG TABLET 10,Scheduled,11.71,TABLET,115.10/10 TABLET
,25,TACHYRA 100 MG TABLET 10,Scheduled,6.25,TABLET,65.62/10 TABLET
,26,TACHYRA 150 MG INJECTION 3 ML,Non-Scheduled,Not Applicable,INJECTION,63.33/3 ML INJECTION
,27,TACHYRA 200 MG TABLET 10,Scheduled,11.71,TABLET,122.95/10 TABLET
