PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACIL 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,55.25/2 ML INJECTION
,2,ALFAKIM(RANBAXY) 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,13.06/2 ML INJECTION
,3,ALFAKIM(RANBAXY) 250 MG INJECTION 2 ML,Scheduled,55.11,INJECTION,56.00/2 ML INJECTION
,4,ALFAKIM(RANBAXY) 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,113.73/2 ML INJECTION
,5,ALINFEC 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,37.19/2 ML INJECTION
,6,ALINFEC 250 MG INJECTION 2 ML,Scheduled,55.11,INJECTION,61.98/2 ML INJECTION
,7,ALINFEC 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,115.22/2 ML INJECTION
,8,AMCIN 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,111.35/2 ML INJECTION
,9,AMIBIOTIC 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,8.82/2 ML INJECTION
,10,AMIBIOTIC 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,115.50/2 ML INJECTION
,11,AMICID 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,38.91/2 ML INJECTION
,12,AMICIN 100 MG INJECTION 1,Scheduled,Not Applicable,INJECTION,38.91/1 INJECTION
,13,AMICIN 250 MG INJECTION 2 ML,Scheduled,55.11,INJECTION,56.25/2 ML INJECTION
,14,AMICIN 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,115.72/2 ML INJECTION
,15,AMICURE 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,113.72/2 ML INJECTION
,16,AMIJECT 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,33.00/2 ML INJECTION
,17,AMIJECT 250 MG INJECTION 2 ML,Scheduled,55.11,INJECTION,44.50/2 ML INJECTION
,18,AMIJECT 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,113.76/2 ML INJECTION
,19,AMIKACIN (INTAS) 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,22.50/2 ML INJECTION
,20,AMIKACIN (JAGSONPAL) 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,61.53/2 ML INJECTION
,21,AMIKAFINE 500 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,115.72/2 ML INJECTION
,22,AMIKAFINE VIAL 15 ML,Non-Scheduled,Not Applicable,VIAL,113.74/15 ML VIAL
,23,AMIKAMAC 1000 MG INJECTION 4 ML,Non-Scheduled,Not Applicable,INJECTION,201.81/4 ML INJECTION
,24,AMIKAMAC 100 MG INJECTION 2 ML,Scheduled,Not Applicable,INJECTION,37.60/2 ML INJECTION
,25,AMIKAMAC 250 MG INJECTION 2 ML,Scheduled,55.11,INJECTION,61.05/2 ML INJECTION
