PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ABHAYRAB 1500 IU VACCINE 0.5 ML,Non-Scheduled,Not Applicable,VACCINE,404.57/0.5 ML VACCINE
,2,ABHAYRAB PF 2.5 IU INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,404.57/0.5 ML INJECTION
,3,BERAB 2.5 IU INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,404.57/0.5 ML INJECTION
,4,CHIRORAB 2.5 IU INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,397.62/1 ML INJECTION
,5,HILRAB INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,351.00/0.5 ML INJECTION
,6,INDIRAB 2.5 IU INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,397.62/0.5 ML INJECTION
,7,INDIRAB MCF INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,397.62/0.5 ML INJECTION
,8,RABIES VACCINE 1 ML,Scheduled,385.3,VACCINE,404.55/1 ML VACCINE
,9,RABISHIELD 100 IU INJECTION 2.5 ML,Non-Scheduled,Not Applicable,INJECTION,2169.70/2.5 ML INJECTION
,10,RABISHIELD 50 IU INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,959.40/1 INJECTION
,11,RABIVAX S INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,404.55/1 ML INJECTION
,12,RABIVAX S INJECTION 2.5 ML,Non-Scheduled,Not Applicable,INJECTION,327.50/2.5 ML INJECTION
,13,THRABIS 1.5 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,939.00/1 INJECTION
,14,VAXIRAB N 2.5 IU VACCINE 1 ML,Non-Scheduled,Not Applicable,VACCINE,404.40/1 ML VACCINE
,15,XPRAB 1500 IU INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,404.52/0.5 ML INJECTION
,16,ZOONOVAC V 2.5 IU INJECTION 0.5 ML,Non-Scheduled,Not Applicable,INJECTION,404.54/0.5 ML INJECTION
,17,ZUVIRAB 2.5 IU INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,357.75/1 ML INJECTION
