PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACICET 400 MG TABLET 10,Scheduled,13.9,TABLET,145.82/10 TABLET
,2,ACICET 800 MG TABLET 10,Scheduled,38.32,TABLET,300.51/10 TABLET
,3,ACICLOVIR 250 MG INJECTION 1,Scheduled,433.82,INJECTION,810.00/1 INJECTION
,4,ACILOWIR 400 MG TABLET 10,Scheduled,13.9,TABLET,155.68/10 TABLET
,5,ACILOWIR 800 MG TABLET 10,Scheduled,38.32,TABLET,83.54/10 TABLET
,6,ACIPOX 800 MG TABLET 5,Scheduled,38.32,TABLET,38.13/5 TABLET
,7,ACIV 400 MG TABLET 10,Scheduled,13.9,TABLET,110.00/10 TABLET
,8,ACIVIR 200 MG TABLET DT 10,Non-Scheduled,Not Applicable,TABLET DT,81.26/10 TABLET DT
,9,ACIVIR 250 MG INFUSION 10 ML,Non-Scheduled,Not Applicable,INFUSION,455.50/10 ML INFUSION
,10,ACIVIR 3 % OINTMENT 5 GM,Scheduled,11.87,OINTMENT,58.11/5 GM OINTMENT
,11,ACIVIR 400 MG TABLET DT 10,Non-Scheduled,Not Applicable,TABLET DT,145.95/10 TABLET DT
,12,ACIVIR 400 MG TABLET DT 5,Non-Scheduled,Not Applicable,TABLET DT,76.49/5 TABLET DT
,13,ACIVIR 500 MG INJECTION 10 ML,Scheduled,537.64,INJECTION,564.52/10 ML INJECTION
,14,ACIVIR 5 % CREAM 10 GM,Non-Scheduled,Not Applicable,CREAM,182.68/10 GM CREAM
,15,ACIVIR 800 MG TABLET DT 10,Non-Scheduled,Not Applicable,TABLET DT,402.34/10 TABLET DT
,16,ACIVIR 800 MG TABLET DT 5,Non-Scheduled,Not Applicable,TABLET DT,210.89/5 TABLET DT
,17,ACLOVEER 400 MG TABLET 10,Scheduled,13.9,TABLET,112.88/10 TABLET
,18,ACLOVEER 800 MG TABLET 10,Scheduled,38.32,TABLET,81.25/10 TABLET
,19,ACYLIN 400 MG TABLET 10,Scheduled,13.9,TABLET,143.33/10 TABLET
,20,ACYLIN 5 % CREAM 5 GM,Non-Scheduled,Not Applicable,CREAM,58.50/5 GM CREAM
,21,ACYLIN 800 MG TABLET 10,Scheduled,38.32,TABLET,263.20/10 TABLET
,22,AXOVIR 250 MG INJECTION 1,Scheduled,433.82,INJECTION,293.23/1 INJECTION
,23,AXOVIR 500 MG INJECTION 10 ML,Scheduled,537.64,INJECTION,482.31/10 ML INJECTION
,24,CADVIR VIAL 1,Non-Scheduled,Not Applicable,VIAL,477.53/1 VIAL
,25,CLOVIR 5 % OINTMENT 5 GM,Non-Scheduled,Not Applicable,OINTMENT,108.90/5 GM OINTMENT
,26,HERPAK 400 MG TABLET 10,Scheduled,13.9,TABLET,110.00/10 TABLET
,27,HERPERAX 200 MG TABLET 5,Scheduled,7.74,TABLET,38.02/5 TABLET
,28,HERPERAX 400 MG TABLET 10,Scheduled,13.9,TABLET,143.43/10 TABLET
,29,HERPERAX 5 % OINTMENT 15 GM,Non-Scheduled,Not Applicable,OINTMENT,178.10/15 GM OINTMENT
,30,HERPERAX 5 % OINTMENT 5 GM,Non-Scheduled,Not Applicable,OINTMENT,60.94/5 GM OINTMENT
,31,HERPERAX 800 MG TABLET 10,Scheduled,38.32,TABLET,329.00/10 TABLET
,32,HERPEX 200 MG TABLET 10,Scheduled,7.74,TABLET,79.90/10 TABLET
,33,HERPEX 5 % CREAM 5 GM,Non-Scheduled,Not Applicable,CREAM,111.75/5 GM CREAM
,34,HERPEX DT 800 MG TABLET 5,Scheduled,38.32,TABLET,201.15/5 TABLET
,35,HERPIFINE 400 MG TABLET 10,Scheduled,13.9,TABLET,115.00/10 TABLET
,36,HERPIFINE 800 MG TABLET 10,Scheduled,38.32,TABLET,85.00/10 TABLET
,37,HERPIKIND 200 MG TABLET 10,Scheduled,7.74,TABLET,81.06/10 TABLET
,38,HERPIKIND 400 MG TABLET 10,Scheduled,13.9,TABLET,145.81/10 TABLET
,39,HERPIKIND 5 % OINTMENT 10 GM,Non-Scheduled,Not Applicable,OINTMENT,139.68/10 GM OINTMENT
,40,HERPIKIND 800 MG TABLET 10,Scheduled,38.32,TABLET,386.44/10 TABLET
,41,HERPIN 800 MG TABLET 10,Scheduled,38.32,TABLET,361.38/10 TABLET
