PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ABOMET 1000 MG TABLET SR 15,Non-Scheduled,Not Applicable,TABLET SR,63.62/15 TABLET SR
,2,ABOMET 500 MG TABLET SR 15,Non-Scheduled,Not Applicable,TABLET SR,33.23/15 TABLET SR
,3,ALLMET 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,22.00/10 TABLET SR
,4,ALMETFOR 500 MG TABLET SR 15,Non-Scheduled,Not Applicable,TABLET SR,30.29/15 TABLET SR
,5,ALTEUS HB 1000 MG TABLET SR 15,Non-Scheduled,Not Applicable,TABLET SR,54.91/15 TABLET SR
,6,ALTEUS HB 500 MG TABLET SR 15,Non-Scheduled,Not Applicable,TABLET SR,29.74/15 TABLET SR
,7,AMETO 1000 MG TABLET 15,Scheduled,3.55,TABLET,59.06/15 TABLET
,8,AMETO 500 MG TABLET 10,Scheduled,2.06,TABLET,31.88/10 TABLET
,9,ARKAMET IPR 850 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,59.77/10 TABLET
,10,ATOSMET 500 MG TABLET 15,Scheduled,2.06,TABLET,27.87/15 TABLET
,11,AUTOMET 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,20.63/10 TABLET SR
,12,BDID SR 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,17.25/10 TABLET SR
,13,BDIDTH 1000 MG TABLET 10,Scheduled,3.55,TABLET,33.00/10 TABLET
,14,BICIPHAGE 1000 MG TABLET 10,Scheduled,3.55,TABLET,42.41/10 TABLET
,15,BICIPHAGE 500 MG TABLET 10,Scheduled,2.06,TABLET,12.75/10 TABLET
,16,BICIPHAGE 500 MG TABLET 20,Scheduled,2.06,TABLET,33.23/20 TABLET
,17,BICIPHAGE 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,21.10/10 TABLET SR
,18,BIGOMET 1000 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,42.05/10 TABLET SR
,19,BIGOMET 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,11.48/10 TABLET
,20,BIGOMET 500 MG TABLET 10,Scheduled,2.06,TABLET,12.90/10 TABLET
,21,BIGOMET 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,16.77/10 TABLET SR
,22,BIGOMET 850 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,28.03/10 TABLET
,23,BIGUSIS 1000 MG TABLET 10,Scheduled,3.55,TABLET,38.90/10 TABLET
,24,BIGUSIS 500 MG TABLET 10,Scheduled,2.06,TABLET,23.80/10 TABLET
,25,BIMET 500 MG TABLET 10,Scheduled,2.06,TABLET,22.00/10 TABLET
,26,BYMET 1000 MG TABLET 10,Scheduled,3.55,TABLET,42.14/10 TABLET
,27,BYMET 500 MG TABLET 10,Scheduled,2.06,TABLET,21.63/10 TABLET
,28,CARBOPHAGE 1000 MG TABLET XR 10,Non-Scheduled,Not Applicable,TABLET XR,43.14/10 TABLET XR
,29,CARBOPHAGE 500 MG TABLET XR 10,Non-Scheduled,Not Applicable,TABLET XR,21.46/10 TABLET XR
,30,CETAPIN 1000 MG TABLET PR 15,Non-Scheduled,Not Applicable,TABLET PR,64.73/15 TABLET PR
,31,CETAPIN 500 MG TABLET XR 20,Non-Scheduled,Not Applicable,TABLET XR,48.65/20 TABLET XR
,32,CONFIRMIN 1000 MG TABLET 10,Scheduled,3.55,TABLET,61.88/10 TABLET
,33,CONFIRMIN 500 MG TABLET 10,Scheduled,2.06,TABLET,27.19/10 TABLET
