input_company,input_product_name,timestamp,records_found
Lepetit,ACIMED,2026-01-07T17:32:18,4
Medisol,ACIMED,2026-01-07T17:32:32,1
Klonal,AGUA DESTILADA,2026-01-07T17:32:46,1
Veinfar,AGUA DESTILADA,2026-01-07T17:33:00,1
Austral,AMOXITRAL,2026-01-07T17:33:13,2
Lepetit,AMOXITRAL,2026-01-07T17:33:27,1
Medisol,AMOXOL 1000,2026-01-07T17:33:41,1
Sanitas,AMOXOL 1000,2026-01-07T17:33:54,1
Cassará,AMOXOL 500,2026-01-07T17:34:08,2
Medisol,AMOXOL 500,2026-01-07T17:34:22,1
Fabop,ATIBAX,2026-01-07T17:34:36,1
Savant Generic,ATIBAX,2026-01-07T17:34:49,1
Laboratorio ENA,BCAA 2:1:1,2026-01-07T17:35:03,1
Pharmamerican S.R.L.,BCAA 2:1:1,2026-01-07T17:35:16,1
Cassará,BETACORT CASSARA,2026-01-07T17:35:30,1
Medisol,BETACORT CASSARA,2026-01-07T17:35:44,1
Laboratorio Millet,BLUEKING,2026-01-07T17:35:57,3
Sidus,BLUEKING,2026-01-07T17:36:11,1
Klonal,CEFTAZIDIMA,2026-01-07T17:36:24,1
Veinfar,CEFTAZIDIMA,2026-01-07T17:36:39,1
Lafarmen,CITRATO DE MAGNESIO,2026-01-07T17:36:54,3
Pharmamerican S.R.L.,CITRATO DE MAGNESIO,2026-01-07T17:37:09,3
Cassará,CLAMOXOL DUO,2026-01-07T17:37:25,3
Medisol,CLAMOXOL DUO,2026-01-07T17:40:13,1
Laboratorio ENA,COLAGENO SPORT,2026-01-07T17:40:25,1
Pharmamerican S.R.L.,COLAGENO SPORT,2026-01-07T17:40:39,1
PGN,CREATINA,2026-01-07T17:40:54,1
Teingro,CREATINA,2026-01-07T17:41:09,1
Laboratorio ENA,CREATINA MICRONIZADA,2026-01-07T17:41:24,5
Lafarmen,CREATINA MICRONIZADA,2026-01-07T17:41:39,2
Cassará,DELTACORT,2026-01-07T17:41:53,1
Medisol,DELTACORT,2026-01-07T17:42:07,1
Laboratorio Millet,DUOMAX,2026-01-07T17:42:23,3
Sidus,DUOMAX,2026-01-07T17:42:37,1
Lab Internacional Argentino,ENOXANORTH,2026-01-07T17:42:51,3
Northia,ENOXANORTH,2026-01-07T17:43:06,4
Cassará,EPOGEN,2026-01-07T17:43:20,2
Varifarma,EPOGEN,2026-01-07T17:43:33,2
Cassará,ERISOL,2026-01-07T17:43:48,1
Medisol,ERISOL,2026-01-07T17:44:02,1
Laboratorio Millet,ESOMEPRA 20 MG,2026-01-07T17:44:17,4
Sidus,ESOMEPRA 20 MG,2026-01-07T17:44:31,1
Savant Consumer,FABOGESIC PLEN,2026-01-07T17:44:45,1
Savant Generic,FABOGESIC PLEN,2026-01-07T17:44:59,2
Cassará,FLUCODERM,2026-01-07T17:45:14,1
Medisol,FLUCODERM,2026-01-07T17:45:28,1
Laboratorio WPN,GLUTAMINA,2026-01-07T17:45:42,1
Teingro,GLUTAMINA,2026-01-07T17:51:25,2
Natufarma,LEVADURA DE CERVEZA,2026-01-07T17:51:41,1
Provefarma,LEVADURA DE CERVEZA,2026-01-07T17:51:57,1
Laboratorio WPN,MAGNESIO,2026-01-07T17:52:15,1
Veinfar,MAGNESIO,2026-01-07T17:52:33,1
Laboratorio ENA,MAGNESIO CITRATO,2026-01-07T17:52:49,1
Laboratorio WPN,MAGNESIO CITRATO,2026-01-07T17:53:05,1
Cassará,METRAL,2026-01-07T17:53:22,1
Lepetit,METRAL,2026-01-07T17:53:37,2
Laboratorio ENA,OMEGA 3,2026-01-07T17:53:53,1
Natufarma,OMEGA 3,2026-01-07T17:54:09,2
Medisol,PANTOMETYL 40,2026-01-07T17:54:25,1
Sanitas,PANTOMETYL 40,2026-01-07T17:54:41,1
Megalabs Argentina,RESVERATROL,2026-01-07T17:54:57,1
Provefarma,RESVERATROL,2026-01-07T17:55:13,1
Cassará,SALBUTRAL,2026-01-07T17:55:31,1
Medisol,SALBUTRAL,2026-01-07T17:55:48,1
Lafedar,SALES PARA REHIDRATACION ORAL,2026-01-07T17:56:06,2
Vent 3,SALES PARA REHIDRATACION ORAL,2026-01-07T17:56:23,2
Cassará,SINALER,2026-01-07T17:56:39,1
Medisol,SINALER,2026-01-07T17:56:55,2
Laboratorios Tecsolpar,SOLUC. MOLAR BICARBONATO SODIO,2026-01-07T17:57:11,2
Rigecin,SOLUC. MOLAR BICARBONATO SODIO,2026-01-07T17:57:28,1
Fada Pharma,SOLUC.GLUCOSADA HIPERTONICA,2026-01-07T17:57:43,2
Veinfar,SOLUC.GLUCOSADA HIPERTONICA,2026-01-07T17:58:00,2
Cassará,SUAVICORT,2026-01-07T17:58:15,2
Medisol,SUAVICORT,2026-01-07T17:58:33,2
Elea,SUPOSITORIOS DE GLICERINA,2026-01-07T17:58:48,2
Fecofar,SUPOSITORIOS DE GLICERINA,2026-01-07T17:59:04,2
Natufarma,VALERIANA,2026-01-07T17:59:20,1
Provefarma,VALERIANA,2026-01-07T17:59:36,1
