PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,CAMLOTIS IVF 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,901.82/10 TABLET
,2,DD1 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,599.00/10 TABLET
,3,DD1 20 MG TABLET ER 10,Non-Scheduled,Not Applicable,TABLET ER,580.36/10 TABLET ER
,4,DD GEST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,561.56/10 TABLET
,5,DEENIZA 10 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,618.75/10 TABLET SR
,6,DEENIZA SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,843.75/10 TABLET SR
,7,DEGIRAN 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,650.00/10 TABLET
,8,DG 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.50/10 TABLET
,9,DIVATRONE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,622.48/10 TABLET
,10,DIVATRONE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,922.13/10 TABLET SR
,11,DROGYNA 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,668.43/10 TABLET
,12,DROGYNA 10 MG TABLET 8,Non-Scheduled,Not Applicable,TABLET,440.00/8 TABLET
,13,DROGYNA SR 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,834.37/10 TABLET
,14,DROLUTE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,679.38/10 TABLET
,15,DROLUTE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,843.75/10 TABLET SR
,16,DROLUTE SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1250.00/10 TABLET SR
,17,DROPHARM 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,680.55/10 TABLET
,18,DROPHARM 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,900.00/10 TABLET
,19,DROPHARM SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1116.07/10 TABLET SR
,20,DUFAFEM 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.50/10 TABLET
,21,DUPHABLESS 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,618.75/10 TABLET
,22,DUPHACAD 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,412.50/10 TABLET
,23,DUPHALINK 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,590.00/10 TABLET
,24,DUPHASTON 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,901.82/10 TABLET
,25,DUPHASTON 10 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,2567.24/30 TABLET
,26,DUPHASTON OD 20 MG TABLET 7,Non-Scheduled,Not Applicable,TABLET,1148.44/7 TABLET
,27,DUPHASTON PRO 10 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,274.32/4 TABLET
,28,DYBEST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.50/10 TABLET
,29,DYD 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,681.57/10 TABLET
,30,DYDETROGYL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,724.20/10 TABLET
,31,DYDRO 1 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,590.00/10 TABLET
,32,DYDROBASE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,665.00/10 TABLET
,33,DYDROBOON 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,668.43/10 TABLET
,34,DYDROBOON SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,917.80/10 TABLET SR
,35,DYDROBOON SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1222.02/10 TABLET SR
,36,DYDROCAD 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,651.56/10 TABLET
,37,DYDROCAD SR 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,801.56/10 TABLET
,38,DYDROCAD SR 30 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,1170.00/10 TABLET
,39,DYDROCIBEL TABLET 10,Non-Scheduled,Not Applicable,TABLET,651.56/10 TABLET
,40,DYDROEASE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,677.81/10 TABLET
,41,DYDROEASE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,796.87/10 TABLET SR
,42,DYDROEASE SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1115.63/10 TABLET SR
,43,DYDROEVA 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,656.20/10 TABLET
,44,DYDROEVA 10 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,2190.00/30 TABLET
,45,DYDROEVA SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,795.00/10 TABLET SR
,46,DYDROEVA SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,799.00/10 TABLET SR
,47,DYDROFEM 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,656.20/10 TABLET
,48,DYDROFEM 10 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,1868.20/30 TABLET
,49,DYDROFEM SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,684.35/10 TABLET SR
,50,DYDROFEM SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,749.06/10 TABLET SR
,51,DYDROFIC 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,669.28/10 TABLET
,52,DYDROFIRST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,712.50/10 TABLET
,53,DYDROGEST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,675.47/10 TABLET
,54,DYDROGEST ER 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,670.31/10 TABLET
,55,DYDROGEST ER 30 MG TABLET ER 10,Non-Scheduled,Not Applicable,TABLET ER,1443.75/10 TABLET ER
,56,DYDROGOLD 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,673.82/10 TABLET
,57,DYDROGONE TABLET 10,Non-Scheduled,Not Applicable,TABLET,609.38/10 TABLET
,58,DYDROHER 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,281.25/10 TABLET
,59,DYDROHER SR 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,468.75/10 TABLET
,60,DYDROHOPE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,611.39/10 TABLET
,61,DYDROHOPE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,796.85/10 TABLET SR
,62,DYDROHOPE SR 30 MG TABLET SR 4,Non-Scheduled,Not Applicable,TABLET SR,608.44/4 TABLET SR
,63,DYDROJOY 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,557.81/10 TABLET
,64,DYDROJOY SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,999.00/10 TABLET SR
,65,DYDROKIND 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,650.00/10 TABLET
,66,DYDROLADY 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,487.78/10 TABLET
,67,DYDROLADY ART 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,618.75/10 TABLET
,68,DYDROLAST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,580.35/10 TABLET
,69,DYDROLINK TABLET 10,Non-Scheduled,Not Applicable,TABLET,553.13/10 TABLET
,70,DYDROLIV 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,617.72/10 TABLET
,71,DYDROMATE TABLET 10,Non-Scheduled,Not Applicable,TABLET,533.04/10 TABLET
,72,DYDRONIX 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,435.94/10 TABLET
,73,DYDRONIX SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,540.94/10 TABLET SR
,74,DYDROPAL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,489.30/10 TABLET
,75,DYDROPAL SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,773.40/10 TABLET SR
,76,DYDROPREG 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,714.00/10 TABLET
,77,DYDROPREG SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,823.20/10 TABLET SR
,78,DYDROSMART 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,669.64/10 TABLET
,79,DYDROSOFT 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,609.38/10 TABLET
,80,DYDROSURE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,621.55/10 TABLET
,81,DYDROSURE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,684.35/10 TABLET SR
,82,DYDROSURE SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,820.30/10 TABLET SR
,83,DYDROSYN 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,556.88/10 TABLET
,84,DYDROTAB 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,668.25/10 TABLET
,85,DYDROTIL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,609.37/10 TABLET
,86,DYDROTROY 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,773.44/10 TABLET
,87,DYDROTROY SR 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,703.12/10 TABLET
,88,DYDROTUF 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,620.52/10 TABLET
,89,DYDROVITAL TABLET 10,Non-Scheduled,Not Applicable,TABLET,623.44/10 TABLET
,90,DYDROWAY 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.00/10 TABLET
,91,DYDROWELL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,561.51/10 TABLET
,92,DYDROWELL SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,656.25/10 TABLET SR
,93,DYDROWIL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,526.78/10 TABLET
,94,DYGERONE TABLET 10,Non-Scheduled,Not Applicable,TABLET,546.00/10 TABLET
,95,DYSFUR 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,621.64/10 TABLET
,96,DYSTRON 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,698.00/10 TABLET
,97,ELPIGEST D TABLET 10,Non-Scheduled,Not Applicable,TABLET,550.00/10 TABLET
,98,EMDYDRO 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,622.73/10 TABLET
,99,EMDYDRO 10 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,1992.75/30 TABLET
,100,EMDYDRO SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,730.00/10 TABLET SR
,101,EMDYDRO SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,749.06/10 TABLET SR
,102,EUGESTDYDRO 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,744.25/10 TABLET
,103,EVASTON 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,615.94/10 TABLET
,104,EVASTON OD 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,825.00/10 TABLET
,105,EVASTON OD 30 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,1190.00/10 TABLET
,106,GESTANOL 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,618.56/10 TABLET
,107,GESTANOL SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,922.65/10 TABLET SR
,108,GESTANOL SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1195.00/10 TABLET SR
,109,GRAVIBLISS 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,581.25/10 TABLET
,110,GUFIDRO 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,595.00/10 TABLET
,111,GUFIDRO ER 20 MG TABLET ER 10,Non-Scheduled,Not Applicable,TABLET ER,580.36/10 TABLET ER
,112,GUFIDRO SR 20 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,1062.50/10 TABLET
,113,HERTILITY 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,621.56/10 TABLET
,114,ISOFIT (ALEMBIC) 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,561.56/10 TABLET
,115,ISOFIT SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,651.56/10 TABLET SR
,116,ISOFIT SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,936.56/10 TABLET SR
,117,LADYBOON 10 MG TABLET 14,Non-Scheduled,Not Applicable,TABLET,792.19/14 TABLET
,118,LEUTIDRO TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.50/10 TABLET
,119,LUPIHOPE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,617.60/10 TABLET
,120,LUPIHOPE SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,675.00/10 TABLET SR
,121,LUPIHOPE SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,936.56/10 TABLET SR
,122,MIDYDROGEN 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,819.00/10 TABLET
,123,MYDYDRO 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,562.50/10 TABLET
,124,NIDASTON 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,346.87/10 TABLET
,125,NIDASTON 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,553.12/10 TABLET SR
,126,NOVOGEST 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,618.56/10 TABLET
,127,NOVOGEST SR 20 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,839.06/10 TABLET SR
,128,NOVOGEST SR 30 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,1195.00/10 TABLET SR
,129,PRORETRO 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,549.50/10 TABLET
,130,RETROPREG TABLET 10,Non-Scheduled,Not Applicable,TABLET,548.44/10 TABLET
,131,STRONE D 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,652.50/10 TABLET
,132,SUSNID 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,561.56/10 TABLET
,133,SUSNID 200 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,270.00/10 CAPSULE
,134,SUXUS TABLET 10,Non-Scheduled,Not Applicable,TABLET,609.38/10 TABLET
