PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AKUTRANE 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.98/5 ML INJECTION
,2,ANTHOCYN TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,334.64/10 TABLET
,3,BIOSTAT (INVISION) 100 MG INJECTION 5 ML,Scheduled,13.95,INJECTION,55.00/5 ML INJECTION
,4,CAPITRAX 500 MG TABLET 10,Scheduled,18.86,TABLET,129.00/10 TABLET
,5,CELTRANZ 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.20/5 ML INJECTION
,6,CLIP 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,60.43/5 ML INJECTION
,7,CLIP 500 MG TABLET 10,Scheduled,18.86,TABLET,184.22/10 TABLET
,8,CLOSTOP 500 MG TABLET 10,Scheduled,18.86,TABLET,198.03/10 TABLET
,9,CLOTAWIN T 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,50.95/5 ML INJECTION
,10,CLOT XL 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.23/5 ML INJECTION
,11,CLOT XL 500 MG TABLET XL 10,Non-Scheduled,Not Applicable,TABLET XL,198.00/10 TABLET XL
,12,COSKLOT HMB TABLET 10,Non-Scheduled,Not Applicable,TABLET,510.46/10 TABLET
,13,COSKLOT T 500 MG TABLET 10,Scheduled,18.86,TABLET,164.00/10 TABLET
,14,COSMELITE TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,237.48/10 TABLET
,15,CYKLOKAPRON 100 MG INJECTION 5 ML,Scheduled,13.95,INJECTION,64.00/5 ML INJECTION
,16,EMSYL T 500 MG TABLET 10,Scheduled,18.86,TABLET,194.60/10 TABLET
,17,ENHEMO 1000 MG INJECTION 10 ML,Non-Scheduled,Not Applicable,INJECTION,143.94/10 ML INJECTION
,18,ENHEMO 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.97/5 ML INJECTION
,19,ENHEMO 500 MG TABLET 10,Scheduled,18.86,TABLET,194.67/10 TABLET
,20,FIBOTRAN 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,174.90/10 TABLET
,21,FIBOTRAN 500 MG TABLET 10,Scheduled,18.86,TABLET,198.03/10 TABLET
,22,GLANTRAX 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,70.50/5 ML INJECTION
,23,GLOWTREX TABLET 10,Non-Scheduled,Not Applicable,TABLET,175.31/10 TABLET
,24,KLOTIN 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.10/5 ML INJECTION
,25,M.C.K 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,39.90/5 ML INJECTION
,26,MCK PLUS 100 MG INJECTION 5 ML,Scheduled,13.95,INJECTION,71.98/5 ML INJECTION
,27,MELANO TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,110.00/10 TABLET
,28,MELAPIK TX TABLET 10,Non-Scheduled,Not Applicable,TABLET,182.34/10 TABLET
,29,NEXA 500 MG TABLET 10,Scheduled,18.86,TABLET,112.50/10 TABLET
,30,NEXAMIC 500 MG TABLET 10,Scheduled,18.86,TABLET,178.50/10 TABLET
,31,NEXI 500 MG TABLET 10,Scheduled,18.86,TABLET,116.87/10 TABLET
,32,NEXNA TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,143.44/10 TABLET
,33,NOBLEED 500 MG TABLET 10,Scheduled,18.86,TABLET,194.00/10 TABLET
,34,NOLOSS 500 MG TABLET 10,Scheduled,18.86,TABLET,200.00/10 TABLET
,35,OZOSTAT 750 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,239.90/10 TABLET
,36,PAUSE 1000 MG INJECTION 10 ML,Non-Scheduled,Not Applicable,INJECTION,143.94/10 ML INJECTION
,37,PAUSE 1000 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,315.50/10 TABLET
,38,PAUSE 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.22/5 ML INJECTION
,39,PAUSE 500 MG TABLET 10,Scheduled,18.86,TABLET,198.03/10 TABLET
,40,PAUSE XT 500 MG TABLET 10,Scheduled,18.86,TABLET,648.55/10 TABLET
,41,PIGMOTRAN 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,178.00/10 TABLET
,42,PINODIN TX 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,196.88/10 TABLET
,43,PINODIN TX 100 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,195.00/10 TABLET SR
,44,PINODIN TX 10 % CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,328.13/20 GM CREAM
,45,PINODIN TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,126.87/10 TABLET
,46,PINODIN TX PLUS 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,515.63/10 TABLET
,47,PYNOMAX OD 500 MG TABLET 10,Scheduled,18.86,TABLET,182.81/10 TABLET
,48,PYNOMAX ODP 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,281.25/10 TABLET
,49,PYNOMAX PLUS TABLET 10,Non-Scheduled,Not Applicable,TABLET,186.56/10 TABLET
,50,PYNOMAX TX 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,130.31/10 TABLET
,51,RAZOTRAN 500 MG TABLET 10,Scheduled,18.86,TABLET,75.00/10 TABLET
,52,REDOTREX 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.50/5 ML INJECTION
,53,REDOTREX 500 MG TABLET 10,Scheduled,18.86,TABLET,194.60/10 TABLET
,54,STALIA 100 MG INJECTION 5 ML,Scheduled,13.95,INJECTION,73.20/5 ML INJECTION
,55,STALIA 500 MG TABLET 10,Scheduled,18.86,TABLET,198.00/10 TABLET
,56,STALIA 650 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,307.00/10 TABLET
,57,STALIA PLUS 500 MG TABLET 10,Scheduled,18.86,TABLET,488.44/10 TABLET
,58,STIC T 500 MG TABLET 10,Scheduled,18.86,TABLET,150.00/10 TABLET
,59,STOPBLEED 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,72.00/5 ML INJECTION
,60,STOPBLEED 500 MG TABLET 10,Scheduled,18.86,TABLET,198.00/10 TABLET
,61,SYL TX 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.95/5 ML INJECTION
,62,SYNOSTAT 500 MG INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,31.31/1 ML INJECTION
,63,SYNOSTAT 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,47.00/5 ML INJECTION
,64,SYNOSTAT 500 MG TABLET 10,Scheduled,18.86,TABLET,157.60/10 TABLET
,65,SYSTRA 500 MG TABLET 10,Scheduled,18.86,TABLET,111.90/10 TABLET
,66,TAMIK 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,55.77/5 ML INJECTION
,67,TAMIK 500 MG TABLET 10,Scheduled,18.86,TABLET,158.95/10 TABLET
,68,TASIKA 750 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,287.20/10 TABLET
,69,TENACID 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.50/5 ML INJECTION
,70,TENACID 500 MG TABLET 10,Scheduled,18.86,TABLET,194.60/10 TABLET
,71,TENEXA 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,46.00/5 ML INJECTION
,72,TEXAKIND 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,55.79/5 ML INJECTION
,73,TEXAKIND 500 MG TABLET 10,Scheduled,18.86,TABLET,159.00/10 TABLET
,74,TEXAWAYS TABLET 10,Non-Scheduled,Not Applicable,TABLET,194.50/10 TABLET
,75,TEXAWOCK INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,29.75/5 ML INJECTION
,76,TEXID 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,67.00/5 ML INJECTION
,77,TEXID 500 MG TABLET 10,Scheduled,18.86,TABLET,180.00/10 TABLET
,78,TEXID (TP) 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,335.00/5 ML INJECTION
,79,TEXLITE 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,210.93/10 TABLET SR
,80,TNZ TABLET 10,Non-Scheduled,Not Applicable,TABLET,194.06/10 TABLET
,81,TRAKLOT 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,60.20/5 ML INJECTION
,82,TRAKLOT 500 MG TABLET 6,Scheduled,18.86,TABLET,116.76/6 TABLET
,83,TRAMIFIC 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.97/5 ML INJECTION
,84,TRANAFIC 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,68.55/5 ML INJECTION
,85,TRANCE 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.24/5 ML INJECTION
,86,TRANCIBEL INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,61.15/5 ML INJECTION
,87,TRANCIBEL TABLET 10,Non-Scheduled,Not Applicable,TABLET,159.00/10 TABLET
,88,TRANCYNENE 500 MG TABLET 10,Scheduled,18.86,TABLET,198.00/10 TABLET
,89,TRANEE 500 MG TABLET 10,Scheduled,18.86,TABLET,115.00/10 TABLET
,90,TRANEFIT 500 MG TABLET 10,Scheduled,18.86,TABLET,194.67/10 TABLET
,91,TRANEMIC 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,73.21/5 ML INJECTION
,92,TRANESMA 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,239.80/10 TABLET
,93,TRANESMA 250 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,570.00/30 TABLET
,94,TRANESMA 3 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,218.00/15 GM GEL
,95,TRANESMA 3 % GEL 30 GM,Non-Scheduled,Not Applicable,GEL,435.00/30 GM GEL
,96,TRANESMA 500 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,181.88/10 TABLET SR
,97,TRANESMA 5 % GEL 30 GM,Non-Scheduled,Not Applicable,GEL,435.00/30 GM GEL
,98,TRANESMA PLUS 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,246.25/10 TABLET
,99,TRANESMA PLUS 250 MG TABLET 30,Non-Scheduled,Not Applicable,TABLET,609.38/30 TABLET
,100,TRANEXAHEAL 500 MG TABLET 10,Scheduled,18.86,TABLET,123.75/10 TABLET
,101,TRANFIB 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,152.38/10 TABLET
,102,TRANFIB 500 MG TABLET 10,Scheduled,18.86,TABLET,178.29/10 TABLET
,103,TRANLOK 500 MG INJECTION 5 ML,Non-Scheduled,Not Applicable,INJECTION,71.96/5 ML INJECTION
