PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AC1 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,11.72/10 TABLET
,2,ACECLAN 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,46.17/10 TABLET
,3,ACECLAN 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,69.61/10 TABLET SR
,4,ACECLO 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.93/10 TABLET
,5,ACECLO 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,92.34/10 TABLET SR
,6,ACECLONIJ 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,17.83/10 TABLET
,7,ACECREST SR 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,37.50/10 TABLET
,8,ACEFILE 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,93.00/10 TABLET SR
,9,ACEFLAM 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,44.00/10 TABLET
,10,ACEJET CV O 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,319.00/10 TABLET
,11,ACEMED 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,39.00/10 TABLET SR
,12,ACEMIZ 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,91.85/10 TABLET
,13,ACEMIZ 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,84.66/10 TABLET SR
,14,ACENAC 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,55.78/10 TABLET
,15,ACENAC 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,92.34/10 TABLET SR
,16,ACENDOL 200 MG TABLET CR 10,Non-Scheduled,Not Applicable,TABLET CR,69.25/10 TABLET CR
,17,ACENEXT 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,36.75/10 TABLET
,18,ACENOVA 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,39.37/10 TABLET
,19,ACENOVA 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,84.00/10 TABLET SR
,20,ACENT SR 200 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,50.63/10 TABLET
