PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AVITZ TABLET 15,Non-Scheduled,Not Applicable,TABLET,57.00/15 TABLET
,2,COVIT CZ TABLET 10,Non-Scheduled,Not Applicable,TABLET,49.00/10 TABLET
,3,FITNESS 11 MG TABLET 60,Non-Scheduled,Not Applicable,TABLET,78.31/60 TABLET
,4,FOLDHA CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,58.18/10 CAPSULE
,5,GLUTON 600 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,150.00/1 INJECTION
,6,JUPISHINE GL TABLET 10,Non-Scheduled,Not Applicable,TABLET,844.45/10 TABLET
,7,LYCORICH PLUS CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,85.00/10 CAPSULE
,8,LYCOZONE SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,135.00/200 ML SYRUP
,9,NUTOX FORTE TABLET 15,Non-Scheduled,Not Applicable,TABLET,90.00/15 TABLET
,10,OXI RED SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,64.80/200 ML SYRUP
,11,OXYVIT CAPSULE 30,Non-Scheduled,Not Applicable,CAPSULE,72.00/30 CAPSULE
,12,PACIMIN CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,46.21/10 CAPSULE
,13,SEACEE TABLET 15,Non-Scheduled,Not Applicable,TABLET,389.00/15 TABLET
,14,THERA SPINE TABLET 10,Non-Scheduled,Not Applicable,TABLET,177.08/10 TABLET
,15,ZITA (GRAF) TABLET 10,Non-Scheduled,Not Applicable,TABLET,174.51/10 TABLET
