input_company,input_product_name,timestamp,records_found
ISA,+50,2026-01-02T15:22:51,1
Laboratorio ENA,100% WHEY PROTEIN,2026-01-02T15:22:51,1
Laboratorio Millet,102 FOCUS,2026-01-02T15:23:08,1
Laboratorio Millet,102 MAGNESIO,2026-01-02T15:23:17,1
Laboratorio Millet,102 MAGNESIO CITRATO,2026-01-02T15:23:27,1
Laboratorio Millet,102 MAGNESIO GUMMIES,2026-01-02T15:23:38,1
Laboratorio Millet,102 MUJER,2026-01-02T15:23:48,1
Laboratorio Millet,102 PLUS,2026-01-02T15:23:57,3
Laboratorio Millet,102 PLUS EFERVESCENTE,2026-01-02T15:24:07,1
Laboratorio Millet,102 SPORT BCAA,2026-01-02T15:24:17,1
Laboratorio Millet,102 VITAMINA C,2026-01-02T15:24:28,2
GlaxoSmithKline Biopharma,3 TC,2026-01-02T15:24:39,2
Elea,3 TC + AZT ELEA,2026-01-02T15:24:47,1
GlaxoSmithKline Biopharma,3 TC COMPLEX,2026-01-02T15:24:59,1
ISA,4 x 4,2026-01-02T15:25:08,1
IQUISA,420 CBD BEAUTY,2026-01-02T15:25:17,1
IQUISA,420 CBD RELAX,2026-01-02T15:25:27,1
IQUISA,420 CBD TETITA FELIZ PACK,2026-01-02T15:25:37,1
Cassará,5 FU,2026-01-02T15:25:47,1
Domínguez,5-ASA 1000,2026-01-02T15:25:58,1
Domínguez,5-ASA 400,2026-01-02T15:26:17,1
Domínguez,5-ASA 2000,2026-01-02T15:26:17,1
Domínguez,5-ASA 4000,2026-01-02T15:26:27,1
Domínguez,5-ASA 500,2026-01-02T15:26:37,1
Domínguez,5-ASA 800,2026-01-02T15:26:47,1
Ariston,5XR 1000,2026-01-02T15:27:00,2
Ariston,5XR 500,2026-01-02T15:27:07,2
Elea,8 HORAS,2026-01-02T15:27:18,2
Domínguez,A ACIDO,2026-01-02T15:27:28,3
Domínguez,A ACIDO EMOLIENTE,2026-01-02T15:27:37,1
Domínguez,A ACIDO VITAL,2026-01-02T15:27:47,1
Medipharma,A-VITEL,2026-01-02T15:27:57,1
Medipharma,A-VITEL E,2026-01-02T15:28:08,1
Sempre Giovane,A.H.A,2026-01-02T15:28:17,1
Elea,ABACAVIR ELEA,2026-01-02T15:28:28,1
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,2026-01-02T15:28:38,1
Elea,ABARAX,2026-01-02T15:28:48,2
Roemmers,ABAXON,2026-01-02T15:28:57,5
Teva Argentina,ABELCET,2026-01-02T15:29:07,1
Biotechno Pharma,ABERIC,2026-01-02T15:29:17,1
B-Life,ABINTRA,2026-01-02T15:29:27,1
Celnova Argentina,ABIRANOVA,2026-01-02T15:29:38,1
Lafedar,ABIRATERON-A,2026-01-02T15:29:47,1
Glenmark,ABIRATERONA GLENMARK,2026-01-02T15:29:57,1
Duncan,ABLOOM,2026-01-02T15:30:08,1
Duncan,ABLOOM 5,2026-01-02T15:30:17,1
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,2026-01-02T15:30:28,4
Valuge,ABRALUX,2026-01-02T15:30:37,1
Bristol,ABRAXANE,2026-01-02T15:30:48,1
Eczane,ABRIKAT,2026-01-02T15:30:57,1
Pfizer,ABRILADA,2026-01-02T15:31:07,1
Pfizer,ABRYSVO,2026-01-02T15:31:17,1
F & F Farma,AC QUAXA,2026-01-02T15:31:28,1
Jayor,ACALASTATERA,2026-01-02T15:31:38,1
Roemmers,ACALIX CRONOS,2026-01-02T15:32:10,3
Siegfried,ACANTEX,2026-01-02T15:32:20,5
Olbia Pharma,ACCELON,2026-01-02T15:32:28,3
Roemmers,ACALIX AP,2026-01-02T15:32:35,1
Coloplast,ACCESORIOS PARA FISTULAS,2026-01-02T15:32:38,1
Roche Diabetes,ACCU-CHEK ACTIVE KIT,2026-01-02T15:32:57,1
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,2026-01-02T15:33:02,1
Roche Diabetes,ACCU-CHEK FASTCLIX,2026-01-02T15:33:07,1
