input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,10mg/ml iny.x 1 x 100 ml,33128.55,2025-12-02,2026-01-04T23:42:00,Producto Reconocido,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,10mg/ml iny.x 1 x 50 ml,23790.78,2025-12-02,2026-01-04T23:42:00,Producto Reconocido,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,10mg/ml iny.x 10 x 100ml,331285.53,2025-12-02,2026-01-04T23:42:00,,,,,,,{}
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,10mg/ml iny.x 10 x 50 ml,237907.84,2025-12-02,2026-01-04T23:42:00,,,,,,,{}
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,sol.freeflex iny.x 100ml,33128.55,2025-12-02,2026-01-04T23:42:00,,,,,,Importado,{}
Fresenius Kabi,PARACETAMOL KABI,Fresenius Kabi,PARACETAMOL KABI,paracetamol,Analgésico Antifebril,sol.freeflex iny.x 50 ml,20278.6,2024-01-01,2026-01-04T23:42:00,,,,,,Importado,{}
Lafedar,PARACETAMOL LAFEDAR,Lafedar,PARACETAMOL LAFEDAR,paracetamol,Analgésico,500 mg comp.x 20,4280.75,2025-12-16,2026-01-04T23:42:01,Producto Reconocido,,Cobertura Monto Fijo,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Lafedar,PARACETAMOL LAFEDAR,Lafedar,PARACETAMOL LAFEDAR,paracetamol,Analgésico,gts.x 20 ml,5833.62,2025-12-16,2026-01-04T23:42:01,Producto Reconocido,,Cobertura Monto Fijo,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Monserrat,PARACETAMOL MONSERRAT Y ECLAIR,Monserrat,PARACETAMOL MONSERRAT Y ECLAIR,paracetamol,Analgésico Antiinflam.,gts.x 20 ml,5790.0,2025-12-27,2026-01-04T23:42:02,Producto Reconocido,,Cobertura Monto Fijo,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
Adium,PARACETAMOL RAFFO 500,Adium,PARACETAMOL RAFFO 500,paracetamol,Analgésico Antifebril,comp.ran.x 20 (VL),6236.16,2025-12-18,2026-01-04T23:42:02,,,Cobertura Monto Fijo,,,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo""}}"
