PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ABD 1 400 MG TABLET 1,Scheduled,7.16,TABLET,7.52/1 TABLET
,2,ABD 1 (FRANKLIN) 400 MG TABLET 1,Scheduled,7.16,TABLET,8.60/1 TABLET
,3,ABD 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,17.80/10 ML SUSPENSION
,4,ABEN 200 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,17.50/10 ML SYRUP
,5,ABEN 400 MG TABLET 1,Scheduled,7.16,TABLET,8.60/1 TABLET
,6,ABEN 400 MG TABLET 10,Scheduled,7.16,TABLET,150.00/10 TABLET
,7,ABENDOL 400 MG SUSPENSION 10 ML,Non-Scheduled,Not Applicable,SUSPENSION,18.75/10 ML SUSPENSION
,8,ABENDOL 400 MG TABLET 1,Scheduled,7.16,TABLET,8.66/1 TABLET
,9,ABIDE 400 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,22.00/10 ML DROPS
,10,ABIDE 400 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,20.00/10 ML SYRUP
,11,ABIDE 400 MG TABLET 1,Scheduled,7.16,TABLET,7.39/1 TABLET
,12,ABIWORM 400 MG SUSPENSION 10 ML,Non-Scheduled,Not Applicable,SUSPENSION,18.00/10 ML SUSPENSION
,13,ABZ 200 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,20.05/10 ML SYRUP
,14,ABZ 400 MG TABLET 1,Scheduled,7.16,TABLET,9.09/1 TABLET
,15,ABZ 400 MG TABLET 2,Scheduled,7.16,TABLET,16.22/2 TABLET
,16,AH 1 400 MG TABLET 1,Scheduled,7.16,TABLET,8.23/1 TABLET
,17,AL 27 400 MG TABLET 10,Scheduled,7.16,TABLET,105.00/10 TABLET
,18,ALB 400 MG TABLET 1,Scheduled,7.16,TABLET,15.00/1 TABLET
,19,ALBAYES TABLET 1,Scheduled,Not Applicable,TABLET,8.52/1 TABLET
,20,ALBEKEM 400 MG TABLET 1,Scheduled,7.16,TABLET,9.09/1 TABLET
,21,ALBEKEM SUSPENSION 10 ML,Non-Scheduled,Not Applicable,SUSPENSION,18.80/10 ML SUSPENSION
,22,ALBELA 400 MG TABLET 1,Scheduled,7.16,TABLET,18.00/1 TABLET
,23,ALBEN 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,15.00/10 ML SUSPENSION
,24,ALBENDABEST 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,8.12/10 ML SUSPENSION
,25,ALBENDAZOLE 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,18.80/10 ML SUSPENSION
,26,ALBENDAZOLE 400 MG TABLET 1,Scheduled,7.16,TABLET,7.88/1 TABLET
,27,ALBEND(DRAKT PHARMA) 400 MG TABLET 1,Scheduled,7.16,TABLET,9.09/1 TABLET
,28,ALBENIR 400 MG TABLET 1,Scheduled,7.16,TABLET,18.00/1 TABLET
,29,ALBERA 400 MG TABLET 10,Scheduled,7.16,TABLET,72.00/10 TABLET
,30,ALBI 400 MG TABLET 1,Scheduled,7.16,TABLET,3.94/1 TABLET
,31,ALBID 200 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,18.75/10 ML SYRUP
,32,ALBID 400 MG TABLET 1,Scheduled,7.16,TABLET,8.48/1 TABLET
,33,ALBOL 400 MG TABLET 3,Scheduled,7.16,TABLET,22.11/3 TABLET
,34,ALDEZOLE 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,16.89/10 ML SUSPENSION
,35,ALDEZOLE 400 MG TABLET 1,Scheduled,7.16,TABLET,8.09/1 TABLET
,36,ALONE 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.80/10 ML SUSPENSION
,37,ALONE 400 MG TABLET 1,Scheduled,7.16,TABLET,7.75/1 TABLET
,38,ALTEC (ZEE LAB) 400 MG TABLET 1,Scheduled,7.16,TABLET,14.50/1 TABLET
,39,ALVELA 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.11/10 ML SUSPENSION
,40,ALVELA 400 MG TABLET 1,Scheduled,7.16,TABLET,8.53/1 TABLET
,41,ALVELA 400 MG TABLET 3,Scheduled,7.16,TABLET,25.57/3 TABLET
,42,ALZAD 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.11/10 ML SUSPENSION
,43,ALZAD 400 MG TABLET 1,Scheduled,7.16,TABLET,7.82/1 TABLET
,44,AL Z SUSPENSION 10 ML,Non-Scheduled,Not Applicable,SUSPENSION,18.52/10 ML SUSPENSION
,45,ANTHEL 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.03/10 ML SUSPENSION
,46,ANTHEL 400 MG TABLET 1,Scheduled,7.16,TABLET,8.67/1 TABLET
,47,ANTIWORM 400 MG TABLET 1,Scheduled,7.16,TABLET,3998.17/1 TABLET
,48,AVZ (HETERO) TABLET 10,Scheduled,Not Applicable,TABLET,55.00/10 TABLET
,49,BANDY 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.09/10 ML SUSPENSION
,50,BANDY 400 MG TABLET 1,Scheduled,7.16,TABLET,8.66/1 TABLET
,51,BELGYN 400 MG TABLET 10,Scheduled,7.16,TABLET,85.31/10 TABLET
,52,BEN 200 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,19.11/10 ML SYRUP
,53,BEN 400 MG TABLET 1,Scheduled,7.16,TABLET,8.53/1 TABLET
,54,BENDAZONE TABLET 1,Scheduled,Not Applicable,TABLET,8.52/1 TABLET
,55,BENDEX 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.10/10 ML SUSPENSION
,56,BENDEX 400 MG TABLET 1,Scheduled,7.16,TABLET,7.39/1 TABLET
,57,BEND P 200 MG SUSPENSION 10 ML,Scheduled,1.82,SUSPENSION,19.11/10 ML SUSPENSION
,58,BEND (SKN) 400 MG TABLET 2,Scheduled,7.16,TABLET,17.34/2 TABLET
,59,BENPLUS 200 MG SYRUP 10 ML,Non-Scheduled,Not Applicable,SYRUP,7.50/10 ML SYRUP
,60,BENPLUS 400 MG TABLET 1,Scheduled,7.16,TABLET,99.53/1 TABLET
