PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AMPICILLIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,22.11/10 CAPSULE
,2,AMPICILLIN (JAGSONPAL) 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,27.50/10 CAPSULE
,3,AMPICILLIN (TORQUE) 125 MG DRY SYRUP 30 ML,Non-Scheduled,Not Applicable,DRY SYRUP,18.00/30 ML DRY SYRUP
,4,AMPICILLIN (TORQUE) 250 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,29.60/10 CAPSULE
,5,AMPICILLIN (TORQUE) 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,36.20/10 CAPSULE
,6,AMPIKEM 250 MG CAPSULE 100,Non-Scheduled,Not Applicable,CAPSULE,37.00/100 CAPSULE
,7,AMPI (PATSON LAB) 250 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,31.20/10 CAPSULE
,8,AMPI (PATSON LAB) 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,52.00/10 CAPSULE
,9,AMPURIN 500 MG INJECTION 1,Scheduled,14.5,INJECTION,18.00/1 INJECTION
,10,ARISTOCILLIN 250 MG CAPSULE 15,Non-Scheduled,Not Applicable,CAPSULE,21.05/15 CAPSULE
,11,ARISTOCILLIN 250 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,25.78/1 INJECTION
,12,ARISTOCILLIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,26.03/10 CAPSULE
,13,ARISTOCILLIN 500 MG CAPSULE 15,Non-Scheduled,Not Applicable,CAPSULE,113.24/15 CAPSULE
,14,ARISTOCILLIN 500 MG INJECTION 5 ML,Scheduled,14.5,INJECTION,15.22/5 ML INJECTION
,15,BACIPEN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,65.70/10 CAPSULE
,16,BACIPEN 500 MG INJECTION 10 ML,Scheduled,14.5,INJECTION,14.38/10 ML INJECTION
,17,BIOCILIN 1000 MG INJECTION 5 ML,Scheduled,25.35,INJECTION,29.05/5 ML INJECTION
,18,BIOCILIN 250 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,46.30/10 CAPSULE
,19,BIOCILIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,60.40/10 CAPSULE
,20,BIOCILIN 500 MG INJECTION 10 ML,Scheduled,14.5,INJECTION,19.37/10 ML INJECTION
,21,BROADICILIN 100 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,82.50/10 ML DROPS
,22,BROADICILIN 100 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,30.45/1 INJECTION
,23,BROADICILIN 125 MG SYRUP 30 ML,Non-Scheduled,Not Applicable,SYRUP,37.00/30 ML SYRUP
,24,BROADICILIN 250 MG INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,40.75/2 ML INJECTION
,25,BROADICILIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,103.10/10 CAPSULE
,26,BROADICILIN 500 MG INJECTION 5 ML,Scheduled,14.5,INJECTION,15.23/5 ML INJECTION
,27,CAMPICILLIN 125 MG DRY SYRUP 60 ML,Non-Scheduled,Not Applicable,DRY SYRUP,24.17/60 ML DRY SYRUP
,28,CAMPICILLIN 250 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,42.89/10 CAPSULE
,29,CAMPICILLIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,81.80/10 CAPSULE
,30,CAMPICILLIN 500 MG INJECTION 5 ML,Scheduled,14.5,INJECTION,15.23/5 ML INJECTION
,31,INTACILLIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,48.39/10 CAPSULE
,32,ROSCILLIN 125 MG SYRUP 30 ML,Non-Scheduled,Not Applicable,SYRUP,23.95/30 ML SYRUP
,33,ROSCILLIN 125 MG TABLET DT 15,Non-Scheduled,Not Applicable,TABLET DT,45.53/15 TABLET DT
,34,ROSCILLIN 250 MG CAPSULE 8,Non-Scheduled,Not Applicable,CAPSULE,39.38/8 CAPSULE
,35,ROSCILLIN 250 MG INJECTION 1 ML,Non-Scheduled,Not Applicable,INJECTION,24.61/1 ML INJECTION
,36,ROSCILLIN 250 MG TABLET DT 15,Non-Scheduled,Not Applicable,TABLET DT,75.00/15 TABLET DT
,37,ROSCILLIN 500 MG CAPSULE 8,Non-Scheduled,Not Applicable,CAPSULE,76.88/8 CAPSULE
,38,ROSCILLIN 500 MG INJECTION 1 ML,Scheduled,14.5,INJECTION,15.21/1 ML INJECTION
,39,STERPEN 100 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,11.10/1 INJECTION
,40,ZYCILLIN 250 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,28.16/10 CAPSULE
,41,ZYCILLIN 500 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,53.50/10 CAPSULE
,42,ZYCILLIN 500 MG INJECTION 10 ML,Scheduled,14.5,INJECTION,13.06/10 ML INJECTION
