PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ABHOPE (ABBOTT) 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,6663.70/12 ML INJECTION
,2,AMBILON 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7101.90/12 ML INJECTION
,3,AMBISOME 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,6980.00/12 ML INJECTION
,4,AMFIGHT 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,3061.47/12 ML INJECTION
,5,AMFIZA 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7102.13/12 ML INJECTION
,6,AMPHITERO 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,6990.00/12 ML INJECTION
,7,AMPHOFIC 50 MG INJECTION 10 ML,Scheduled,6763.93,INJECTION,570.47/10 ML INJECTION
,8,AMPHOGARD 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7484.00/12 ML INJECTION
,9,AMPHONAT 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7080.00/12 ML INJECTION
,10,AMPHONEX 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,6561.90/12 ML INJECTION
,11,AMPHONEX COMBIPACK 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,8704.50/12 ML INJECTION
,12,AMPHOTIN 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,238.00/12 ML INJECTION
,13,AMPHOTLC 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7484.00/12 ML INJECTION
,14,FUNGISOME 10 MG INJECTION 10 ML,Non-Scheduled,Not Applicable,INJECTION,1850.00/10 ML INJECTION
,15,FUNGISOME 50 MG INFUSION 50 ML,Non-Scheduled,Not Applicable,INFUSION,7300.00/50 ML INFUSION
,16,FUNGISOME GEL 10 GM,Non-Scheduled,Not Applicable,GEL,456.25/10 GM GEL
,17,GUFISOME 50 MG INJECTION 1,Scheduled,6763.93,INJECTION,8188.19/1 INJECTION
,18,LAMBIN 10 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,1765.71/1 INJECTION
,19,LAMBIN 25 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,2909.48/1 INJECTION
,20,LAMBIN LYOPHILISED 50 MG INJECTION 50 ML,Scheduled,6763.93,INJECTION,5990.00/50 ML INJECTION
,21,LAMFOSYS 50 MG INJECTION 1,Scheduled,6763.93,INJECTION,7102.13/1 INJECTION
,22,LIPHOLYN 50 MG INJECTION 1,Scheduled,6763.93,INJECTION,7058.21/1 INJECTION
,23,MYCOL 50 MG INJECTION 1,Scheduled,6763.93,INJECTION,40.80/1 INJECTION
,24,PHOSOME 50 MG INJECTION 12 ML,Scheduled,6763.93,INJECTION,7102.12/12 ML INJECTION
