PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ALKEMOX 500 MG CAPSULE 15,Scheduled,7.49,CAPSULE,71.50/15 CAPSULE
,2,ALKEMS AMOXICILLIN 250 MG CAPSULE 100,Scheduled,2.48,CAPSULE,140.00/100 CAPSULE
,3,ALMOX 100 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,45.00/10 ML DROPS
,4,ALMOX 125 MG DRY SYRUP 30 ML,Non-Scheduled,Not Applicable,DRY SYRUP,28.38/30 ML DRY SYRUP
,5,ALMOX 125 MG DRY SYRUP 60 ML,Non-Scheduled,Not Applicable,DRY SYRUP,58.81/60 ML DRY SYRUP
,6,ALMOX 125 MG TABLET DT 10,Non-Scheduled,Not Applicable,TABLET DT,41.00/10 TABLET DT
,7,ALMOX 250 MG CAPSULE 10,Scheduled,2.48,CAPSULE,24.42/10 CAPSULE
,8,ALMOX 250 MG TABLET DT 10,Non-Scheduled,Not Applicable,TABLET DT,38.43/10 TABLET DT
,9,ALMOX 500 MG CAPSULE 10,Scheduled,7.49,CAPSULE,73.47/10 CAPSULE
,10,ALMOX 500 MG INJECTION 1,Scheduled,55.6,INJECTION,115.84/1 INJECTION
,11,ALMOX CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,66.25/10 CAPSULE
,12,AMLOX (LEE) 250 MG CAPSULE 10,Scheduled,2.48,CAPSULE,26.50/10 CAPSULE
,13,AMLOX (LEE) 500 MG CAPSULE 10,Scheduled,7.49,CAPSULE,70.75/10 CAPSULE
,14,AMOC 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,35.89/10 TABLET
,15,AMOC 500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,78.65/10 TABLET
,16,AMOXALIS 250 MG CAPSULE 10,Scheduled,2.48,CAPSULE,25.61/10 CAPSULE
,17,AMOXALIS 500 MG CAPSULE 10,Scheduled,7.49,CAPSULE,77.18/10 CAPSULE
,18,AMOXIL 250 MG CAPSULE 10,Scheduled,2.48,CAPSULE,25.61/10 CAPSULE
,19,AMOXIL 500 MG CAPSULE 10,Scheduled,7.49,CAPSULE,77.18/10 CAPSULE
,20,AMOXIVAN 250 MG CAPSULE 10,Scheduled,2.48,CAPSULE,22.40/10 CAPSULE
,21,AMOXYCILLIN 125 MG SUSPENSION 30 ML,Scheduled,1.04,SUSPENSION,62.00/30 ML SUSPENSION
,22,AMOXYCILLIN 500 MG CAPSULE 10,Scheduled,7.49,CAPSULE,31.90/10 CAPSULE
,23,AMOXYCILLIN (ALKEM) 250 MG CAPSULE 1000,Scheduled,2.48,CAPSULE,152.33/1000 CAPSULE
,24,AMOXYCILLIN (ALKEM) 250 MG TABLET 100,Non-Scheduled,Not Applicable,TABLET,152.23/100 TABLET
