PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ADDLIFE AZ TABLET 15,Non-Scheduled,Not Applicable,TABLET,120.12/15 TABLET
,2,BENFOSTAR CD3 TABLET 10,Non-Scheduled,Not Applicable,TABLET,289.00/10 TABLET
,3,COBALIFE TABLET 10,Non-Scheduled,Not Applicable,TABLET,173.51/10 TABLET
,4,DIABNERVE TABLET 10,Non-Scheduled,Not Applicable,TABLET,121.88/10 TABLET
,5,DIANEXT GOLD TABLET 10,Non-Scheduled,Not Applicable,TABLET,276.56/10 TABLET
,6,REJUALL TABLET 10,Non-Scheduled,Not Applicable,TABLET,196.00/10 TABLET
,7,REJUSAN PLUS INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,149.17/2 ML INJECTION
,8,REJUSAN PLUS TABLET 10,Non-Scheduled,Not Applicable,TABLET,253.75/10 TABLET
,9,SAATIC CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,229.69/10 CAPSULE
