PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,BEPARINE GEL 15 GM,Non-Scheduled,Not Applicable,GEL,107.72/15 GM GEL
,2,CONTRACTUBEX GEL 20 GM,Non-Scheduled,Not Applicable,GEL,1534.69/20 GM GEL
,3,HEXILAK ACNE CREAM 15 GM,Non-Scheduled,Not Applicable,CREAM,880.00/15 GM CREAM
,4,HEXILAK GEL 10 GM,Non-Scheduled,Not Applicable,GEL,273.75/10 GM GEL
,5,HEXILAK GEL 20 GM,Non-Scheduled,Not Applicable,GEL,543.75/20 GM GEL
,6,HEXILAK ULTRA GEL 15 GM,Non-Scheduled,Not Applicable,GEL,880.00/15 GM GEL
,7,LIQUET ULTRA GEL 15,Non-Scheduled,Not Applicable,GEL,690.00/15 GEL
,8,SCARAZE GEL 15 GM,Non-Scheduled,Not Applicable,GEL,515.62/15 GM GEL
,9,SCARCOTE GEL 15 GM,Non-Scheduled,Not Applicable,GEL,304.69/15 GM GEL
,10,SCAREND GEL 15 GM,Non-Scheduled,Not Applicable,GEL,361.63/15 GM GEL
,11,SCAREND SILICONE GEL 10 GM,Non-Scheduled,Not Applicable,GEL,690.00/10 GM GEL
,12,SCAREND SILICONE GEL 15 GM,Non-Scheduled,Not Applicable,GEL,690.00/15 GM GEL
,13,SCARHEAL GEL 15 GM,Non-Scheduled,Not Applicable,GEL,224.06/15 GM GEL
,14,THROMBOSCAR GEL 15 GM,Non-Scheduled,Not Applicable,GEL,370.22/15 GM GEL
