PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ANAWIN 0.25 % INJECTION 20 ML,Scheduled,2.88,INJECTION,59.15/20 ML INJECTION
,2,ANAWIN 0.5 % INJECTION 20 ML,Scheduled,4.5,INJECTION,93.90/20 ML INJECTION
,3,ANAWIN HEAVY 5 MG INJECTION 4 ML,Non-Scheduled,Not Applicable,INJECTION,31.47/4 ML INJECTION
,4,BULOC 0.5 MG INJECTION 20 ML,Non-Scheduled,Not Applicable,INJECTION,86.00/20 ML INJECTION
,5,BUPIBLOC 0.5 % INJECTION 20 ML,Scheduled,4.5,INJECTION,57.50/20 ML INJECTION
,6,BUPICAIN 0.25 % INJECTION 20 ML,Scheduled,2.88,INJECTION,60.23/20 ML INJECTION
,7,BUPICAIN 5 MG INJECTION 20 ML,Non-Scheduled,Not Applicable,INJECTION,94.20/20 ML INJECTION
,8,BUPICAIN HEAVY 5 MG INJECTION 4 ML,Non-Scheduled,Not Applicable,INJECTION,30.66/4 ML INJECTION
,9,BUPIFIX H 5 MG INJECTION 1,Non-Scheduled,Not Applicable,INJECTION,28.94/1 INJECTION
,10,BUPITROY 0.5 % INJECTION 20 ML,Scheduled,4.5,INJECTION,94.12/20 ML INJECTION
,11,BUPITROY HEAVY 5 MG INJECTION 4 ML,Non-Scheduled,Not Applicable,INJECTION,53.88/4 ML INJECTION
,12,LEVO ANAWIN 0.25 % INJECTION 10 ML,Scheduled,2.88,INJECTION,146.00/10 ML INJECTION
,13,LEVO ANAWIN 0.5 % INJECTION 10 ML,Scheduled,4.5,INJECTION,109.69/10 ML INJECTION
,14,LEVO ANAWIN 0.5 % INJECTION 20 ML,Scheduled,4.5,INJECTION,187.48/20 ML INJECTION
,15,LEVO ANAWIN 0.5 % INJECTION 4 ML,Scheduled,4.5,INJECTION,119.90/4 ML INJECTION
,16,LEVO ANAWIN 20 MG INJECTION 4 ML,Non-Scheduled,Not Applicable,INJECTION,39.00/4 ML INJECTION
,17,SENSORCAINE 0.25 % INJECTION 20 ML,Scheduled,2.88,INJECTION,63.39/20 ML INJECTION
,18,SENSORCAINE 0.5 % INJECTION 20 ML,Scheduled,4.5,INJECTION,98.78/20 ML INJECTION
,19,SENSORCAINE HEAVY 0.5 % INJECTION 4 ML,Scheduled,4.5,INJECTION,33.10/4 ML INJECTION
