PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AQUAJOY 0.2/0.05/0.09 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,150.00/150 ML MOUTH WASH
,2,AUGDINE ADS MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,138.75/150 ML MOUTH WASH
,3,CIP-O-FRESH MOUTH WASH 0.2/0.05/0.09 % LIQUID 100 ML,Non-Scheduled,Not Applicable,ORAL LIQUID,101.25/100 ML ORAL LIQUID
,4,CLOHEX ADS 0.2/0.05/0.09 % MOUTH WASH 200 ML,Non-Scheduled,Not Applicable,MOUTH WASH,270.70/200 ML MOUTH WASH
,5,CLOHEX ADS 0.2/0.05/0.09 % MOUTH WASH 80 ML,Non-Scheduled,Not Applicable,MOUTH WASH,91.40/80 ML MOUTH WASH
,6,DENTASEP F ORAL RINSE 100 ML,Non-Scheduled,Not Applicable,RINSE,64.00/100 ML RINSE
,7,GUARD-OR MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,120.94/100 ML MOUTH WASH
,8,HEXAKLOR MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,121.88/100 ML MOUTH WASH
,9,HEXASRIN MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,92.81/100 ML MOUTH WASH
,10,HEXIAT PLUS MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,135.00/150 ML MOUTH WASH
,11,HEXIPLUS MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,65.63/100 ML MOUTH WASH
,12,LUPIDENT MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,144.60/150 ML MOUTH WASH
,13,ORACOOL 0.2/0.05/0.09 % MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,70.00/100 ML MOUTH WASH
,14,ORAFLORA 0.2/0.05/0.09 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,88.59/150 ML MOUTH WASH
,15,ORAHEX PLUS 0.2/0.05/0.09 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,205.88/150 ML MOUTH WASH
,16,OROGARD 0.2/0.05/0.09 % MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,126.55/100 ML MOUTH WASH
,17,OROGARD 0.2/0.7 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,55.32/150 ML MOUTH WASH
,18,OROGARD MOUTH WASH 60 ML,Non-Scheduled,Not Applicable,MOUTH WASH,19.87/60 ML MOUTH WASH
,19,OROGARD (RED) 0.2/0.05/0.09 % MOUTH WASH 100 ML,Non-Scheduled,Not Applicable,MOUTH WASH,28.75/100 ML MOUTH WASH
,20,PERIO REXIDIN MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,178.12/150 ML MOUTH WASH
,21,REXIDIN PLUS 0.2/0.07 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,164.06/150 ML MOUTH WASH
,22,SENSOSEAL (TORQUE) MOUTH WASH 120 ML,Non-Scheduled,Not Applicable,MOUTH WASH,37.50/120 ML MOUTH WASH
,23,THERMOKIND 0.2/0.05 % MOUTH WASH 150 ML,Non-Scheduled,Not Applicable,MOUTH WASH,159.11/150 ML MOUTH WASH
