PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,BIODRYL 138/14.08/1.14/57.03 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,135.94/100 ML SYRUP
,2,ESCODRYL SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,75.00/100 ML SYRUP
,3,EXIL NEO SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,112.50/100 ML SYRUP
,4,GULFADRYL COUGH 138/14.08/1.14/57.03 MG EXPECTORANT 150 ML,Non-Scheduled,Not Applicable,EXPECTORANT,13.50/150 ML EXPECTORANT
,5,KEMODRYL SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,64.00/100 ML SYRUP
,6,KUFDRYL SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,119.53/100 ML SYRUP
,7,MOONDRYL SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,20.00/100 ML SYRUP
,8,NAKUFDRYL SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,16.25/100 ML SYRUP
,9,OFFDRYL COUGH SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,112.50/100 ML SYRUP
,10,PARVO COF P SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,56.55/100 ML SYRUP
,11,SCORDRYL 138/108/1.14/57.03 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,51.56/100 ML SYRUP
,12,TOPEX(OZO) 85/15/150/2.5 MG EXPECTORANT 100 ML,Non-Scheduled,Not Applicable,EXPECTORANT,91.34/100 ML EXPECTORANT
,13,TOPEX(OZO) 85/15/150/2.7 MG EXPECTORANT 60 ML,Non-Scheduled,Not Applicable,EXPECTORANT,46.48/60 ML EXPECTORANT
,14,TORDRYL 0.138/14.8/57.03 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,52.00/60 ML SYRUP
,15,TORDRYL 138/14.08/1.14/57.03 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,69.30/100 ML SYRUP
,16,VENCOF SUSPENSION 100 ML,Non-Scheduled,Not Applicable,SUSPENSION,38.51/100 ML SUSPENSION
