PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AVOMINE 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,63.49/10 TABLET
,2,EMIGAN 25 MG INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,6.90/2 ML INJECTION
,3,EMIN 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,19.33/10 TABLET
,4,FUMA PLUS 5 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,23.10/60 ML SYRUP
,5,METHAZINE 5 MG SYRUP 450 ML,Non-Scheduled,Not Applicable,SYRUP,99.00/450 ML SYRUP
,6,MEXIPHEN MD 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,28.13/10 TABLET
,7,NORGIC 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,34.41/10 TABLET
,8,PHENA 25 MG INJECTION 10 ML,Non-Scheduled,Not Applicable,INJECTION,42.89/10 ML INJECTION
,9,PHENA 25 MG INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,3.53/2 ML INJECTION
,10,PHENA KID 5 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,42.89/100 ML SYRUP
,11,PHENARGAN SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,57.23/100 ML SYRUP
,12,PHENAZINE 5 MG SYRUP 450 ML,Non-Scheduled,Not Applicable,SYRUP,67.10/450 ML SYRUP
,13,PHENERCOF SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,45.05/100 ML SYRUP
,14,PHENERGAN 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,21.60/10 TABLET
,15,PHENERGAN 25 MG INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,16.72/2 ML INJECTION
,16,PHENERGAN 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,57.17/10 TABLET
,17,PHENERGAN 5 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,57.23/100 ML SYRUP
,18,PHENZEE 5 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,12.50/60 ML SYRUP
,19,PREMAGAN 5 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,23.06/60 ML SYRUP
,20,PROGENE 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,34.00/10 TABLET
,21,PROMETH 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,4.00/10 TABLET
,22,PROMETH 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,36.68/10 TABLET
,23,PROMETH 50 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,76.84/10 TABLET
,24,PROMETHAZINE 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,100.00/10 TABLET
,25,PROMETHAZINE HCL 5 MG SYRUP 1 LTR,Non-Scheduled,Not Applicable,SYRUP,55.00/1 LTR SYRUP
,26,PROMETHAZINE(INTAS) 2.5 % INJECTION 2 ML,Non-Scheduled,Not Applicable,INJECTION,3.75/2 ML INJECTION
,27,PROMETH SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,22.08/60 ML SYRUP
,28,REGAN (A.N.PHARMACIA) 10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,10.07/10 TABLET
,29,REGAN (A.N.PHARMACIA) 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,26.98/10 TABLET
,30,VOMIBREK 25 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,46.50/10 TABLET
