PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,CABERCET 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,149.74/2 TABLET
,2,CABERFRESH TABLET 10,Non-Scheduled,Not Applicable,TABLET,186.56/10 TABLET
,3,CABERLACT 0.25 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,81.56/2 TABLET
,4,CABERLACT 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,191.20/2 TABLET
,5,CABERLIN 0.25 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,252.19/4 TABLET
,6,CABERLIN 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,514.69/4 TABLET
,7,CABERNOL 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,264.25/4 TABLET
,8,CABERNORM 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,480.37/4 TABLET
,9,CABGOLIN 0.25 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,252.19/4 TABLET
,10,CABGOLIN 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,514.69/4 TABLET
,11,CABGON 0.25 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,247.00/2 TABLET
,12,CABGON 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,124.00/2 TABLET
,13,CABLIZ 0.25 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,130.31/2 TABLET
,14,CABLIZ 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,276.37/2 TABLET
,15,CABTAS 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,124.00/2 TABLET
,16,CAMFORTE 0.25 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,132.47/2 TABLET
,17,CAMFORTE 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,291.61/2 TABLET
,18,CB-LIN 0.25 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,99.52/2 TABLET
,19,CB-LIN 0.5 MG TABLET 2,Non-Scheduled,Not Applicable,TABLET,241.31/2 TABLET
,20,CEGOLIN 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,379.00/4 TABLET
,21,RUPACTIN 0.25 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,220.00/4 TABLET
,22,RUPACTIN 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,412.50/4 TABLET
,23,TT CAB 0.5 MG TABLET 4,Non-Scheduled,Not Applicable,TABLET,470.80/4 TABLET
