PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,MULTIBLIST SOFTGEL CAPSULE 15,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,173.00/15 SOFTGEL CAPSULE
,2,MULTIBLIST SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,133.00/200 ML SYRUP
,3,OLVITAL 7G CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,164.19/10 CAPSULE
,4,REKITA SOFTGEL CAPSULE 10,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,109.32/10 SOFTGEL CAPSULE
,5,STAY 4G SOFTGEL CAPSULE 10,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,162.63/10 SOFTGEL CAPSULE
,6,SUPER V GOLD SOFTGEL CAPSULE 10,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,106.80/10 SOFTGEL CAPSULE
,7,VTOTAL TABLET 10,Non-Scheduled,Not Applicable,TABLET,112.02/10 TABLET
,8,VTOTAL WOMEN TABLET 10,Non-Scheduled,Not Applicable,TABLET,132.58/10 TABLET
,9,ZEEGOLD SANDA OIL 15 ML,Non-Scheduled,Not Applicable,OIL,65.00/15 ML OIL
,10,ZEEGOLD STRONG SOFTGEL CAPSULE 15,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,155.75/15 SOFTGEL CAPSULE
,11,ZEEGOLD WOMEN SOFTGEL CAPSULE 15,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,39.89/15 SOFTGEL CAPSULE
