PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACCECLOWOC MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,93.96/10 TABLET MR
,2,ACCET MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,102.18/10 TABLET
,3,ACECLOBEST MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,14.31/10 TABLET
,4,ACECLODUS 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,94.65/10 TABLET MR
,5,ACECLOFLAM 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,75.00/10 TABLET
,6,ACECLOMAC TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,21.91/10 TABLET MR
,7,ACECLO MR 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,106.73/10 TABLET MR
,8,ACECLOREX TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,95.00/10 TABLET MR
,9,ACECLOWAL 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,102.50/10 TABLET MR
,10,ACECRET TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,44.79/10 TABLET MR
,11,ACEFENAC MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,93.75/10 TABLET MR
,12,ACEFEN (LAB) 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,65.00/10 TABLET MR
,13,ACEFILE MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,104.06/10 TABLET
,14,ACEFLAM MR 100/325/250 MG TABLET MR 4,Non-Scheduled,Not Applicable,TABLET MR,90.00/4 TABLET MR
,15,ACEFLEX TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,117.19/10 TABLET MR
,16,ACELOFLAM MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,77.00/10 TABLET MR
,17,ACEMARC 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,88.00/10 TABLET MR
,18,ACEMED MR 325/250/100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,93.75/10 TABLET
,19,ACEMIZ-MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,124.03/10 TABLET MR
,20,ACENEXT MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,115.08/10 TABLET
,21,ACENT MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,62.40/10 TABLET MR
,22,ACEWOK 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,62.40/10 TABLET MR
,23,ACHFRI MR 100/325/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,104.06/10 TABLET
,24,ACIFAC MR 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,62.00/10 TABLET MR
,25,ACIFINE MR 100/500/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,75.00/10 TABLET MR
,26,ACIMOL MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,60.90/10 TABLET MR
,27,ACIZ MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,50.00/10 TABLET MR
,28,ACLOFEN MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,79.00/10 TABLET MR
,29,ACLOFLEX 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,140.80/10 TABLET MR
,30,ACLOVA MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,79.69/10 TABLET MR
,31,ACPCZ TABLET 10,Non-Scheduled,Not Applicable,TABLET,53.61/10 TABLET
,32,ACTINAC TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,95.16/10 TABLET MR
,33,ACYLAB 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,94.00/10 TABLET MR
,34,AFENAK PLUS MR (RANBAXY) 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,123.75/10 TABLET
,35,AKILOS MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,53.75/10 TABLET
,36,ALCECOST GEL 30 GM,Non-Scheduled,Not Applicable,GEL,28.60/30 GM GEL
,37,ALCECOST TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,102.09/10 TABLET MR
,38,ALDIGESIC 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,103.13/10 TABLET MR
,39,ALOCK MR 100/325/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,64.82/10 TABLET
,40,ASONAC FORTE 100/500/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,54.00/10 TABLET
,41,AXCES MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,97.50/10 TABLET
,42,BRULAR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,56.53/10 TABLET MR
,43,CETAFEN P TABLET 10,Non-Scheduled,Not Applicable,TABLET,7.50/10 TABLET
,44,CYCLOFEN MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,182.16/10 TABLET MR
,45,CYLIZOX 100/500/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,65.63/10 TABLET
,46,DICLOWIN AMR TABLET 10,Non-Scheduled,Not Applicable,TABLET,165.00/10 TABLET
,47,DOLOFRESH MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,92.00/10 TABLET
,48,DOLOKIND MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,85.02/10 TABLET MR
,49,DOLORIDE TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,22.20/10 TABLET MR
,50,DOLOSAID MR TABLET 10,Non-Scheduled,Not Applicable,TABLET,20.83/10 TABLET
,51,DOLOSTAT MR 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,54.37/10 TABLET MR
,52,DOLOWIN MR 100/325/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,108.70/10 TABLET MR
,53,ELAXIC 100/500/325 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,78.75/10 TABLET MR
,54,ELZEFEN MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,99.00/10 TABLET
,55,ENDONAC CX 100/325/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,70.31/10 TABLET
,56,ERINAC MR 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,114.00/10 TABLET MR
,57,FLAMACE MR 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,95.60/10 TABLET
,58,FLEXTAB MR 100/325/500 MG TABLET MR 15,Non-Scheduled,Not Applicable,TABLET MR,102.09/15 TABLET MR
,59,GRIMPA CX 100/325/250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,62.50/10 TABLET
,60,HIFENAC-MR 100/325/500 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,105.00/10 TABLET MR
,61,KLACEE FORTE TABLET 10,Non-Scheduled,Not Applicable,TABLET,90.00/10 TABLET
,62,LITONAC 100/500/250 MG TABLET MR 10,Non-Scheduled,Not Applicable,TABLET MR,60.94/10 TABLET MR
