PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,CAMERON 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,459.37/28 TABLET
,2,CAMERON 4 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,281.02/10 TABLET
,3,CARRIED 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,108.42/10 TABLET
,4,E 2 2 MG TABLET 18,Non-Scheduled,Not Applicable,TABLET,165.00/18 TABLET
,5,E2VA 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,149.44/28 TABLET
,6,E2VA ACTIVE 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,170.15/10 TABLET
,7,EDVAL 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,508.22/28 TABLET
,8,EMGRA 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,558.90/28 TABLET
,9,ENDOFERT 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,326.00/28 TABLET
,10,ENDOFERT H 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,554.06/28 TABLET
,11,ENDONORM EV 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,396.52/28 TABLET
,12,ENDOTHIK 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,420.94/28 TABLET
,13,ENRIFOL 2 MG TABLET 1,Non-Scheduled,Not Applicable,TABLET,366.63/1 TABLET
,14,ENRIFOL H TABLET 28,Non-Scheduled,Not Applicable,TABLET,598.12/28 TABLET
,15,ERIDIOL 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,450.00/28 TABLET
,16,ESTOFERT 17 BETA 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,665.50/28 TABLET
,17,ESTOFERT 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,623.91/28 TABLET
,18,ESTOFERT TG 0.06 % GEL 80 GM,Non-Scheduled,Not Applicable,GEL,1077.19/80 GM GEL
,19,ESTOFOL 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,468.70/28 TABLET
,20,ESTOGEL PUMP 0.06 % GEL 80 GM,Non-Scheduled,Not Applicable,GEL,1213.59/80 GM GEL
,21,ESTOVA 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,443.48/28 TABLET
,22,ESTOVERA 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,480.51/10 TABLET
,23,ESTRABET 0.06 % GEL 80 GM,Non-Scheduled,Not Applicable,GEL,1205.75/80 GM GEL
,24,ESTRABET 1 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,336.97/28 TABLET
,25,ESTRABET 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,683.92/28 TABLET
,26,ESTRABET KIT 2 MG TABLET 1,Non-Scheduled,Not Applicable,TABLET,3748.38/1 TABLET
,27,ESTRAGEN 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,328.00/28 TABLET
,28,ESTRAGEST 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,517.40/28 TABLET
,29,ESTRAHENZ 2 MG TABLET 28,Non-Scheduled,Not Applicable,TABLET,519.37/28 TABLET
