PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ARTICLOR 125 MG DRY SYRUP 30 ML,Non-Scheduled,Not Applicable,DRY SYRUP,145.32/30 ML DRY SYRUP
,2,ARTICLOR 250 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,370.31/10 TABLET
,3,ARTICLOR 50 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,121.88/10 ML DROPS
,4,DISTACLOR 125 MG DRY SYRUP 60 ML,Non-Scheduled,Not Applicable,DRY SYRUP,366.05/60 ML DRY SYRUP
,5,DISTACLOR 125 MG TABLET DT 6,Non-Scheduled,Not Applicable,TABLET DT,149.00/6 TABLET DT
,6,DISTACLOR 187 MG SYRUP 30 ML,Non-Scheduled,Not Applicable,SYRUP,252.65/30 ML SYRUP
,7,DISTACLOR 250 MG TABLET DT 6,Non-Scheduled,Not Applicable,TABLET DT,305.00/6 TABLET DT
,8,DISTACLOR 500 MG CAPSULE 3,Non-Scheduled,Not Applicable,CAPSULE,195.00/3 CAPSULE
,9,DISTACLOR 50 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,134.05/10 ML DROPS
,10,DISTACLOR-CD 375 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,619.00/10 TABLET
,11,DISTACLOR-CD 750 MG TABLET 6,Non-Scheduled,Not Applicable,TABLET,725.00/6 TABLET
,12,DISTACLOR (PFIZER) 50 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,134.05/10 ML DROPS
,13,DISTACLOR(RANBAXY) 50 MG DROPS 15 ML,Non-Scheduled,Not Applicable,DROPS,134.05/15 ML DROPS
,14,KEFLOR 125 MG REDIMIX 30 ML,Non-Scheduled,Not Applicable,REDIMIX,259.69/30 ML REDIMIX
,15,KEFLOR 125 MG SYRUP 30 ML,Non-Scheduled,Not Applicable,SYRUP,222.19/30 ML SYRUP
,16,KEFLOR 125 MG TABLET DT 6,Non-Scheduled,Not Applicable,TABLET DT,216.00/6 TABLET DT
,17,KEFLOR 50 MG DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,135.00/10 ML DROPS
,18,UNICLOR 500 MG CAPSULE 8,Non-Scheduled,Not Applicable,CAPSULE,580.00/8 CAPSULE
,19,UNICLOR MR 375 MG TABLET MR 6,Non-Scheduled,Not Applicable,TABLET MR,344.06/6 TABLET MR
,20,UNICLOR MR 750 MG TABLET MR 6,Non-Scheduled,Not Applicable,TABLET MR,411.81/6 TABLET MR
