PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AB NEXT 0.1/2.5 % GEL 20 GM,Non-Scheduled,Not Applicable,GEL,479.65/20 GM GEL
,2,ACLAIR 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,359.00/15 GM GEL
,3,ACNOVATE TRIO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,423.19/15 GM GEL
,4,ACZEE AD GEL 30 GM,Non-Scheduled,Not Applicable,GEL,149.39/30 GM GEL
,5,ADABOR 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,438.75/15 GM GEL
,6,ADAPERO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,368.40/15 GM GEL
,7,AKNEGATE BPO 0.1/2.5 % EMULGEL 20 GM,Non-Scheduled,Not Applicable,EMULGEL,396.20/20 GM EMULGEL
,8,BENZADAF 0.1/2.5 % CREAM 15 GM,Non-Scheduled,Not Applicable,CREAM,365.63/15 GM CREAM
,9,BENZ ADP 0.1/2.5 MG GEL 15 GM,Non-Scheduled,Not Applicable,GEL,280.31/15 GM GEL
,10,BEZELENE 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,278.20/15 GM GEL
,11,DERIVA BPO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,437.00/15 GM GEL
,12,DERIVA BPO 0.1/2.5 % GEL 20 GM,Non-Scheduled,Not Applicable,GEL,512.35/20 GM GEL
,13,DERIVA BPO FORTE 0.3/2.5 % GEL 10 GM,Non-Scheduled,Not Applicable,GEL,512.35/10 GM GEL
,14,DERIVA BPO FORTE 0.3/2.5 % GEL 20 GM,Non-Scheduled,Not Applicable,GEL,646.88/20 GM GEL
,15,EPIDUO 0.1/2.5 % GEL 30 GM,Non-Scheduled,Not Applicable,GEL,932.50/30 GM GEL
,16,EPIDUO FORTE 0.3/2.5 % GEL 30 GM,Non-Scheduled,Not Applicable,GEL,1846.50/30 GM GEL
,17,FACEBENZ A 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,314.45/15 GM GEL
,18,LACNE BPO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,292.00/15 GM GEL
,19,MINOZ BPO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,421.88/15 GM GEL
,20,NEXRET AB 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,390.00/15 GM GEL
,21,ORAFACE BPO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,435.00/15 GM GEL
,22,PAROLENE 1/25 MG GEL 20 GM,Non-Scheduled,Not Applicable,GEL,260.00/20 GM GEL
,23,PERNEX PLUS 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,291.36/15 GM GEL
,24,PERODUO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,481.88/15 GM GEL
,25,PERSOL PLUS 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,489.38/15 GM GEL
,26,ZINDERM BPO 0.1/2.5 % GEL 15 GM,Non-Scheduled,Not Applicable,GEL,300.75/15 GM GEL
