PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AARTHER P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,49.00/10 TABLET
,2,ABUFLAM SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,48.80/60 ML SYRUP
,3,ACCECLOWOC P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,97.94/10 TABLET
,4,ACCEMOL 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,63.25/10 TABLET
,5,ACCET P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,47.81/10 TABLET
,6,ACEBRIT P TABLET 10,Non-Scheduled,Not Applicable,TABLET,87.19/10 TABLET
,7,ACECHOS P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,98.00/10 TABLET
,8,ACECLAN PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.94/10 TABLET
,9,ACECLOCACH 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,8.12/10 TABLET
,10,ACECLOHEAL PLUS TABLET 15,Non-Scheduled,Not Applicable,TABLET,76.07/15 TABLET
,11,ACECLOMAC PLUS 50/125 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,112.50/60 ML SYRUP
,12,ACECLONIJ P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,33.23/10 TABLET
,13,ACECLO PLUS 100/325 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,106.87/15 TABLET
,14,ACECLOREN P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,75.00/10 TABLET
,15,ACECLOREX TABLET 10,Non-Scheduled,Not Applicable,TABLET,31.25/10 TABLET
,16,ACECLOWAL P 100/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,71.40/10 TABLET
,17,ACECON P 100/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,28.12/10 TABLET
,18,ACECRET PLUS TABLET 10,Non-Scheduled,Not Applicable,TABLET,34.38/10 TABLET
,19,ACEDUOZ P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.00/10 TABLET
,20,ACEFEN P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,51.56/10 TABLET
,21,ACEFEX-P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,65.53/10 TABLET
,22,ACEFIC P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,70.27/10 TABLET
,23,ACEFILE P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,96.08/10 TABLET
,24,ACEFILE PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,11.48/10 TABLET
,25,ACEFLAM P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,70.60/10 TABLET
,26,ACEFLEX SP TABLET 10,Non-Scheduled,Not Applicable,TABLET,16.06/10 TABLET
,27,ACEFORD P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,61.87/10 TABLET
,28,ACEGIN PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,65.53/10 TABLET
,29,ACEKAY PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,51.00/10 TABLET
,30,ACEKAY PLUS GEL 30 GM,Non-Scheduled,Not Applicable,GEL,21.25/30 GM GEL
,31,ACEKON P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,41.71/10 TABLET
,32,ACEKON PLUS 100/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,55.31/10 TABLET
,33,ACELEB P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,46.88/10 TABLET
,34,ACELOFLAM PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,112.50/10 TABLET
,35,ACELOFLAM XP 100/325 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,112.50/15 TABLET
,36,ACEMARC PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.47/10 TABLET
,37,ACEMED PLUS 100/500 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,46.88/10 TABLET
,38,ACEMIZ-PLUS 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,123.47/10 TABLET
,39,ACEMIZ-PLUS 50/125 MG SUSPENSION 60 ML,Non-Scheduled,Not Applicable,SUSPENSION,65.85/60 ML SUSPENSION
,40,ACEMOL 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,45.00/10 TABLET
,41,ACEMOST P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,20.63/10 TABLET
,42,ACENAC P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,46.00/10 TABLET
,43,ACENAC P 100/325 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,111.09/15 TABLET
,44,ACENAL P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,39.00/10 TABLET
,45,ACENDOL P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,67.03/10 TABLET
,46,ACENEXT P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,65.48/10 TABLET
,47,ACENIP 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,42.00/10 TABLET
,48,ACENOVA P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,56.25/10 TABLET
,49,ACENTIO P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.94/10 TABLET
,50,ACENUS P TABLET 10,Non-Scheduled,Not Applicable,TABLET,52.50/10 TABLET
,51,ACE P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,38.10/10 TABLET
,52,ACEPAC 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,48.75/10 TABLET
,53,ACEPAR (ALLENGE) 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,59.06/10 TABLET
,54,ACEPARON 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,91.88/10 TABLET
,55,ACEPOL 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,33.00/10 TABLET
,56,ACE PROXYVON NEW 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,90.23/10 TABLET
,57,ACEQUIT P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,27.58/10 TABLET
,58,ACEROC P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,53.51/10 TABLET
,59,ACEROC P TABLET 15,Non-Scheduled,Not Applicable,TABLET,119.60/15 TABLET
,60,ACERON P 100/325 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,71.08/10 TABLET
