PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,A 1 5 MG TABLET 10,Scheduled,2.54,TABLET,22.00/10 TABLET
,2,ABAMLO 2.5 MG TABLET 10,Scheduled,1.82,TABLET,18.10/10 TABLET
,3,ACORD 5 MG TABLET 10,Scheduled,2.54,TABLET,26.75/10 TABLET
,4,ADBLOCK 5 MG TABLET 10,Scheduled,2.54,TABLET,26.40/10 TABLET
,5,ADP 10 MG TABLET 15,Scheduled,5.54,TABLET,49.00/15 TABLET
,6,ADP 2.5 MG TABLET 10,Scheduled,1.82,TABLET,27.21/10 TABLET
,7,ADP 2.5 MG TABLET 15,Scheduled,1.82,TABLET,1.25/15 TABLET
,8,ADP 5 MG TABLET 15,Scheduled,2.54,TABLET,40.01/15 TABLET
,9,AGINAL 5 MG TABLET 15,Scheduled,2.54,TABLET,40.00/15 TABLET
,10,ALDO 10 MG TABLET 10,Scheduled,5.54,TABLET,56.58/10 TABLET
,11,ALDO 2.5 MG TABLET 10,Scheduled,1.82,TABLET,28.12/10 TABLET
,12,ALDO 2.5 MG TABLET 15,Scheduled,1.82,TABLET,28.13/15 TABLET
,13,ALDO 5 MG TABLET 10,Scheduled,2.54,TABLET,27.30/10 TABLET
,14,ALDO 5 MG TABLET 15,Scheduled,2.54,TABLET,39.33/15 TABLET
,15,AMCARD 10 MG TABLET 10,Scheduled,5.54,TABLET,35.63/10 TABLET
,16,AMCARD 2.5 MG TABLET 10,Scheduled,1.82,TABLET,9.93/10 TABLET
,17,AMCARD 5 MG TABLET 14,Scheduled,2.54,TABLET,29.92/14 TABLET
,18,AMCARD 5 MG TABLET 7,Scheduled,2.54,TABLET,14.96/7 TABLET
,19,AMCHEK 2.5 MG TABLET 10,Scheduled,1.82,TABLET,16.60/10 TABLET
,20,AMCHEK 5 MG TABLET 10,Scheduled,2.54,TABLET,29.12/10 TABLET
,21,AMDAC(CMR) 5 MG TABLET 10,Scheduled,2.54,TABLET,20.62/10 TABLET
,22,AMDEPIN 10 MG TABLET 10,Scheduled,5.54,TABLET,58.12/10 TABLET
,23,AMDEPIN 2.5 MG TABLET 14,Scheduled,1.82,TABLET,28.66/14 TABLET
,24,AMDEPIN 2.5 MG TABLET 15,Scheduled,1.82,TABLET,28.66/15 TABLET
,25,AMDEPIN 5 MG TABLET 14,Scheduled,2.54,TABLET,40.00/14 TABLET
,26,AMDEPIN 5 MG TABLET 15,Scheduled,2.54,TABLET,40.00/15 TABLET
,27,AMDOT 5 MG TABLET 10,Scheduled,2.54,TABLET,26.25/10 TABLET
,28,AMFIRST 2.5 MG TABLET 10,Scheduled,1.82,TABLET,16.45/10 TABLET
,29,AMFIRST 5 MG TABLET 15,Scheduled,2.54,TABLET,24.00/15 TABLET
,30,AMLEOD 2.5 MG TABLET 10,Scheduled,1.82,TABLET,16.06/10 TABLET
,31,AMLEOD 5 MG TABLET 10,Scheduled,2.54,TABLET,26.00/10 TABLET
,32,AMLIBON 5 MG TABLET 10,Scheduled,2.54,TABLET,24.90/10 TABLET
,33,AMLIN 5 MG TABLET 10,Scheduled,2.54,TABLET,17.63/10 TABLET
,34,AMLIP 10 MG TABLET 10,Scheduled,5.54,TABLET,58.16/10 TABLET
,35,AMLIP 2.5 MG TABLET 10,Scheduled,1.82,TABLET,19.10/10 TABLET
,36,AMLIP 5 MG TABLET 10,Scheduled,2.54,TABLET,26.66/10 TABLET
,37,AMLO 10 MG TABLET 10,Scheduled,5.54,TABLET,53.85/10 TABLET
,38,AMLO 2.5 MG TABLET 10,Scheduled,1.82,TABLET,28.59/10 TABLET
,39,AMLO 5 MG TABLET 10,Scheduled,2.54,TABLET,22.00/10 TABLET
,40,AMLO 5 MG TABLET 15,Scheduled,2.54,TABLET,40.00/15 TABLET
,41,AMLOBIG 5 MG TABLET 15,Scheduled,2.54,TABLET,35.12/15 TABLET
,42,AMLO CB 2.5 MG TABLET 10,Scheduled,1.82,TABLET,20.40/10 TABLET
,43,AMLO CB 5 MG TABLET 10,Scheduled,2.54,TABLET,24.90/10 TABLET
,44,AMLOCHEM 5 MG TABLET 10,Scheduled,2.54,TABLET,23.25/10 TABLET
,45,AMLOD 5 MG TABLET 10,Scheduled,2.54,TABLET,32.00/10 TABLET
,46,AMLODAC 10 MG TABLET 30,Scheduled,5.54,TABLET,174.51/30 TABLET
,47,AMLODAC 2.5 MG TABLET 30,Scheduled,1.82,TABLET,57.33/30 TABLET
,48,AMLODAC 5 MG TABLET 30,Scheduled,2.54,TABLET,80.01/30 TABLET
,49,AMLODEPIN 5 MG TABLET 10,Scheduled,2.54,TABLET,4.86/10 TABLET
,50,AMLODIPINE BESYLATE (LUPIN) 5 MG TABLET 90,Scheduled,2.54,TABLET,6.87/90 TABLET
,51,AMLOGARD 10 MG TABLET 30,Scheduled,5.54,TABLET,172.70/30 TABLET
,52,AMLOGARD 2.5 MG TABLET 30,Scheduled,1.82,TABLET,56.15/30 TABLET
,53,AMLOGARD 5 MG TABLET 30,Scheduled,2.54,TABLET,80.00/30 TABLET
,54,AMLOGOLD 5 MG TABLET 10,Scheduled,2.54,TABLET,26.66/10 TABLET
,55,AMLOHEAL 2.5 MG TABLET 30,Scheduled,1.82,TABLET,12.19/30 TABLET
,56,AMLOHEAL 5 MG TABLET 30,Scheduled,2.54,TABLET,78.75/30 TABLET
,57,AMLOHEART 2.5 MG TABLET 10,Scheduled,1.82,TABLET,19.03/10 TABLET
,58,AMLOHEART 5 MG TABLET 10,Scheduled,2.54,TABLET,26.63/10 TABLET
,59,AMLOKIND 10 MG TABLET 10,Scheduled,5.54,TABLET,34.20/10 TABLET
,60,AMLOKIND 2.5 MG TABLET 30,Scheduled,1.82,TABLET,34.95/30 TABLET
,61,AMLOKIND 5 MG TABLET 10,Scheduled,2.54,TABLET,13.27/10 TABLET
,62,AMLOKIND 5 MG TABLET 15,Scheduled,2.54,TABLET,23.67/15 TABLET
