PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,EXOTUS 15/2.5/10/50/5 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,80.25/100 ML SYRUP
,2,NEW TUSSIN DMR PED SYRUP 50 ML,Non-Scheduled,Not Applicable,SYRUP,37.13/50 ML SYRUP
,3,NEW TUSSIN DMR SYRUP 50 ML,Non-Scheduled,Not Applicable,SYRUP,266.05/50 ML SYRUP
,4,RELIFE ADVANCE JUNIOR SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,75.00/60 ML SYRUP
,5,RELIFE ADVANCE SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,121.88/100 ML SYRUP
,6,RELIFE ADVANCE TABLET 10,Non-Scheduled,Not Applicable,TABLET,75.00/10 TABLET
,7,TUSSIN DMR 30/5/15/100/1075 MG SYRUP 50 ML,Non-Scheduled,Not Applicable,SYRUP,85.31/50 ML SYRUP
,8,TUSSIN DMR 30/5/15/100 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,118.12/100 ML SYRUP
,9,TUSSIN DMR PAED 30/5/15/100/1075 MG SYRUP 50 ML,Non-Scheduled,Not Applicable,SYRUP,84.37/50 ML SYRUP
