PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACEPTIK HOSPITAL LIQUID 1000 ML,Non-Scheduled,Not Applicable,LIQUID,335.00/1000 ML LIQUID
,2,AGISOL SPRAY 100 ML,Non-Scheduled,Not Applicable,SPRAY,280.00/100 ML SPRAY
,3,ANTISEPTIC CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,45.00/20 GM CREAM
,4,ASPOLINE CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,42.00/20 GM CREAM
,5,BACILLOCID LIQUID 500 ML,Non-Scheduled,Not Applicable,LIQUID,660.00/500 ML LIQUID
,6,BACILLOCID LIQUID 5 LTR,Non-Scheduled,Not Applicable,LIQUID,4300.00/5 LTR LIQUID
,7,BACILLOL 25 MG SPRAY 250 ML,Non-Scheduled,Not Applicable,SPRAY,1916.00/250 ML SPRAY
,8,BACILLOL SPRAY 250 ML,Non-Scheduled,Not Applicable,SPRAY,226.87/250 ML SPRAY
,9,BAKTOLIN LIQUID 500 ML,Non-Scheduled,Not Applicable,LIQUID,214.00/500 ML LIQUID
,10,BENCHEK SHAMPOO 60 ML,Non-Scheduled,Not Applicable,SHAMPOO,53.75/60 ML SHAMPOO
,11,BEPANTHEN CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,42.86/20 GM CREAM
,12,BODEDEX FORTE INFUSION 500 ML,Non-Scheduled,Not Applicable,INFUSION,367.00/500 ML INFUSION
,13,BOROLINE SX CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,42.19/20 GM CREAM
,14,BOROLINE SX CREAM 40 GM,Non-Scheduled,Not Applicable,CREAM,79.70/40 GM CREAM
,15,BOROLINE SX CREAM 7 GM,Non-Scheduled,Not Applicable,CREAM,10.00/7 GM CREAM
,16,BORO NATURAL CREAM 20 GM,Non-Scheduled,Not Applicable,CREAM,13.45/20 GM CREAM
,17,BORO NATURAL CREAM 40 GM,Non-Scheduled,Not Applicable,CREAM,48.00/40 GM CREAM
,18,CLEAR (HINDUSTAN) ANTI HAIR FALL SHAMPOO 80 ML,Non-Scheduled,Not Applicable,SHAMPOO,60.00/80 ML SHAMPOO
,19,CLINIC PLUS SHAMPOO 340 ML,Non-Scheduled,Not Applicable,SHAMPOO,140.00/340 ML SHAMPOO
,20,COMPOUND BENZOIN LIQUID 100 ML,Non-Scheduled,Not Applicable,LIQUID,100.00/100 ML LIQUID
,21,COMPOUND BENZOIN LIQUID 15 ML,Non-Scheduled,Not Applicable,LIQUID,143.48/15 ML LIQUID
,22,COMPOUND BENZOIN TINCTURE LIQUID 100 ML,Non-Scheduled,Not Applicable,LIQUID,38.75/100 ML LIQUID
,23,COMPOUND BENZOIN TINCTURE LIQUID 15 ML,Non-Scheduled,Not Applicable,LIQUID,125.55/15 ML LIQUID
,24,COSMOQ CONDITIONER 150 GM,Non-Scheduled,Not Applicable,CONDITIONER,525.00/150 GM CONDITIONER
,25,COSMOQ SHAMPOO 200 ML,Non-Scheduled,Not Applicable,SHAMPOO,467.16/200 ML SHAMPOO
,26,CREEMER SOAP 75 GM,Non-Scheduled,Not Applicable,SOAP,38.50/75 GM SOAP
,27,DABUR GAMMA HAND REG SANITIZER 450 ML,Non-Scheduled,Not Applicable,SANITIZER,214.51/450 ML SANITIZER
,28,DERMADEW B SOAP 75 GM,Non-Scheduled,Not Applicable,SOAP,186.87/75 GM SOAP
,29,DERMEC KIDZ SOAP 75 GM,Non-Scheduled,Not Applicable,SOAP,175.00/75 GM SOAP
,30,DERMEC SOAP 75 GM,Non-Scheduled,Not Applicable,SOAP,96.90/75 GM SOAP
,31,DETTOL ANTISEPTIC 0.8 % CREAM 25 GM,Non-Scheduled,Not Applicable,CREAM,6.59/25 GM CREAM
,32,DETTOL ANTISEPTIC LIQUID 50 ML,Non-Scheduled,Not Applicable,LIQUID,10.00/50 ML LIQUID
,33,DETTOL H LIQUID 1000 ML,Non-Scheduled,Not Applicable,LIQUID,283.11/1000 ML LIQUID
,34,DETTOL LIQUID 1,Non-Scheduled,Not Applicable,LIQUID,413.53/1 LIQUID
,35,DETTOL LIQUID 100 ML,Non-Scheduled,Not Applicable,LIQUID,83.03/100 ML LIQUID
,36,DETTOL LIQUID 200 ML,Non-Scheduled,Not Applicable,LIQUID,37.73/200 ML LIQUID
,37,DETTOL LIQUID 250 ML,Non-Scheduled,Not Applicable,LIQUID,159.37/250 ML LIQUID
,38,DETTOL LIQUID 500 ML,Non-Scheduled,Not Applicable,LIQUID,267.09/500 ML LIQUID
,39,DETTOL LIQUID 50 ML,Non-Scheduled,Not Applicable,LIQUID,40.24/50 ML LIQUID
,40,DETTOL LIQUID 5 LTR,Non-Scheduled,Not Applicable,LIQUID,2048.38/5 LTR LIQUID
,41,DETTOL LIQUID (RECKITT) ORIGINAL POUCH SOAP 200 ML,Non-Scheduled,Not Applicable,SOAP,87.00/200 ML SOAP
,42,DETTOL LIQUID (RECKITT) ORIGINAL PUMP LIQUID 215 ML,Non-Scheduled,Not Applicable,LIQUID,78.00/215 ML LIQUID
,43,DETTOL LIQUID (RECKITT) SENSITIVE POUCH SOAP 185 ML,Non-Scheduled,Not Applicable,SOAP,200.00/185 ML SOAP
,44,DETTOL LIQUID (RECKITT) SOAP 1000 ML,Non-Scheduled,Not Applicable,SOAP,419.00/1000 ML SOAP
,45,DETTOL LIQUID (RECKITT) SOAP 250 ML,Non-Scheduled,Not Applicable,SOAP,99.00/250 ML SOAP
,46,DETTOL LIQUID (RECKITT) SOAP 900 ML,Non-Scheduled,Not Applicable,SOAP,149.00/900 ML SOAP
,47,DETTOL (RECKITT) ALOEVERA SOAP 100 GM,Non-Scheduled,Not Applicable,SOAP,110.88/100 GM SOAP
,48,DETTOL (RECKITT) ALOEVERA SOAP 60 GM,Non-Scheduled,Not Applicable,SOAP,25.00/60 GM SOAP
,49,DETTOL (RECKITT) ANTI SEPTIC CREAM 30 GM,Non-Scheduled,Not Applicable,CREAM,60.00/30 GM CREAM
,50,DETTOL (RECKITT) ANTI SEPTIC LIQUID 1000 ML,Non-Scheduled,Not Applicable,LIQUID,454.87/1000 ML LIQUID
,51,DETTOL (RECKITT) ANTI SEPTIC LIQUID 125 ML,Non-Scheduled,Not Applicable,LIQUID,83.03/125 ML LIQUID
,52,DETTOL (RECKITT) ANTI SEPTIC LIQUID 550 ML,Non-Scheduled,Not Applicable,LIQUID,267.09/550 ML LIQUID
,53,DETTOL (RECKITT) ANTI SEPTIC LIQUID 5 LTR,Non-Scheduled,Not Applicable,LIQUID,2048.38/5 LTR LIQUID
,54,DETTOL (RECKITT) ANTI SEPTIC LIQUID 60 ML,Non-Scheduled,Not Applicable,LIQUID,41.49/60 ML LIQUID
,55,DETTOL (RECKITT) COOL SOAP 125 GM,Non-Scheduled,Not Applicable,SOAP,180.00/125 GM SOAP
,56,DETTOL (RECKITT) HANDWASH REFILL LIQUID 175 ML,Non-Scheduled,Not Applicable,LIQUID,45.00/175 ML LIQUID
,57,DETTOL (RECKITT) HAND WASH ROSE AND CHERRY FOAM LIQUID 250 ML,Non-Scheduled,Not Applicable,LIQUID,105.60/250 ML LIQUID
,58,DETTOL (RECKITT) LIQUID 250 ML,Non-Scheduled,Not Applicable,LIQUID,159.37/250 ML LIQUID
,59,DETTOL (RECKITT) SOAP 120 GM,Non-Scheduled,Not Applicable,SOAP,39.12/120 GM SOAP
,60,DETTOL (RECKITT) SOAP 125,Non-Scheduled,Not Applicable,SOAP,185.00/125 SOAP
,61,DETTOL (RECKITT) SOAP 35 GM,Non-Scheduled,Not Applicable,SOAP,10.00/35 GM SOAP
