PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ALDEX 6 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,32.90/10 TABLET SR
,2,ATMINIC 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,21.56/10 TABLET
,3,ATMINIC 2 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,45.00/10 TABLET SR
,4,CORTIFLAM D 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,18.93/10 TABLET
,5,DEXCPM 6 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,75.22/10 TABLET SR
,6,DEXODIL 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,28.36/10 TABLET
,7,DEXODIL 6 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,28.36/10 TABLET
,8,DEXODIL 6 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,72.36/10 TABLET SR
,9,DEXOSTAR 60 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,54.38/10 TABLET SR
,10,DIOMINIC 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,22.22/10 TABLET
,11,DIOMINIC 6 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,46.31/10 TABLET SR
,12,POLARAMINE 2 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,30.75/10 TABLET
,13,POLARAMINE 6 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,15.40/10 TABLET
,14,POLARAMINE PEAD 0.5 MG SYRUP 60 ML,Non-Scheduled,Not Applicable,SYRUP,20.81/60 ML SYRUP
,15,POLOSTAN SR 6 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,44.20/10 TABLET SR
