PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACOLATE KID 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,51.50/10 ML NASAL DROPS
,2,ACOLATE SALINE 0.1 % NASAL DROPS 15 ML,Scheduled,5.21,NASAL DROPS,42.00/15 ML NASAL DROPS
,3,ACOLATE SALINE 0.65 % NASAL DROPS 20 ML,Non-Scheduled,Not Applicable,NASAL DROPS,51.50/20 ML NASAL DROPS
,4,ATROVIN-P 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,28.10/10 ML NASAL DROPS
,5,CERTEN P 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,50.00/10 ML NASAL DROPS
,6,CERTEN (WENSDRUGS) 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,44.22/10 ML NASAL DROPS
,7,CLEARNOZ 0.1 % NASAL DROPS 20 ML,Scheduled,5.21,NASAL DROPS,35.00/20 ML NASAL DROPS
,8,COREX 0.1 % NASAL SPRAY 10 ML,Non-Scheduled,Not Applicable,NASAL SPRAY,50.61/10 ML NASAL SPRAY
,9,CORIVIN 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,35.00/10 ML NASAL DROPS
,10,CORIVIN PEAD 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,27.00/10 ML NASAL DROPS
,11,DICONAL 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,80.63/10 ML NASAL DROPS
,12,DICONAL 0.1 % NASAL DROPS 15 ML,Scheduled,5.21,NASAL DROPS,80.63/15 ML NASAL DROPS
,13,DOLO COLD JUNIOR 0.05 % DROPS 10 ML,Non-Scheduled,Not Applicable,DROPS,46.57/10 ML DROPS
,14,FLUBLAST JUNIOR 0.05 % NASAL SPRAY 10 ML,Non-Scheduled,Not Applicable,NASAL SPRAY,43.94/10 ML NASAL SPRAY
,15,GOAIR 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,54.71/10 ML NASAL DROPS
,16,GOAIR KID 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,42.00/10 ML NASAL DROPS
,17,HYNASAL XL 0.1 % NASAL DROPS 15 ML,Scheduled,5.21,NASAL DROPS,80.63/15 ML NASAL DROPS
,18,HYNASAL XL PAEDIATRIC 0.25 MG NASAL DROPS 10 ML,Non-Scheduled,Not Applicable,NASAL DROPS,79.68/10 ML NASAL DROPS
,19,LYFTZ 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,43.00/10 ML NASAL DROPS
,20,MUCORIS 0.1 % NASAL SPRAY 10 ML,Non-Scheduled,Not Applicable,NASAL SPRAY,54.69/10 ML NASAL SPRAY
,21,MUCORIS-P 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,44.73/10 ML NASAL DROPS
,22,NAM COLD ADULT 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,54.65/10 ML NASAL DROPS
,23,NAM COLD PEAD 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,44.71/10 ML NASAL DROPS
,24,NASOCAN 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,53.00/10 ML NASAL DROPS
,25,NASOCLIN 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,32.00/10 ML NASAL DROPS
,26,NASOCLIN JUNIOR 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,42.00/10 ML NASAL DROPS
,27,NASOMET 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,37.13/10 ML NASAL DROPS
,28,NASOMET 0.1 % NASAL DROPS 15 ML,Scheduled,5.21,NASAL DROPS,24.37/15 ML NASAL DROPS
,29,NASOMIST (ENDO) 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,29.00/10 ML NASAL DROPS
,30,NASOMIST (ENDOCARD) 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,36.00/10 ML NASAL DROPS
,31,NASOMIST P NASAL DROPS 10 ML,Non-Scheduled,Not Applicable,NASAL DROPS,32.00/10 ML NASAL DROPS
,32,NASOMIST X 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,54.66/10 ML NASAL DROPS
,33,NASOMIST XP 0.05 % NASAL DROPS 10 ML,Scheduled,4.26,NASAL DROPS,44.72/10 ML NASAL DROPS
,34,NASOPIL ADULT 0.1 % NASAL DROPS 10 ML,Scheduled,5.21,NASAL DROPS,53.75/10 ML NASAL DROPS
