PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AMBULAX FM 0.5/10 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,72.19/15 TABLET
,2,ANXICHEK 0.5/10 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,113.00/15 TABLET
,3,ANXILONG MF TABLET 10,Non-Scheduled,Not Applicable,TABLET,107.81/10 TABLET
,4,ANXYNIL M 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,89.06/10 TABLET
,5,APTIFRESH FM 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,89.90/10 TABLET
,6,BENZOFRESH TABLET 10,Non-Scheduled,Not Applicable,TABLET,89.90/10 TABLET
,7,BIO ANXIT 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,80.16/10 TABLET
,8,CNPROT 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,84.37/10 TABLET
,9,EQULOK 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,89.06/10 TABLET
,10,EQULOK F 0.5 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.50/10 TABLET
,11,EXZILOR 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,88.13/10 TABLET
,12,FDEP PLUS TABLET 10,Non-Scheduled,Not Applicable,TABLET,132.50/10 TABLET
,13,FINEWELL TABLET 10,Non-Scheduled,Not Applicable,TABLET,65.63/10 TABLET
,14,FLEBIXEN PLUS 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,76.00/10 TABLET
,15,FLITRA 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,55.00/10 TABLET
,16,FLITRAZ 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,74.40/10 TABLET
,17,FLUCETAM 0.5/10 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,60.84/10 TABLET
