PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AFDURA 10/0.5 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,364.69/10 TABLET
,2,ALFOO D 10/0.5 MG SOFTGEL CAPSULE 10,Non-Scheduled,Not Applicable,SOFTGEL CAPSULE,406.17/10 SOFTGEL CAPSULE
,3,ALFUGRESS D 10/0.5 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,252.18/10 TABLET
,4,ALFUNOL D TABLET 10,Non-Scheduled,Not Applicable,TABLET,63.38/10 TABLET
,5,ALFUSIN D 10/0.5 MG TABLET 15,Non-Scheduled,Not Applicable,TABLET,616.00/15 TABLET
,6,ALFUSTAT D 10/5 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,200.88/10 TABLET
,7,DUTALFA 10/0.5 MG COMBI KIT 10,Non-Scheduled,Not Applicable,COMBI KIT,325.75/10 COMBI KIT
,8,FLOTRAL D 10/0.5 MG KIT 20,Non-Scheduled,Not Applicable,KIT,364.69/20 KIT
,9,FLOTRAL D 10/0.5 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,364.69/10 TABLET
,10,VELFU-D 10/0.5 MG TABLET 7,Non-Scheduled,Not Applicable,TABLET,200.39/7 TABLET
