PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,AB DAY 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,112.22/10 CAPSULE
,2,AB DAY 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,174.66/10 TABLET SR
,3,ABEVIA 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,114.95/10 CAPSULE
,4,ABEVIA 100 MG CAPSULE 15,Non-Scheduled,Not Applicable,CAPSULE,161.57/15 CAPSULE
,5,ABEVIA 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,204.18/10 TABLET SR
,6,AB-FLO 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,164.45/10 CAPSULE
,7,AB-FLO 100 MG CAPSULE 15,Non-Scheduled,Not Applicable,CAPSULE,279.70/15 CAPSULE
,8,AB-FLO 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,278.40/10 TABLET SR
,9,ABIWAYS SR 200 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,205.77/10 TABLET
,10,ABLIFE 200 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,139.22/10 TABLET
,11,ABLUNG 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,116.99/10 CAPSULE
,12,ABLUNG 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,245.81/10 TABLET SR
,13,AB PHYLLINE 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,177.00/10 CAPSULE
,14,AB PHYLLINE 100 MG CAPSULE 15,Non-Scheduled,Not Applicable,CAPSULE,300.00/15 CAPSULE
,15,AB PHYLLINE 10 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,182.81/100 ML SYRUP
,16,AB PHYLLINE 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,284.06/10 TABLET SR
,17,ACASTER TABLET 10,Non-Scheduled,Not Applicable,TABLET,68.90/10 TABLET
,18,ACEBROBID 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,123.28/10 CAPSULE
,19,ACEBROBID SR 200 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,190.58/10 CAPSULE
,20,ACEBROFON 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,19.80/10 CAPSULE
,21,ACEBROGEN 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,97.00/10 CAPSULE
,22,ACEBROLIN 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,66.67/10 CAPSULE
,23,ACEBROMAX 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,78.00/10 CAPSULE
,24,ACEBROPAC 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,131.20/10 TABLET
,25,ACEBROPAZ SR 200 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,166.88/10 TABLET
,26,ACEBROVEL 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,51.78/10 TABLET
,27,ACEDAY 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,92.63/10 TABLET
,28,ACEDRIL 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,95.00/10 CAPSULE
,29,ACEGROW 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,82.50/10 CAPSULE
,30,ACEGROW SR 200 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,181.87/10 TABLET
,31,ACEINTRO 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,209.00/10 TABLET SR
,32,ACEVEL 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,69.00/10 CAPSULE
,33,ACEVEL 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,121.00/10 TABLET SR
,34,ACIBRO 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,120.97/10 CAPSULE
,35,ACIBRO 50 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,141.50/100 ML SYRUP
,36,AFASMA 100 MG TABLET 10,Non-Scheduled,Not Applicable,TABLET,112.12/10 TABLET
,37,AFASMA 200 MG CAPSULE SR 10,Non-Scheduled,Not Applicable,CAPSULE SR,207.83/10 CAPSULE SR
,38,AMBRODIL XP 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,99.37/10 CAPSULE
,39,AMBRODIL XP 50 MG SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,132.18/100 ML SYRUP
,40,AMUCOE 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,95.00/10 CAPSULE
,41,AMUCOE 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,211.88/10 TABLET SR
,42,APHYL 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,130.78/10 CAPSULE
,43,APHYREN 100 MG CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,104.06/10 CAPSULE
,44,APHYREN 200 MG TABLET SR 10,Non-Scheduled,Not Applicable,TABLET SR,221.24/10 TABLET SR
