PHARMA SAHI DAAM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,S.No.,Medicine Name,Status,Ceiling Price (₹),Unit,M.R.P (₹)/Unit
,1,ACTIVE BLOOD PURIFIER SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,95.00/200 ML SYRUP
,2,AMYSTOP G CAPSULE 20,Non-Scheduled,Not Applicable,CAPSULE,184.00/20 CAPSULE
,3,COCOZY SACHET 12 GM,Non-Scheduled,Not Applicable,SACHET,32.92/12 GM SACHET
,4,DABUR SYRUP 450 ML,Non-Scheduled,Not Applicable,SYRUP,220.00/450 ML SYRUP
,5,DASHAMULARISHTA LIQUID 450 ML,Non-Scheduled,Not Applicable,ORAL LIQUID,208.00/450 ML ORAL LIQUID
,6,EFIPLUS CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,71.25/10 CAPSULE
,7,FEBRONAL A SYRUP 100 ML,Non-Scheduled,Not Applicable,SYRUP,100.00/100 ML SYRUP
,8,FEROLIV FORTE CAPSULE 10,Non-Scheduled,Not Applicable,CAPSULE,56.25/10 CAPSULE
,9,FORTEGE TABLET 100,Non-Scheduled,Not Applicable,TABLET,186.00/100 TABLET
,10,FORTEGE TABLET 1000,Non-Scheduled,Not Applicable,TABLET,1053.00/1000 TABLET
,11,FORTEGE TABLET 50,Non-Scheduled,Not Applicable,TABLET,103.12/50 TABLET
,12,GLOWBERT FORTE SYRUP 300 ML,Non-Scheduled,Not Applicable,SYRUP,50.00/300 ML SYRUP
,13,GLOWBERT SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,37.50/200 ML SYRUP
,14,LIBITONE FORTE TABLET 10,Non-Scheduled,Not Applicable,TABLET,75.00/10 TABLET
,15,PLEX (OMNI) DROPS 30 ML,Non-Scheduled,Not Applicable,DROPS,90.76/30 ML DROPS
,16,PLEX (OMNI) SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,175.00/200 ML SYRUP
,17,SARIVADHYARISHTA LIQUID 227 ML,Non-Scheduled,Not Applicable,ORAL LIQUID,72.00/227 ML ORAL LIQUID
,18,TAPYADI LAUH TABLET 20,Non-Scheduled,Not Applicable,TABLET,125.00/20 TABLET
,19,TROPHOGEST-FE SYRUP 200 ML,Non-Scheduled,Not Applicable,SYRUP,112.50/200 ML SYRUP
