input_company,input_product_name,timestamp,records_found
Laboratorio ENA,100% WHEY PROTEIN,2026-01-09T08:16:04,3
Laboratorio Millet,102 FOCUS,2026-01-09T08:16:05,1
Laboratorio Millet,102 MAGNESIO,2026-01-09T08:16:07,1
Laboratorio Millet,102 MAGNESIO CITRATO,2026-01-09T08:16:07,1
Laboratorio Millet,102 MAGNESIO GUMMIES,2026-01-09T08:16:14,1
Laboratorio Millet,102 MUJER,2026-01-09T08:16:18,1
Laboratorio Millet,102 PLUS,2026-01-09T08:16:20,3
Laboratorio Millet,102 PLUS EFERVESCENTE,2026-01-09T08:16:22,1
Laboratorio Millet,102 SPORT BCAA,2026-01-09T08:16:24,1
Laboratorio Millet,102 VITAMINA C,2026-01-09T08:16:28,2
GlaxoSmithKline Biopharma,3 TC,2026-01-09T08:16:29,2
Elea,3 TC + AZT ELEA,2026-01-09T08:16:31,1
GlaxoSmithKline Biopharma,3 TC COMPLEX,2026-01-09T08:16:34,1
ISA,4 x 4,2026-01-09T08:16:38,1
IQUISA,420 CBD BEAUTY,2026-01-09T08:16:39,1
IQUISA,420 CBD RELAX,2026-01-09T08:16:41,1
IQUISA,420 CBD TETITA FELIZ PACK,2026-01-09T08:16:44,1
Cassará,5 FU,2026-01-09T08:16:48,1
Domínguez,5-ASA 1000,2026-01-09T08:16:50,2
Domínguez,5-ASA 2000,2026-01-09T08:16:51,1
Domínguez,5-ASA 400,2026-01-09T08:16:55,4
Domínguez,5-ASA 4000,2026-01-09T08:16:58,1
Domínguez,5-ASA 500,2026-01-09T08:17:01,2
Domínguez,5-ASA 800,2026-01-09T08:17:01,2
Ariston,5XR 1000,2026-01-09T08:17:05,2
Ariston,5XR 500,2026-01-09T08:17:08,2
Elea,8 HORAS,2026-01-09T08:17:10,2
Domínguez,A ACIDO,2026-01-09T08:17:11,3
Domínguez,A ACIDO EMOLIENTE,2026-01-09T08:17:15,1
Domínguez,A ACIDO VITAL,2026-01-09T08:17:18,1
Medipharma,A-VITEL,2026-01-09T08:17:21,3
Medipharma,A-VITEL E,2026-01-09T08:17:21,1
Sempre Giovane,A.H.A,2026-01-09T08:17:25,1
Elea,ABACAVIR ELEA,2026-01-09T08:17:28,1
Trb-Pharma,ABACAVIR LAMIVUDINA TRB PHARMA,2026-01-09T08:17:31,1
Elea,ABARAX,2026-01-09T08:17:32,2
Roemmers,ABAXON,2026-01-09T08:17:36,5
Teva Argentina,ABELCET,2026-01-09T08:17:38,1
Biotechno Pharma,ABERIC,2026-01-09T08:17:40,1
B-Life,ABINTRA,2026-01-09T08:17:41,1
Celnova Argentina,ABIRANOVA,2026-01-09T08:17:45,1
Lafedar,ABIRATERON-A,2026-01-09T08:17:48,1
Glenmark,ABIRATERONA GLENMARK,2026-01-09T08:17:50,1
Duncan,ABLOOM,2026-01-09T08:17:51,1
Duncan,ABLOOM 5,2026-01-09T08:17:56,1
Filaxis Farmacéutica,ABNOBA VISCUM FRAXINI,2026-01-09T08:17:58,4
Valuge,ABRALUX,2026-01-09T08:18:01,1
Bristol,ABRAXANE,2026-01-09T08:18:01,1
Eczane,ABRIKAT,2026-01-09T08:18:06,1
Pfizer,ABRILADA,2026-01-09T08:18:08,1
Pfizer,ABRYSVO,2026-01-09T08:18:10,1
F & F Farma,AC QUAXA,2026-01-09T08:18:11,1
Jayor,ACALASTATERA,2026-01-09T08:18:16,1
Roemmers,ACALIX,2026-01-09T08:18:19,4
Roemmers,ACALIX AP,2026-01-09T08:18:20,1
Roemmers,ACALIX CRONOS,2026-01-09T08:18:22,3
Siegfried,ACANTEX,2026-01-09T08:18:27,5
Olbia Pharma,ACCELON,2026-01-09T08:18:29,3
Coloplast,ACCESORIOS PARA FISTULAS,2026-01-09T08:18:30,1
Roche Diabetes,ACCU-CHEK ACTIVE GLUCOSA,2026-01-09T08:18:32,1
Megalabs Argentina,TANVIMIL EBA,2026-01-09T08:19:15,3
Megalabs Argentina,TANVIMIL EBA,2026-01-09T08:19:15,3
