item_id,TN,INN,Manufacturer_Country,Release_Form,EAN,Registered_Price_RUB,Start_Date_Text
d2b30e074f3bf94f0d6dd78aef6f4499a9c74d99,Кальция глюконат,Кальция глюконат,"Вл.ОАО ""ДАЛЬХИМФАРМ"", Россия (2702010564); Вып.к.Перв.Уп.Втор.Уп.Пр.ОАО ""ДАЛЬХИМФАРМ"", Россия;","раствор для внутривенного и внутримышечного введения, 100 мг/мл, 5 мл - ампулы (10) / в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа / - коробки картонные",4602824015923,36.43,12.01.2026
3fb7450c6e22ae1065fe5d743a6622a56f2bf883,Кальция глюконат,Кальция глюконат,"ОАО ""Дальхимфарм"" - Россия","раствор для внутривенного и внутримышечного введения 100 мг/мл, 5 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные",4602824015923,34.24,12.01.2026
84fcf6e70580b53da9c28df2f629ac2bef77fd0c,Новокаин,Прокаин,"ОАО ""Дальхимфарм"" - Россия","раствор для инъекций 2% (в РУ - 20 мг/мл), 2 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные",4602824001292,9.53,12.01.2026
6ae24d86d1c4cb4b2e99f5c137d47f9c232c0c52,Цефтриаксон,Цефтриаксон,"ЗАО ""Рафарма"" - Россия","порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г, флаконы - пачки картонные",4660007810314,29.68,12.01.2026
c6fb88ada5aadf637b9c651a9e89eed7cc8006f8,Цефтриаксон,Цефтриаксон,"ЗАО ""Рафарма"" - Россия",порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы (25) - коробки картонные (упаковка для стационаров),4660007810338,742.00,12.01.2026
ef9c7fd7b842bc55eca5fa17f10ef2680d3d4c20,Цефтриаксон,Цефтриаксон,"Вл.Закрытое акционерное общество ""Рафарма"" (ЗАО ""Рафарма""), Россия; Вып.к.Перв.Уп.Втор.Уп.Пр.Акционерное общество ""Рафарма"" (АО ""Рафарма""), Россия;","порошок для приготовления раствора для внутривенного и внутримышечного введения, 1 г, 25 шт. - флаконы (1) - коробка из картона (для стационаров)",4660007810338,742.00,12.01.2026
d746293df24f50d51fe4b74d99762c3ed2997c12,Цефтриаксон,Цефтриаксон,"Вл.Вып.к.Перв.Уп.Втор.Уп.Пр.АО ""Рафарма"", Россия;","порошок для приготовления раствора для внутривенного и внутримышечного введения, 0.5 г, - флаконы (50) - коробки картонные (для стационаров)",4660007812189,742.00,12.01.2026
b0d762b86dcde71ae3912b647b09456b3e13cd3d,Цефтриаксон,Цефтриаксон,"Вл.Вып.к.Перв.Уп.Втор.Уп.Пр.АО ""Рафарма"", Россия;","порошок для приготовления раствора для внутривенного и внутримышечного введения, 1 г, - флаконы (50) - коробки картонные (для стационаров)",4660007812196,1484.00,12.01.2026
2652e1b1a8ce61da2ae50f75a9e400be69d94094,Кальция глюконат,Кальция глюконат,"Вл.Вып.к.Перв.Уп.Втор.Уп.Пр.Дальхимфарм ОАО, Россия (2702010564);","раствор для внутривенного и внутримышечного введения, 100 мг/мл, 5 мл - ампулы (10) - пачка картонная",4602824023713,36.43,12.01.2026
d2b30e074f3bf94f0d6dd78aef6f4499a9c74d99,Кальция глюконат,Кальция глюконат,"Вл.ОАО ""ДАЛЬХИМФАРМ"", Россия (2702010564); Вып.к.Перв.Уп.Втор.Уп.Пр.ОАО ""ДАЛЬХИМФАРМ"", Россия;","раствор для внутривенного и внутримышечного введения, 100 мг/мл, 5 мл - ампулы (10) / в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа / - коробки картонные",4602824015923,36.43,12.01.2026
